item	site	category	subcategory	description
Brass Set	Dark Souls Wiki	Armor	Medium Armor	"
Armor of the Darkmoon Knightess, Fire Keeper of Anor Londo.After becoming undead, she visited the Dark Sun Gwyndolin at the Mausoleum of the Spiral Depths, became a Blade of the Darkmoon, and assumed the flame-keeping duty. She received this armor, which hides her hideous form and helps her hunt the guilty.
"
Black Set	Dark Souls Wiki	Armor	Light Armor	"
The pardoners listen to the confessions of sinners, urging reflection and salvation. Their masks symbolize separation from worldy desires.The pardoners' attire is uniformly black in color and said to be imbued with Velka's mystical power, which provides resistance against all manner of magic.
"
Elite Knight Set	Dark Souls Wiki	Armor	Medium Armor	"
Armor of a nameless knight, perhaps an elite knight of Astora, based on the fire-warding heraldic symbol on it's blue surcoat.Although he was loath to give up on his Undead mission, he perished at the Undead Asylum, and went Hollow.
"
Hollow Soldier Set	Dark Souls Wiki	Armor	+	"
Helm/Armor- Apparel worn by Hollow soldiers. It may be old and battered, but its iron construction makes it quite sturdy. It is wise to wear a sturdy form of head protection against arrows and other physical threats. Waistcloth worn by Hollow soldiers. It is so tattered that it barely serves its purpose anymore.
"
Painting Guardian Set	Dark Souls Wiki	Armor	Light Armor	"
Hood/Robe/Gloves/Waistcloth- Apparel worn by the alabaster-clothed guardians of the paintings in Anor Londo. Offers substantial protection versus magic.They have guarded the Great Paintings of Ariamis for ages, passing their duty down through the generations, but the reason for doing so passed from all memory long ago.
"
Big Hat's Set	Dark Souls Wiki	Armor	Light Armor	"
Gigantic hat worn by the great sorcerer Logan. It completely hid his face, which led to his nickname ""Big Hat.""Famously antisocial, Logan used this to block out noise and people's stares so he could focus on his own thoughts, but it does not posses any special magic powers.Robe worn by Big Hat Logan. It is said to have been from his apprentice days at Dragon School, but it is so worn out, no one knows what it originally looked like.Logan, who cared little for his appearance, no doubt ever bothered to change out of it.Gloves/Boots- Apparel worn by Big Hat Logan. They are indistinguishable from the ordinary kind worn by travelers.
 
"
Artorias' Set	Dark Souls Wiki	Armor	+	"
Armor of Artorias the Abysswalker, one of Gwyn's Four Knights.The death of the armor's owner can be surmised from the corrosive Dark of the Abyss, and the tattered azure-blue cape, once a symbol of pride and glory.
"
Black Knight Set	Dark Souls Wiki	Armor	Medium Armor	"
Armor of the Black Knights who haunt Lordran.The knights followed Lord Gwyn when he departed to link the Fire but they were burned to ashes in the newly kindled flame, wandering the world as disembodied spirits ever after.
"
Gough's Set	Dark Souls Wiki	Armor	Medium Armor	"
Armor of Hawkeye Gough, one of Gwyn's Four Knights.Armor donned by Gough since his days as a dragonslayer. The medallion, bequeathed by the Lord Himself, and the dragon bone pauldrons are symbols of the highest honors.
"
Hunter Set	Dark Souls Wiki	Armor	Armor Starting Sets	"Broad-brimmed hat favored by the archer hero Pharis. Pharis was an accomplished archer, and though he was human, he ranked alongside Hawkeye Gough, one of the Four Knights of Lord Gwyn. His hat is universally popular among children.
Armor/Gloves/Boots- Made of soft leather. Very common type of protective gear
"
Lord's Blade Set	Dark Souls Wiki	Armor	Light Armor	"
Robe of the Lord's Blade Ciaran, one of Gwyn's Four Knights.A robe common to all of the Lord's Blades. These deadly women shift nimbly between layers of darkness, etching streaks of gold into the night air, and planting visions of terror into the minds of their targets.The cyclops headpiece is common to all of the Lord's Blades, but Ciaran was determined to adorn this soft porcelain mask as a unique decoration of honor. The mask is lined with ivory locks of hair.
"
Warrior Set	Dark Souls Wiki	Armor	Armor Starting Sets	"A sturdy helm made of iron with armor made of thick leather. Very common type of protective gear, it provides a sound level of defense. It is wise to wear a sturdy form of head protection against arrows and other physical threats. Armor/Gauntlets/Boots- Made of thick leather. Very common type of protective gear, they provide a sound level of defense.
"
Catarina Set	Dark Souls Wiki	Armor	Medium Armor	"
Outside Catarina, they are often ridiculed for their onion-like shape, infuriating the proud knights, but the masterfully forged curved design makes it very effective for parrying.""  
"
Silver Knight Set	Dark Souls Wiki	Armor	Medium Armor	"
Apparel of the Silver Knights who protect Anor Londo.When Lord Gwyn departed to link the Fire, his knights split into two groups. The Silver Knights remained in the forsaken capital in service of their goddess.
"
Antiquated Set	Dark Souls Wiki	Armor	Light Armor	"
Special magic crown bestowed upon Dusk, Princess of Oolacile, upon her birth. Its wearer is blessed by all manner of magic. This raises the power and effect of the wearer's magic, but damage suffered by magic attacks also rises. From the ancient fallen land of Oolacile. Its ivory-colored silk features elaborate embroidery and is imbued with ancient magic power. One cannot expect any physical protection from this garment, as it was not meant to be worn in battle.
"
Guardian Set	Dark Souls Wiki	Armor	Heavy Armor	"
Armor of the stone knights, guardians of the forest sanctuary.The stone knights are golems animated by magic, and their enchanted helms/amor/gauntlets/leggings are oppressively heavy.
"
Ornstein's Set	Dark Souls Wiki	Armor	Medium Armor	"
Armor of the dragonslayer Ornstein, who guards the cathedral in the forsaken city of Anor Londo. Ornstein is believed to be the captain of the Four Knights. His golden lion helm is imbued with the power of lightning and should provide good protection against it. 
"
Thorns Set	Dark Souls Wiki	Armor	Medium Armor	"
Helm/Armor/Gauntlets/Leggings- Apparel of Kirk, Knight of Thorns and notorious member of the Darkwraiths. A dense patch of thorns grows from its surface. It is a fitting item for the murderous Kirk, for by simply wearing it and rolling, one can damage enemies.
"
Chester's Set	Dark Souls Wiki	Armor	Light Armor	"
Black leather clothing worn by Marvellous Chester, a man of mystery lost in the past.This exquisitely sewn aristocratic suit allows its wearer to move in silence, lending well to stealth.
"
Adventurer's Set	Dark Souls Wiki	Armor	Medium Armor	"
Helm/Armor/Gauntlets/Boots- Strange equipment from the ancient land of Zena, birthplace of the curious dealer Domhnall.Helm- The two horns are believed to symbolize wisdom.Armor-The many medals are believed to symbolize glory.Gloves-The gold bracelets symbolize a vanquisher.Boots-The inlaid silver rings symbolize an explorer. 
"
Holy Set	Dark Souls Wiki	Armor	Armor Starting Sets	"Distinctive hat worn only by Way of White priests in Thorolund. It is simply meant to show their position within the hierarchy. It holds almost no meaning in the land of Lordran.
Robe/Trousers- Donned by men of the cloth. Though plain to the eye, its hardy fabric repels rain and keeps the body warm. Those dissatisfied with church teachings must test their faith by going on a spiritual journey. Such is the ritual self-purification of the Way of White.
Thick, sturdy gloves made for travelers on extended journeys
"
Hollow Thief Set	Dark Souls Wiki	Armor	Light Armor	"
Leather apparel worn by Hollow thieves. It stifles noise and helps its wearer hide in the shadows.
"
Hollow Warrior Set	Dark Souls Wiki	Armor	Light Armor	"
Helm worn by Hollow warriors. Although it is made of iron, it is old, battered and worn out.It is wise to wear a sturdy form of head protection against arrows and other physical threats.Armor worn by Hollow warriors. It is made of thick leather that is tattered with age.Waistcloth worn by Hollow warriors. It is so tattered that it barely serves its purpose anymore.
"
Dingy Set	Dark Souls Wiki	Armor	Light Armor	"
Worn by the Fire Keeper at Firelink Shrine.It is thought to have once been the white armor set of a maiden,but smoke and ashes from bonfires darkened it over the years.
 
"
Crimson Set	Dark Souls Wiki	Armor	Light Armor	"
Armor of the sorcerers who flooded New Londo to seal away the Darkwraiths, and the Four Kings who descended into Dark.Mask- It symbolizes their resolve to keep the seal shut forever and their atonement for all who were sacrificed, but two of the three forsook New Londo upon tiring of their duty. The Sealers were once known as healers, and the bright crimson was a symbol of that.
"
Dark Set	Dark Souls Wiki	Armor	Medium Armor	"
Some say the skeletal mask of an ancient Darkwraith is partially fused with the flesh of its face.Armor of the Darkwraiths, former knights of New Londo who descended into Dark. Their Armor transformed, and remains a symbol of the Dark servants and their diabolical art of Lifedrain. 
"
Shadow Set	Dark Souls Wiki	Armor	Light Armor	"
Black cloth clothing worn by spooks from an Eastern land.Designed so as not to hinder their unique form of martial arts.While they sacrifice defense for the sake of greater mobility,they do offer resistance to bleeding and poison among other things, perhaps due to the nature of espionage.
"
Cleric Set	Dark Souls Wiki	Armor	+	"
Armor set worn by the warrior clerics of the Way of White, who are famous for being unyielding in battle.Among such armors, those that were black belonged to warrior clerics sent on missions, many of whom were high level priests.
"
Channeler Set	Dark Souls Wiki	Armor	Light Armor	"
Helm of the Channelers, sorcerers that serve Seath the Scaleless. The six eyes arranged in two vertical columns compensate for Seath's lack of sight.Apparel of the Channelers, sorcerers that serve Seath the Scaleless. Even after the onset of Seath's madness, the ""snatchers,"" as they were often called, ventured to far lands to find suitable human specimens. The heaviest of protective gear for sorcerers, and imbued with magic.
"
Favor Set	Dark Souls Wiki	Armor	Medium Armor	"
Apparel of Lautrec the Embraced, representing the goddess Fina's love.During his solitude, he forsook everything, for he believed in the goddess's love for him.The goddess's arms wrap around it, as if to embrace the wearer.
"
