item	site	category	subcategory	description
Murakumo	Dark Souls Wiki	Weapons	Curved Greatswords	"Giant curved sword forged using special methods in an Eastern Land.&nbsp;This unparalleled weapon cuts like a Katana but is heavier than a Nata machete. Requires extreme strength, dexterity, and stamina to wield.""&nbsp;"
Talisman	Dark Souls Wiki	Weapons	Talismans	"<em>Medium for casting miracles of the Gods.</em> <em>Standard talisman issued to common believers.</em> <br> <em>Equip talisman to cast miracles.</em> <em>Attune miracles from a scroll at a bonfire.</em> <em>Most miracles have limited number of uses.""</em>"
Dragon King Greataxe	Dark Souls Wiki	Weapons	Great Axes	"This axe, one of the rare dragon weapons, is formed by the tail of the Gaping Dragon, a distant, deformed descendant of the everlasting dragons.""<br> ""The axe is imbued with a mystical power, to be released when held with both hands."""
Falchion	Dark Souls Wiki	Weapons	Curved Swords	"Small, curved sword. Each hit inflicts little damage, but fluid chain attacks are deadly.<br>The falchion's sharp slashing attacks are effective against cloth and flesh, but not against metal armor or tough scales."""
Light Crossbow	Dark Souls Wiki	Weapons	Crossbows	"<em>Standard crossbow issued to soldiers. While bows require both hands, a crossbow is held in one, but arming each bolt takes time. ""</em>"
Blacksmith Hammer	Dark Souls Wiki	Weapons	Hammers	"<em>Metal hammer of Andre of Astora, blacksmith at the Old Church.</em> <br> <em>Can be used as a strike weapon, but better left in the hands of its talented owner.""</em>"
Sniper Crossbow	Dark Souls Wiki	Weapons	Crossbows	"Large crossbow with long distance used by Carim snipers. Often used with sniper bolts. <br>But while crossbows are normally easy to use, the Sniper Crossbow requires dexterity."""
Smough's Hammer	Dark Souls Wiki	Weapons	Great Hammers	"Great Hammer from the soul of executioner Smough, who guards the cathedral in the forsaken city of Anor Londo. <br> Smough loved his work, and ground the bones of his victims into his own feed, ruining his hopes of being ranked with the Four Knights."""
Greatsword of Artorias (Cursed)	Dark Souls Wiki	Weapons	Greatswords	"Sword born from the souls of the great grey wolf Sif, guardian of the grave of the Abysswalker Knight Artorias.""<br>""The sword can damage ghosts, as it was cursed when Artorias joined a covenant with the creatures of the Abyss."""
Dragon Tooth	Dark Souls Wiki	Weapons	Great Hammers	"Created from an everlasting dragon tooth. Legendary great hammer of Havel the Rock.""<br> ""The dragon tooth will never break as it is harder than stone, and it grants its wielder resistance to magic and flame."""
Sunlight Talisman	Dark Souls Wiki	Weapons	Talismans	"Medium for casting miracles of the Gods. <br>The talisman of Solaire of Astora, the Knight of Sunlight, is decorated with a holy symbol, illustrated by Solaire himself. <br>This talisman is a projection of Solaire's upstanding, unwavering faith."""
Longbow	Dark Souls Wiki	Weapons	Bows	"Large bow. Projectile weapon for experienced hunters. <br>Equip arrows to use. Hold bow and press L1 or LB to aim. Aim for heads of humanoid foes. Press L2/R2 or LT/RT to change type of arrows."""
Gravelord Sword	Dark Souls Wiki	Weapons	Curved Greatswords	"Sword wielded only by servants of Gravelord Nito, the first of the dead. Crafted from the bones of the fallen.""<br>""The miasma of death exudes from the sword, a veritable toxin to any living being."""
Darkmoon Bow	Dark Souls Wiki	Weapons	Bows	"<em>Bow born from the soul of the Dark Sun Gwyndolin, Darkmoon deity who watches over the abandoned city of the Gods, Anor Londo.</em> <br> <em>This golden bow is imbued with powerful magic and is most impressive with Moonlight Arrows.""</em>"
Channeler's Trident	Dark Souls Wiki	Weapons	Spears	<em>Trident of the Six-eyed Channelers, sorcerers who serve Seath the Scaleless in collecting human specimens. Thrusted in circular motions in a unique martial arts dance that stirs nearby allies into a bloodthirsty frenzy.</em>
Izalith Catalyst	Dark Souls Wiki	Weapons	Catalysts	"<em>Catalyst of the Witch of Izalith of long ago, when her daughters were still flame witches, before they were engulfed by the Chaos Flame. Before the birth of pyromancy, their wands were mediums for sorcery, but knowledge of this flame sorcery has long since vanished.""</em>"
Velka's Talisman	Dark Souls Wiki	Weapons	Talismans	"Medium for casting miracles of the Gods. <br>This black tuft of hair that serves as a talisman belongs to Velka, Goddess of Sin. It casts miracles not by drawing upon faith, but intelligence."""
Whip	Dark Souls Wiki	Weapons	Whips	"<em>Leather whip. Not intended for battle.</em> <br> <em>Virtually ineffective against armor and tough scales, but quite formidable against enemies with exposed skin.""</em>"
Blacksmith Giant Hammer	Dark Souls Wiki	Weapons	Hammers	Wooden hammer of the giant blacksmith in Anor Londo who handles lightning weapons. <br> The giant blacksmith forges with this wooden hammer, as it would be hazardous to handle lightning weapons with metals.
Darkmoon Talisman	Dark Souls Wiki	Weapons	Talismans	"Medium for casting miracles of the Gods. <br>Granted to Darkmoon Blade knights, adherents to the Covenant of the Dark Sun Gwyndolin. <br>This talisman demands dutiful faith from its owner, but has very high miracle adjustment""."
Iaito	Dark Souls Wiki	Weapons	Katanas	"Katana forged in an Eastern land. The Katana is drawn from the scabbard at lightning speed, using an Iaijutsu technique.&nbsp;Iaijutsu allows the wielder to charge forward to swiftly cut down distant foes."""
Battle Axe	Dark Souls Wiki	Weapons	Axes	"<em>Standard battle axe. Inflicts regular damage, making it effective in various situations.""</em> <br> <em>""Powerful attack due to its weight, but one wrong swing leaves the wielder wide open, so timing and proximity to the enemy must be judged carefully.""</em> <br> <br> <br><br>"
Flamberge	Dark Souls Wiki	Weapons	Greatswords	"<em>This greatsword with an undulating blade is the choice weapon of the slithering serpent men of Sen's Fortress.""<br> <em>""This weapon is designed to flay the skin and causes heavy bleeding.""</em></em>"
Large Club	Dark Souls Wiki	Weapons	Great Hammers	"&nbsp;<em>Large wooden club.""</em> <br> <em>""The giant Undead of Blighttown wield these clubs, which became poisonous from the influence of their surroundings.""</em>"
Longsword	Dark Souls Wiki	Weapons	Straight Swords	"Widely-used standard straight sword, only matched in ubiquity by the shortsword.""<br> ""An accessible sword which inflicts consistent regular damage and high slash damage, making it applicable to a variety of situations."""
Crystal Greatsword	Dark Souls Wiki	Weapons	Greatswords	"A fully crystallized straight sword. How such a weapon was created is entirely unknown.""<br> ""The crystallization boosts its attack, but makes the blade brittle. The sword cannot be used for long, as it cannot be repaired.""<em><br></em>"
Short Bow	Dark Souls Wiki	Weapons	Bows	"&nbsp;<em>Small bow. Standard projectile weapon.""</em> <br> <em>Equip arrows to use. Hold bow and press L1 or LB to aim. Aim. for heads of humanoid foes. Press L2/R2 or LT/R/T to change type of arrows.</em> <br> <br><br>The Short Bow is the standard bow and very useful for luring things. This bow has both a lighter weight and a faster shooting speed than a longbow."
Priscilla's Dagger	Dark Souls Wiki	Weapons	Daggers	"<em>""This sword, one of the rare dragon weapons, came from the tail of Priscilla, the Dragon Crossbreed in the painted world of Ariamis.""</em><br> <em>""Possessing the power of lifehunt, it dances about when wielded, in a fashion reminiscent of the white-robed painting guardians.""</em>"
Composite Bow	Dark Souls Wiki	Weapons	Bows	<em>Composite bow emphasizing power. Requires more strength than standard bows.</em> <br> <em>However, its range is shorter, making it unfit for sniping.</em>
Tin Crystallization Catalyst	Dark Souls Wiki	Weapons	Catalysts	"<em>Catalyst imbued in terrifying crystal magic. Used by Logan after his fixation on Seath. Makes all sorceries incredibly powerful, but demands extremely high intelligence from its wielder, and halves sorcery usages. ""</em>"
Moonlight Greatsword	Dark Souls Wiki	Weapons	Greatswords	"This sword, one of the rare dragon weapons, came from the tail of Seath the Scaleless, the pale white dragon who betrayed his own.""<br>""Seath is the grandfather of sorcery, and this sword is imbued with his magic, which shall be unleashed as a wave of moonlight."""
Dragonslayer Spear	Dark Souls Wiki	Weapons	Spears	"Cross spear born from the soul of Ornstein, a Dragonslayer guarding Anor Londo cathedral.<br>Inflicts lightning damage; effective against dragons.<br>Two-handed thrust relies on cross and buries deep within a dragon's hide, and sends human foes flying."""
Demon's Catalyst	Dark Souls Wiki	Weapons	Catalysts	"Demon catalyst formed from Izalith molten rock. Can be used as fire weapon. The Demon Firesage was the first demon, and the last master of the original fire arts, before the Witch of Izalith was engulfed by Chaos, creating pyromancy."""
Demon's Spear	Dark Souls Wiki	Weapons	Spears	"Carved from the bones of fellow demons. Wielded by the slim lesser Batwing demons. The weapon of these chaos demons wandering Anor Londo are different from those of other chaos demons, and are imbued with lightning."""
Claymore	Dark Souls Wiki	Weapons	Greatswords	"<em>This larger type of greatsword is normally wielded with two hands due to its weight.""</em><br> <em>""This highly flexible greatsword can be used to attack in swings or thrusts.""</em>"
Black Knight Greatsword	Dark Souls Wiki	Weapons	Ultra Greatswords	"<em>Greatsword of the black knights who wander Lordran. Used to face chaos demons.""</em><br> <em>""The large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago.""</em>&nbsp;"
Golem Axe	Dark Souls Wiki	Weapons	Axes	"An axe born from the soul of the Iron Golem, guardian of Sen's Fortress who repelled countless heroes who sought Anor Londo."" <br>""Its powerful one-handed attack imitates the Golem's blade of wind, but the heavy iron blade makes it quite unwieldy."""
Pike	Dark Souls Wiki	Weapons	Spears	"<em>Long spear with a very long red hilt. Traditionally used by groups of soldiers. Specially designed for distance thrusting. Has the longest range of the non-projectile weapons, but its very length makes it somewhat difficult to handle.""</em>"
Reinforced Club	Dark Souls Wiki	Weapons	Hammers	"<em>A club with leather nailed to the pommel. The burg Undead merchant proudly peddles this club, but its reinforcement is shoddy. Indeed, its attack is stronger, but the club is no longer dependably sturdy.""</em>"
Gargoyle Tail Axe	Dark Souls Wiki	Weapons	Axes	"<em>Sliced tail of the gargoyle guarding the Bell of Awakening in the Undead Church or patrolling in Anor Londo.</em> <br> <em>Can be used as a bronze battle axe. Bends dramatically during large attacks, owing to its nature as a tail.""</em>&nbsp;"
Crescent Axe	Dark Souls Wiki	Weapons	Axes	"Well-used old bronze battle axe with a long hilt and a crescent-shaped blade."" <br> ""One of the blessed weapons of the Way of White. The Crescent Axe is bequeathed to cleric warriors who have proven their faith."""
Scythe	Dark Souls Wiki	Weapons	Halberds	Halberd with a large blade. <br> Scythe adjusted for battle. <br> Designed especially for slicing. However, one false swing leaves one wide open.
Silver Knight Straight Sword	Dark Souls Wiki	Weapons	Straight Swords	"<em>The silver knights of Anor Londo guard the city using this beautifully slender weapon.</em><br> <em>""Its chain attacks, in which the wielder takes great advancing steps and makes use of his bodyweight, are deadly even in single hits.""</em>"
Gough's Greatbow	Dark Souls Wiki	Weapons	Greatbows	"<em>Greatbow used by Hawkeye Gough, of Lord Gwyn's Four Knights, for dragon slaying.</em><br> <em>This bow is larger than even those used by the famed Dragonslayers. Only their leader, Gough, had the strength to handle it.""</em>"
Astora's Straight Sword	Dark Souls Wiki	Weapons	Straight Swords	"<em>Straight sword of an unknown knight, likely one of Astora's superiors.""</em><br> <em>""High-quality weapon with a powerful blessing.""</em>"
Four-Pronged Plow	Dark Souls Wiki	Weapons	Spears	"Four-pronged Plow wielded by the wooden scarecrows, serfs of the forest Sanctuary.<br> The scarecrow serfs would not normally use these four-pronged plows as weapons, but their sharpness makes them very deadly."""
Greatsword	Dark Souls Wiki	Weapons	Ultra Greatswords	"One of the gigantic straight greatswords. Very few have what it takes to wield this incredibly heavy, damage-dealing monster.""<br>""A favorite of the Knights Berenike, known for their heavy armor, and Black iron Tarkus.""<br><br><br>"
Mail Breaker	Dark Souls Wiki	Weapons	Piercing Swords	"Standard small thrusting sword. Unsharpened but pointed solid shaft can pierce tough armour""<br> ""Can be thrust using the weight of one's body, and is very effective for critical attacks.""<em><br></em>"
Moonlight Butterfly Horn	Dark Souls Wiki	Weapons	Spears	"<em>Weapon born from the mystical creature of the Darkroot Garden, the Moonlight Butterfly. The horns of the butterfly, a being created by Seath, are imbued with a pure magic power.""</em>"
Halberd	Dark Souls Wiki	Weapons	Halberds	"<em>Long-hilted weapon mixing spear and axe is difficult to handle, requiring both strength and dexterity.</em> <br> <em>The Halberd has two elementary attacks: Spear-like thrusting and large sweeping swings. However, one false swing and the wielder is left wide open.""</em>"
Quelaag's Furysword	Dark Souls Wiki	Weapons	Curved Swords	"A curved sword born from the soul of Quelaag, daughter of the Witch of Izalith, who was transformed into a chaos demon. Like Quelaag's body, the sword features shells, spikes, humanity and a coating of chaos fire. Power affected by wielder's humanity."""
Scimitar	Dark Souls Wiki	Weapons	Curved Swords	"Small, curved sword. Each hit inflicts little damage, but fluid chain attacks are deadly.""<br> ""The scimitar's sharp slashing attacks are effective against cloth and flesh, but not against metal armor or tough scales."""
Morning Star	Dark Souls Wiki	Weapons	Hammers	"Hammer with a sharp spike on its pommel. One of the more barbaric cleric weapons. <br> Uniquely, this hammer inflicts thrust damage, and causes bleeding."""
Tin Darkmoon Catalyst	Dark Souls Wiki	Weapons	Catalysts	"<em>Catalyst born from the soul of the Dark Sun Gwyndolin, Darkmoon deity who watches over the abandoned city of the Gods, Anor Londo. Gwyndolin is Gwyn's lastborn and a legitimate god, but he is also a Moon sorcerer, and this wand is boosted by faith, not intelligence.""</em>"
Broadsword	Dark Souls Wiki	Weapons	Straight Swords	"The wide blade of this straight sword emphasizes slicing and has no thrust attack.""<br>""The horizontal sweeping motion makes this sword effective against multiple enemies."""
Dragon Bone Fist	Dark Souls Wiki	Weapons	Fist Weapons	"A weapon from the soul of the Iron Golem, guardian of Sen's Fortress who repelled countless heroes who sought Anor Londo.""<br> ""The Gods fused the power of the soul with the great bones of the dragons, forming an appropriate core for the giant golem'"""
Avelyn	Dark Souls Wiki	Weapons	Crossbows	"Repeating crossbow cherished by the weapon craftsman Eidas. Its elaborate design makes it closer to a work of art than a weapon. Intricate mechanism makes heavy damage possible through triple-shot firing of bolts. but in fact each bolt inflicts less damage."""
