item	site	category	subcategory	description
Divine Blessing	Dark Souls 3 Wiki	Items	Consumables	"
Holy water blessed by the Queen of Lothric.Fully restores HP and cures ailments.The Queen of Lothric, married to the former King Oceiros, was initially revered as a goddess of fertility and bounty. After giving birth to Ocelotte, her youngest, she quietly disappeared.
"
Rubbish	Dark Souls 3 Wiki	Items	Tools	"
Rubbish with no value.Who in their right mind would bother carrying this around? Perhaps you need help.
"
Logan's Scroll	Dark Souls 3 Wiki	Items	Key Items	"
Secret tome of the Profaned Capital court sorcerers, containing sorceries of Logan.Give to a sorcerer to learn Logan's sorceries.The court sorcerers used this scroll to claim heirship to Logan's legacy, though how that claim stands up to closer scrutiny is another story.
"
Kukri	Dark Souls 3 Wiki	Items	Projectiles	"
Small throwing machete. Throw at enemies to cause bleeding damage.A unique weapon originally used by swordsmen of Carthus, but now popular among bandits and thieves.
"
Repair Powder	Dark Souls 3 Wiki	Items	Consumables	"
Lightly enchanted golden powder.Repairs equipped weapons and armor, as long as they haven't already broken.Use of a weapon depletes its durability, eventuallly causing it to break.As long as a weapon is not broken, its durability can be restored at a bonfire, but for distant journeys, one may wish to prepare ahead."" 
"
Grave Warden Pyromancy Tome	Dark Souls 3 Wiki	Magic	Pyromancies	"
A pyromancy tome of the grave warden, from the Carthus catacombs.Give to the pyromancer master to learn black flame sorceries.High Lord Wolnir of Carthus succumbed to the Abyss, but the pyromancer later became a grave warden, and discovered the black flame.
"
Small Doll	Dark Souls 3 Wiki	Items	Key Items	"
Small silverwork doll depicting a young squire. In the legendary old city of Irithyll situated in the Boreal Valley, the Pontiff Sulyvahn gave this doll to valued subjects, so that they might use it to cross the barrier when they return home. Listen carefully, and you can hear it say, ""Wherever you go, the moon still sets in Irithyll. Wherever you may be, Irithyll is your home.""
"
Dung Pie	Dark Souls 3 Wiki	Items	Projectiles	"
Dried fecal waste material, moist on the inside. Throw at enemy to inflict toxin build-up, but also ups your own toxicity. Though the stench makes it difficult to carry on one's person, inflicting toxins on an enemy yields high damage over time. Perhaps some Undead have fond memories of waste. Or, perhaps not.
"
Throwing Knife	Dark Souls 3 Wiki	Items	Projectiles	"
Small throwing knife.Throw at enemies to inflict damage.
Most items choose their wielder, and only experience can improve their effectiveness.True strength can be gained in no other way.
"
Soul of the Dancer	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of the dancer.One of the twisted souls, steeped in strength.
Use to acquire many souls, or transpose to extract its true strength.
The Pontiff Sulyvahn bestowed a double-slashing sword upon a distant daughter of the formal royal family, ordering her to serve first as a dancer, and then as an outrider knight, the equivalent to exile.
"
Alluring Skull	Dark Souls 3 Wiki	Items	Consumables	"
A skull resplendent in the scent of souls. Prepared by evangelists of the Cathedral of the Deep. 
Throw to shatter, spreading souls which attract enemies. Not effective for all foes. 
"
Grand Archives Key	Dark Souls 3 Wiki	Items	Key Items	"
Key to the main entrance to the Grand Archives of Lothric.With the fire fading, and the spreading pus of man tainting the castle, the Grand Archives closed its doors for good.Today, only a few of its keys remain. This one likely belonged to Gotthard, one of king's Black Hand, who fled the castle.
"
Young Grass Dew	Dark Souls 3 Wiki	Items	Key Items	"
A small, transparent stone that once graced the green young grass crest.
This semi-precious gem honors a Spear of Church after a battle well-fought, and is said to slightly enhance their blessing of protection. (while held, this effect is constant)
"
Small Envoy Banner	Dark Souls 3 Wiki	Items	Key Items	"
The small banner used by envoys of Great Lord Gwyn in the days of yore. 
Face the ringed cliff and hold the banner high to summon facilitators of transport.
For the pygmies, who took the dark soul, the Great Lord gifted the Ringed City, an isolated place at world's end, and his beloved youngest daughter, promising her that he would come for her when the day came.
"
Hawkwood's Swordgrass	Dark Souls 3 Wiki	Items	Key Items	"
Blood-stained swordgrass of Hawkwood, deserter of the Undead Legion.Traditionally, the Undead Legion of Farron sends the gravest of messages using swordgrass.""Come to the mausoleum in Farron. Only one can take the path of ancient dragons.""
"
Soul of the Rotted Greatwood	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of the Curse-rotted Greatwood.
One of the twisted souls, steeped in strength.
Use to acquire many souls, or transpose to extract its true strength.
Ever since its establishment, all manner of curses have managed to seep into the Undead Settlement. The worst of them were sealed away inside a spirit tree, but eventually the curses took their toll.
"
Soul of the Old Demon King	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of the Old Demon King. One of the twisted souls, steeped in strength.  Use to acquire many souls, or transpose to extract its true strength.  The shriveled Old Demon King is now like a clump of burnt ash, but he is the last living witness of the Chaos of Izalith.
"
Soul of Aldrich	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of Aldrich,One of the twisted souls, steeped in strength.Use to acquire many souls, or transpose to extract its true strength.When Aldrich ruminated on the fading of the fire, it inspired visions of a coming age of the deep sea. He knew the path would be arduous, but he had no fear. He would devour the gods himself.
"
Firebomb	Dark Souls 3 Wiki	Items	Projectiles	"
Bisque urn filled with black powder. Explodes, inflicting fire damage.Fire damage, which differs from physical damage, is highly effective against creatures of flesh, beasts, and other foes that might naturally have cause to fear the flame.""
"
Soul of High Lord Wolnir	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of the High Lord Wolnir. One of the twisted souls, steeped in strength.
Use to acquire many souls, or transpose to extract its true strength.
Lord Wolnir of Carthus sentenced countless souls to gruesome deaths, keen to outlive them all.
"
Soul of Slave Knight Gael	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of Slave Knight Gael.One of the twisted souls, steeped in strength.
Use to acquire many souls, or transpose to extract its true strength.
The red-hooded, wandering slave knight Gael sought the blood of the dark soul as pigment for the Painted World. But Gael knew he was no Champion, that the dark soul would likely ruin him and that he had little hope of a safe return.
"
Londor Braille Divine Tome	Dark Souls 3 Wiki	Items	Key Items	"
A braille tome of Londor, first spoken by Liliane of the Sable Church.Give this to a storyteller to learn miracles of Londor.This is a forbidden tome, as it offers salvation to all Hollows, and conversely curses all things living.
"
Soul of Boreal Valley Vordt	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of Vordt of the Boreal Valley. One of the twisted souls, steeped in strength.
Use to acquire many souls, or transpose to extact its true strength.
Vordt served as an outrider knight, never far from the fleeting dancer.
"
Cinders of a Lord	Dark Souls 3 Wiki	Items	Key Items	"
Cinders of a lord left by the Abyss Watchers/Aldrich, Devourer of Gods/Yhorm the Giant/Prince LothricIf the lords will not return to their thrones themselves, let them return as cinders. The Watchers of the Abyss swore upon their shared wolf's blood, which also served as their mandate as lords.Aldrich became a lord by devouring men, but was disillusioned with his throne, and so took to devouring gods instead.
Lonely Yhorm became a Lord of Cinder to put the Profaned Flame to rest, knowing full well that those who spoke of him as lord were quite insincere.
The Lothric bloodline was obsessed with creating a worthy heir, and when this proved impossible, resorted to unspeakable means. Suffice it to say, the path to linking the fire is a cursed one indeed.
"
Soul of Yhorm the Giant	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of Yhorm the Giant. One of the twisted souls, steeped in strength.Use to acquire numerous souls, or transpose to extract its true strength.Yhorm is the descendant of an ancient conqueror, but was asked by the very people once subjugated to lead them, serving as both a weighty blade and a stone-hard shield.
"
Rusted Coin	Dark Souls 3 Wiki	Items	Consumables	"
An old rusted copper coin.
Crushing the coin boosts item discovery.
Those who have lost their fortunes rely upon this superstitious practice, hoping to retrieve what was once theirs, and more.
"
Soul of Champion Gundyr	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of champion Gundyr. One of the twisted souls, steeped in strength. 
Use to acquire many souls, or transpose to extract its true strength. 
Once, a champion came late to the festivities, and was greeted by a shrine without fire, and a bell that would not toll. 
"
Soul of Consumed Oceiros	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of Oceiros, the Consumed King. One of the twisted souls, steeped in strength.
Use to acquire numerous souls, or transpose to extract its true strength.
Oceiros went mad trying to harness his royal blood for a greater purpose, leading him to the heretics of the Grand Archives, where he discovered the twisted worship of Seath the paledrake. 
"
Binoculars	Dark Souls 3 Wiki	Items	Tools	"
Binoculars made of brass.Use to peer at distant scenery.Their utility is singular, but applications many. The value of these specs depends greatly on the imagination of their owner.
"
Eyes of a Fire Keeper	Dark Souls 3 Wiki	Items	Key Items	"
A pair of dark eyes.Said to be the eyes of the first Fire Keeper, and the light that was lost by all Fire Keepers to come.It reveals to the sightless Fire Keepers things that they should never see.
"
Dark Sigil	Dark Souls 3 Wiki	Items	Key Items	"
A black gaping hole in the flesh that resembles the brand of an Undead.
The darkness of humanity seeps from this bottomless pitch-back hole, the gap filled by the accumulation of the curse.
This Dark Sigil will never heal, but there is a tale told of a Fire Keeper who returned from the Abyss, and brought great comfort to a bearer of the curse.
"
Undead Hunter Charm	Dark Souls 3 Wiki	Items	Projectiles	"
Tool used to hunt down the Undead. Block Estus recovery within a limited area.
Used long ago by Lloyd's cleric knights on their Undead hunts. Although Allfather Lloyd is long forgotten by the Way of White, his hunts have lived on, and this charm allows one to challenge Undead without fear of tenacious healing.
"
Black Bug Pellet	Dark Souls 3 Wiki	Items	Consumables	"
Medicinal pellet made from crushed insects.The black type temporarily boosts Dark damage absorption.At all times, the Abyss Watchers of the Undead Legion keep a supply of these concoctions, prepared by the acolytes. Rumor has it their Ghru descendants still make these concoctions.
"
Bloodred Moss Clump	Dark Souls 3 Wiki	Items	Consumables	"
Red moss clump used as maggot repellent.Reduces bleeding build-up.Bleeding builds up when attacked by sharp blades or spikes, and once triggered causes severe damage. Use this moss clump before it reaches that point.
"
Carthus Pyromancy Tome	Dark Souls 3 Wiki	Items	Key Items	"
A pyromancy tome from Carthus containing pyromancies crafted for battle.Give to the old pyromancer to learn advanced pyromancies of the Great Swamp.Carthus pyromancies developed in isolation from other forms, explaining their divergent evolution.
"
Great Swamp Pyromancy Tome	Dark Souls 3 Wiki	Items	Key Items	"
Pyromancy tome from the Great Swamp containing advanced pyromancies.
Give to the old master pyromancer to learn advanced pyromancies of the Great Swamp.
Spells of the Great Swamp are passed down from master to pupil. Without a master, there is no pupil, but without a pupil, there is also no master.
"
Soul of a Demon	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of a demon. One of the twisted souls, steeped in strength.Use to acquire numerous souls, or transpose to extract its true strength.Demons were born of the Chaos Flame, but the flame has not survived, and the demons are a dying race.
"
Soul of a Crystal Sage	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of a Crystal Sage.
One of the twisted souls, steeped in strength. 
Use to acquire many souls, or transpose to extract its true strength. 
The twin Crystal Sages once served as spiritual guides to the scholars of the Grand Archives, and one went on to ally with the Undead Legion. 
"
Basin of Vows	Dark Souls 3 Wiki	Items	Key Items	"
Chalice used in old ceremony in which Lothric knights take their vows.It is only a formality now, but it remains as an empty practice.Place this basin at a statue of a beheading knight.
"
Deep Braille Divine Tome	Dark Souls 3 Wiki	Items	Key Items	"
A braille divine tome of the Deep, belonging to the deacons of the cathedral. Intended to teach divine protection to the deacons of the deep, but later, dark tales were added to its pages, such that it is now considered a thing profane.
"
Green Blossom	Dark Souls 3 Wiki	Items	Consumables	"
Green weed, shaped like a flower.Temporary boost to stamina recovery speed.
The Undead Legion of Farron are remembered for using this annual plant, normally found near clear water, to swing their mighty swords with abandon.
"
Darksign	Dark Souls 3 Wiki	Items	Tools	"
The Darksign is the sign of an accursed Undead.
The Darksign returns its bearer to the last bonfire rested at, or the bonfire at Firelink Shrine, but at the cost of all souls held.
Carriers of the Darksign are reborn after death, and eventually lose their minds, turning Hollow. And so it is they are driven from their homeland.""
"
Yellow Bug Pellet	Dark Souls 3 Wiki	Items	Consumables	"
Medicinal pellet made from crushed insects. The yellow type temporarily boosts lightning damage absorption.
The grave wardens of Carthus used these to repel a great sand worm. The worm tumbled to the catacombs and proceeded to dominate its new home in the Smoldering Lake
"
Braille Divine Tome of Lothric	Dark Souls 3 Wiki	Items	Key Items	"
A sacred braille tome from Lothric, filled with miracles for use by knights.Give to a storyteller to learn Lothric miracles.It is said that no paladin inside Lothric castle could fall, owing to the divine protection they enjoyed.
"
Rotten Pine Resin	Dark Souls 3 Wiki	Items	Consumables	"
Pine resin that has rotted and turned poisonous.Likely rotten from the start.Temporarily applies poison to right-hand weapon.Farron Keep was swallowed by the rotted wood, where the blunt-horned Ghrus concoct this resin.
"
Grave Key	Dark Souls 3 Wiki	Items	Key Items	"
Key to the barred door leading from the sewer below the Undead Settlement to a moist grave.
The grave, which no longer receives visitors, was once the site of a statue of Velka, Goddess of Sin, and was believed to pardon wrongdoing, and lift curses.""
"
Coiled Sword	Dark Souls 3 Wiki	Items	Tools	"
Sword missing from the shrine bonfire.Cannot be equipped as a weapon.
Thrust into the shrine bonfire to restore its power and enable travel between bonfires.
This sword is only bequeathed to chosen ash, as judged by the Iudex, who awaits the arrival of ash as a scabbard.
"
Church Guardian Shiv	Dark Souls 3 Wiki	Items	Consumables	"
This special throwing blade has a flat tip, and is wielded by guardians of the Church of Filianore.
Consume FP to project illusory blades which seek their targets.
Guardians of the Church, of whom few remain, watch over Princess Filianore's eternal slumber along with the Spears of the Church.
"
Old Cell Key	Dark Souls 3 Wiki	Items	Key Items	"
Key to the oldest cell in the Irithyll dungeon.The first prisoner of the dungeon was a lone giant. Cells for men were built at his feet.
"
Rime-Blue Moss Clump	Dark Souls 3 Wiki	Items	Consumables	"
Moss clump radiating gentle heat and light. Reduces frost build-up. Cures frostbite status. Frost accumulates in the body causing frostbite, which saps one's health, lowers absorption, and slows stamina recovery. Weapons imbued with frost are a rare thing indeed, most of them originating in the Boreal Valley.
"
Rusted Gold Coin	Dark Souls 3 Wiki	Items	Consumables	"
A rusty old gold coin that surely has no currency. Crushing the coin gives a large, if temporary, boost to item discovery. A rich man lost his fortune, but it returned to him twofold. He was swift to squander his retrieved fortune, smugly confident that it was bound to double once again.
"
Twinkling Dragon Head Stone	Dark Souls 3 Wiki	Items	Tools	"
Stone imbued with the power of the everlasting dragons, the second of its kind, offered to a towering dragon.
Gain the head of a dragon and emit breath alongside an archdragon mirage. The transformation is irreversible until death.
The illusion achieved was the first case of a human imitating the form of an ancient dragon, and it revealed the smallness of human existence. The road to the old dragons is long and arduous, and only one can complete the journey.
"
Soul of the Deacons of the Deep	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of the Deacons of the Deep. One of the twisted souls, steeped in strength. Use it to acquire many souls, or transpose to extract its true strength. After Aldrich left for the Boreal valley, Archdeacon Royce remained in the cathedral with the high priests, to keep eternal watch over their master's coffin.
"
Soul of the Nameless King	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of the Nameless King. One of the twisted souls, steeped in strength.Use to acquire many souls, or transpose to extract its true strength.The Nameless King was once a dragon-slaying god of war, before he sacrificed everything to ally himself with the ancient dragons.
"
Golden Scroll	Dark Souls 3 Wiki	Items	Key Items	"
A golden scroll chronicling the vast research of the xanthous scholars.
Give to a sorcerer to learn the arts of Oolacile.
In the lost land of Oolacile, the sorceries orchestrated light, and were said to shine in golden hues.
"
Soul of Rosaria	Dark Souls 3 Wiki	Items	Boss Souls	"
The soul of Rosaria, Mother of Rebirth, stolen by Ringfinger Leonhard.
Return this to her extant corpse, and mother Rosaria will spring back to life.
As if nothing had ever happened.
"
Pale Pine Resin	Dark Souls 3 Wiki	Items	Consumables	"
Pale pine resin that faintly glimmers.Temporarily applies magic to right-hand weapon.The blood red substance sometimes found within suggests there is more to this so-called resin than meets the eye.
"
Charcoal Pine Resin	Dark Souls 3 Wiki	Items	Consumables	"
Black charcoal-like pine resin.Temporarily applies fire to right-hand weapon.Used in the Undead Settlement to preserve Undead bodies after dissection, and to bury them.
"
Loretta's Bone	Dark Souls 3 Wiki	Items	Key Items	"
Old, discolored human bone with several holes bored into it.A woman's corpse in the Undead Settlement was found clutching this bone. Her name was Loretta.
"
Soul of the Twin Princes	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of the Twin Princes. One of the twisted souls, steeped in strength. Use to acquire numerous souls, or transpose to extract its true strength.The two princes rejected their duty to become Lords of Cinder, and settled down far, far away to watch the fire fade from a distance. A curse makes their souls nearly inseparable.
"
Soul of Sister Friede	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of Sister Friede.One of the twisted souls, steeped in strength.Use to acquire numerous souls, or transpose to extract its true strength.Friede was the first Ash to enter the painting, but together with the good Father, they chose rot over fire.
"
Ritual Spear Fragment	Dark Souls 3 Wiki	Items	Consumables	"
Online play item.A fragment of the matching ritual spears once held by the knights of Princess Filianore.
They are the namesake of the Spears of the Church.
When Spears of the Church face unduly treacherous foes, this allows them to draw upon former majesty, and summon a row of upward-thrusting ritual spears.
"
Estus Flask	Dark Souls 3 Wiki	Items	Consumables	"
""The Undead treasure these dull green flasks. Fill with Estus at bonfires, and drink to restore HP. The journey of an Undead has always traced the bonfires, and no journey of import has been made without an Estus Flask.""
"
Young White Branch	Dark Souls 3 Wiki	Items	Consumables	"
Branch of a young white birch received from a giant, apparently as a token of friendship.Become something that blends in to the surroundings. Consumed with use.""Good friend, no hit.""
"
Red Bug Pellet	Dark Souls 3 Wiki	Items	Consumables	"
Medicinal pellet made from crushed insects. The red type temporarily boosts fire damage absorption.Prepared in the Cathedral of the Deep by evangelists, who dole them out to followers to ease their suffering when they burn.
"
Lightning Urn	Dark Souls 3 Wiki	Items	Projectiles	"
Dragon-hunting tool used by Lothric knights.Explodes upon contact, inflicting lightning damage.
The knights of Lothric have since tamed dragons, but were once hunters of dragons themselves.
This explains their special hunting gear, and why they worshipped the sun.
"
Tower Key	Dark Souls 3 Wiki	Items	Key Items	"
Key to the decrepit tower behind Firelink Shrine which leads to the Bell Tower.
The Bell Tower is the grave of Fire Keepers past. When a Fire Keeper has served her purpose, she is led to true darkness, where she enjoys a long-deserved sleep.
"
Hidden Blessing	Dark Souls 3 Wiki	Items	Consumables	"
Holy water blessed by the Queen of Lothric.
Fully restores FP.
There is a grave in Lothric that sees no visitors, a dark place where rootless warriors rest. The Queen of Lothric alone cared to wish the poor souls good fortune.
"
Izalith Pyromancy Tome	Dark Souls 3 Wiki	Items	Key Items	"
A pyromancy tome from Izalith containing pyromancies of the witches.Give to the old master pyromancer to learn chaos pyromancies of Izalith.Chaos pyromancies manipulate lava, and birthed all later forms of pyromancy.
"
Carthus Rouge	Dark Souls 3 Wiki	Items	Consumables	"
Highly viscous scarlet plant secretions.Temporarily applies bleeding effect to right-hand weapon.Associated with the warriors of Carthus, whose blades take on the scarlet hues of both this sanguine substance and the spatters of their victim's blood.
"
Mossfruit	Dark Souls 3 Wiki	Items	Consumables	"
A small clump of mossfruit.Temporarily boosts bleed, poison, frost, and curse resistance.All mossfruit is the same regardless of its color, and has the effects of moss of all colors.
"
Purging Stone	Dark Souls 3 Wiki	Items	Consumables	"
Ash-colored stone encasing a skull.Reduces undead curse build-up and cures hollowing.Inhabitants of Londor, the land of Hollows, use this secret treasure to feign normalcy.Occasionally, a Hollow fools even himself, and turns on his own kind.
"
Soul of Dragonslayer Armour	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of the Dragonslayer Armour. One of the twisted souls, steeped in strength.Use to acquire many souls, or transpose to extract its true strength.The Dragonslayer Armour, controlled by the Pilgrim Butterfly, lost its master long ago, but still remembers their sporting hunts.
"
Fire Keeper Soul	Dark Souls 3 Wiki	Items	Key Items	"
Soul of a Fire Keeper who is said to have returned from the Abyss.
This Fire Keeper preserves the bonfire, and serves its champion. She is said to have soothed and accepted the dark sigil, which has tainted her soul.
And yet, her soul will one day embed itself in the bosom another Fire Keeper.
"
Soul of Darkeater Midir	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of Darkeater Midir.One of the twisted souls, steeped in strength.
Use to acquire many souls, or transpose to extract its true strength.
Midir, descendant of Archdragons, was raised by the gods, and owing to his immortality was given a duty to eternally battle the dark, a duty that he would never forget, even after the gods perished.
"
Dragon Torso Stone	Dark Souls 3 Wiki	Items	Tools	"
Stone imbued with the power of the everlasting dragons, used in a secret rite by dragon worshippers.Gain the torso of a dragon and a dragon's roar, a transformation that is irreversible until death.From ancient times, the path of dragon worship was walked by warriors. It is said they envision Archdragon Peak in the depths of their meditation, and at times, they even hear the distant sound of the great bell at the peak.
"
Blooming Purple Moss Clump	Dark Souls 3 Wiki	Items	Consumables	"
Potently medicinal moss clump with a flower.Reduces poison and toxin. Cures ailments.A toxin is a more vicious form of poison which quickly leads to death.Moss clumps without blooms are useless against toxin, and those who neglect to carry this flowered variety are simply courting an early demise.
"
Siegbrau	Dark Souls 3 Wiki	Items	Consumables	"
Special brew of Siegward of Catarina. Perfect for travel in its jolly barrel mug.Restores HP and temporarily boosts frost resistance.Leave it to Siegward to discover a drink that even an Undead can enjoy. Perhaps his long years spent Undead have left him wanting to drain a cup or two and revel as if he were still among the living.
"
Poison Throwing Knife	Dark Souls 3 Wiki	Items	Projectiles	"
A throwing knife dipped in poison. Throw at enemies to inflict poison damage. Used by assassins of Londor, land of Hollows. The poison is jokingly known as Hollow's blood.
"
Purple Moss Clump	Dark Souls 3 Wiki	Items	Consumables	"
Medicinal purple moss clump. Reduces poison build-up. Cures poison.Poison builds up in the body, and when it breaks out, it causes gradual damage over a period of time.Poison can be exasperating, so be sure to carry sufficient moss clumps when traveling to a blighted area. 
"
Prism Stone	Dark Souls 3 Wiki	Items	Consumables	"
Warm pebble emitting a beautiful phasing aura of seven colors, with a very rare eighth.The prism stone does nothing special, but can serve as a path marker, or perhaps dropped off a cliff to judge height by the sound of its descent. If a loud noise is heard upon its landing, then a fall from the ledge is surely lethal.
"
Human Pine Resin	Dark Souls 3 Wiki	Items	Consumables	"
Charcoal pine resin rotted with human body fluids.Temporarily applies dark to right-hand weapon.Normally used in the Undead Settlement for preservation and burials, but can mature into this state, becoming a valuable substance, used in a certain ceremony. Often seen for trade at exorbitant prices.
"
Budding Green Blossom	Dark Souls 3 Wiki	Items	Consumables	"
Green flower-shaped weed with small white blooms.Large temporary boost to stamina recovery speed.Flowers of the Green Blossom are ethereal, blossoming only on the surface of chilled, but not frozen, water.
"
Seed of a Giant Tree	Dark Souls 3 Wiki	Items	Consumables	"
Makes enemies react to invaders.The giant trees were also known as watcher trees, and their seeds unmask invaders.When used effectively, these seeds will help counter dark spirits.
"
Lift Chamber Key	Dark Souls 3 Wiki	Items	Key Items	"
Key to the room of the lift that descends to the deepest dungeon in Lothric.
A surviving Darkwraith from the land swallowed by darkness, is said to be there.
"
Soul of the Blood of the Wolf	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of the Blood of the Wolf. One of the twisted souls, steeped in strength. Use to acquire numerous souls, or transpose to extract its true strength. The blood was spread amongst the Abyss Watchers, and their souls are one with the soul of the wolf blood master.
"
Dragon Head Stone	Dark Souls 3 Wiki	Items	Tools	"
Stone imbued with the power of the everlasting dragons, used in a secret rite by dragon worshippers.
Gain the head of a dragon and , a transformation that is irreversible until death.
From ancient times, the path of dragon worship was walked by warriors. It is said they envision Archdragon Peak in the depths of their meditation, and at times, they even hear the distant sound of the great bell at the peak.
"
Sage's Scroll	Dark Souls 3 Wiki	Items	Key Items	"
Scroll containing sorceries of the Crystal Sages. Give to a sorcerer to learn Sorceries of the Sages. As any sorcerer knows, sorcery is a talent, and these sorceries were refined to nurture a very special talent.
"
Blue Bug Pellet	Dark Souls 3 Wiki	Items	Consumables	"
Medicinal pellet made from crushed insects. The blue type temporarily boosts magic damage absorption. The Boreal Valley is infested with moon bugs, meaning ingredients are never far from hand for the Irithyllian slaves who concoct this medicine.
"
Quelana Pyromancy Tome	Dark Souls 3 Wiki	Items	Key Items	"
A pyromancy tome of Quelaana containing her unique spells. These pyromancies can only be taught by a female master.Give to a female pyromancy master to learn Quelana's pyromancies.Quelana, the sole surviving witch of Izalith, once accepted a human pupil, but after the pupil moved on, she never took another.
"
Blood of the Dark Soul	Dark Souls 3 Wiki	Items	Key Items	"
Blood of the dark soul that seeped from the hole within Slave Knight Gael. 
Used as pigment by his lady in Ariandel to depict a painted world.
When Gael came upon the pygmy lords, he discovered that their blood had long ago dried, and so consumed the dark soul.
"
Braille Divine Tome of Carim	Dark Souls 3 Wiki	Items	Key Items	"
A sacred braille tome from Carim, filled with advanced miracles.Give to a storyteller to learn advanced Carim miracles.In the Way of White, there is a tradition of placing great faith in the words of the blind, and braille tomes are not unusual.
"
Ashen Estus Flask	Dark Souls 3 Wiki	Items	Consumables	"
""Undead treasure these dull ashen flasks. Fill with Estus at bonfires, and drink to restore FP. Quite befitting of an Unkindled, an Ashen Estus Flask turns a bonfire's heat cold.""
"
Homeward Bone	Dark Souls 3 Wiki	Items	Consumables	"
Bone fragment reduced to white ash.Return to last bonfire used for resting, or to the shrine bonfire.
Bonfires are sustained by bones of the Undead.In rare cases, their previous owner's strong urge to seek bonfires enchant their bones with a homeward instinct.
"
Soul of a Stray Demon	Dark Souls 3 Wiki	Items	Boss Souls	"
Soul of the stray demon. One of the twisted souls, steeped in strength.
Use to acquire numerous souls, or transpose to extract its true strength.
The Stray Demon, now lacking even a trace of flame, was once the gatekeeper of Lothric.
"
Contraption Key	Dark Souls 3 Wiki	Items	Key Items	"
The key to the contraption leading to the attic of the archive found on the edge of the Corvian settlement.
After Sir Vilhelm led a white-haird woman to the attic of the library, he kept this key as if it were his life.
"
