item	site	category	subcategory	description
Crimson Seed Talisman	Elden Ring Wiki	Talismans	+	"A crimson-colored talisman patterned after an Erdtree seed.
Boosts HP restoration from the Flask of Crimson Tears.
The Erdtree was once perfect and eternal, and thus was it believed that Erdtree seeds could not exist.
"
Shabriri's Woe	Elden Ring Wiki	Talismans	+	"Disturbing likeness of a man whose eyes have been gouged out.The corners of his mouth are upturned in an almost flirtatious manner.
Constantly attracts enemies' aggression.
It is said that the man, named Shabriri, had his eyes gouged out as punishment for the crime of slander, and, with time, the blight of the flame of frenzy came to dwell in the empty sockets.
"
Twinblade Talisman	Elden Ring Wiki	Talismans	+	"A talisman depicting a twinblade and a confessor.Enhances the final hit ending a chain of attacks.
The twinblade technique is a tradition of the confessors, who closely guard the secret of how they preserve the momentum of their attacks. Thus is the final strike of their onslaught all the more deadly.
"
Godskin Swaddling Cloth	Elden Ring Wiki	Talismans	+	"Sacred cloth of the Godskin Apostles, made from supple skin sewn together.
Successive attacks restore HP.
The Gloam-Eyed Queen cradles newborn apostles swaddled in this cloth. Soon they will grow to become the death of the gods.
"
Pearldrake Talisman	Elden Ring Wiki	Talismans	+	"Talisman depicting a pearlescent ancient dragon.Boosts non-physical damage negation.
The ancient dragons who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock.
And so it is that the shape of the dragon has become symbolic of all manner of protections.
"
Daedicar's Woe	Elden Ring Wiki	Talismans	+	"Disturbing likeness of a woman whose skin was flayed.She smiles with a serene tenderness.
Increases damage taken.
It is said that this woman, named Daedicar, indulged in every form of adultery and wicked pleasure imaginable, giving birth to a myriad of grotesque children.
"
Ancestral Spirit's Horn	Elden Ring Wiki	Talismans	+	"Item cut from the horns of the Regal Ancestor Spirit.
Restore FP upon defeating enemies.
A number of new growths bud from the antler-like horns of the fallen king, each glowing with light. Thus does new life grow from death, and from death, one obtains power.
"
Winged Sword Insignia	Elden Ring Wiki	Talismans	+	"A talisman depicting a raised prosthetic blade.An honor bestowed upon the knights who fought alongside Malenia the Severed.
Raises attack power with successive attacks.
The wings symbolize Malenia and her undefeated prowess. Though she never knew relief from the accursed rot she was born into, her blade was forever beautiful - and relentless.
"
Graven-School Talisman	Elden Ring Wiki	Talismans	+	"A talisman depicting a school of graven mages, the nightmare of 
the academy.
Raises potency of sorceries.
The primeval current is a forbidden tradition of glintstone 
sorcery. To those who cleave to its teachings, the act of collecting 
sorcerers to fashion them into the seeds of stars is but another 
path of scientific inquiry.
"
Flock's Canvas Talisman	Elden Ring Wiki	Talismans	+	"A talisman bearing an icon that depicts a mass of masked figures.
Greatly raises potency of incantations.
The figures represent the flock at prayer, their firm belief in the intangible inspiring even the solitary founder of their religion.
What is faith if not an affirmation?
"
Red-Feathered Branchsword	Elden Ring Wiki	Talismans	+	"A talisman adorned with red feathers, once used in ancient death rituals.
Raises attack power when HP is low.
The heart sings when one draws close to death, and a glorious end awaits those who cling so tenaciously to life.
"
Flamedrake Talisman	Elden Ring Wiki	Talismans	+	"Talisman depicting a red ancient dragon.Boosts fire damage negation.
The ancient dragons, who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock.And so it is that the shape of the dragon has become symbolic of all manner of protections.
"
Assassin's Crimson Dagger	Elden Ring Wiki	Talismans	+	"An assassin's dagger, misshapen and stained in crimson.Critical hits restore HP.
This charm is modelled after the darkly gleaming blades used in the Night of Black Knives. Those which gave the demigods their first taste of death.
"
Furled Finger's Trick-Mirror	Elden Ring Wiki	Talismans	+	"A small, clouded mirror that reflects a flesh-and-blood figure.
Makes the bearer take on the appearance of a Host of Fingers
One of the ritual implements created by the Tarnished to deceive invaders.
"
Great-Jar's Arsenal	Elden Ring Wiki	Talismans	+	"A charm that resembles a great jar overflowing with weaponry.
Vastly boosts maximum equipment load.
The great jar grants this talisman to their warriors. 
Carry as much as you can — grow big and strong.
"
Cerulean Seed Talisman	Elden Ring Wiki	Talismans	+	"A cerulean-colored talisman patterned after an Erdtree seed.Boosts FP restoration from the Flask of Cerulean Tears.
The Erdtree was once perfect and eternal, and thus was it believed that Erdtree seeds could not exist.
"
Concealing Veil	Elden Ring Wiki	Talismans	+	"Talisman put together from dark cloth with a lustrous sheen.
Completely conceals the wearer's presence while crouching at a distance from foes.
Part of one of the concealing veils used by the assassins on the Night of Black Knives.
"
Lance Talisman	Elden Ring Wiki	Talismans	+	"A talisman depicting a lance and a knight.
Enhances attacks while on horseback.
Knights on horseback are deadly foes. They see all below from their lofty position, meeting little meaningful resistance as they charge ahead.
"
Marika's Soreseal	Elden Ring Wiki	Talismans	+	"This legendary talisman is an eye engraved with an Elden Rune, s
aid to be the seal of Queen Marika. 
Greatly raises mind, intelligence, faith, and arcane, but also increases damage taken by a similar measure.
Solemn duty weighs upon the one beholden; not unlike a gnawing curse from which there is no deliverance.
"
Axe Talisman	Elden Ring Wiki	Talismans	+	"A talisman depicting an axe and a warrior.Enhances charge attacks.
The Lord who led the Long March bore an axe, and his loyal warriors honored him by wielding axes of their own, making them very effective at dealing decisive blows.
"
Spelldrake Talisman	Elden Ring Wiki	Talismans	+	"Talisman depicting a blue ancient dragon.Boosts magic damage negation.
The ancient dragons, who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock.And so it is that the shape of the dragon has become symbolic of all manner of protections.
"
Lord of Blood's Exultation	Elden Ring Wiki	Talismans	+	"A talisman depicting the exultation of the Lord of Blood.
Raises attack power when blood loss occurs in the vicinity.
""Render up you offerings of blood to your Lord. Drench my consort's chamber. Slake his cocoon's thirst. His awakening shall herald the dawn of our dynasty""
"
Taker's Cameo	Elden Ring Wiki	Talismans	+	"A talisman engraved with a stern likeness of Praetor Rykard, 
master of Volcano Manor.
Restores HP upon defeating enemies.
When Rykard turned to heresy, taking by force became the rule. 
The gods themselves were no different, after all.
"
Claw Talisman	Elden Ring Wiki	Talismans	+	"A talisman depicting a claw and an assassin.Enhances jump attacks.
The assassins of Ravenmount are killers by trade. They assail their victims while dressed as birds of prey.
"
Bloodboon	Elden Ring Wiki	Magic	Incantations	"Sacred incantation of Mohg, Lord of Blood.
Thrust arm into the body of the Formless Mother, then scatter the
bloodflame to set the area ablaze.
This incantation can be cast while in motion.
The mother of truth craves wounds. When Mohg stood before
her, deep underground, his accursed blood erupted with fire, and
besotted with the defilement that he was born into.
"
Thops's Barrier (Spell)	Elden Ring Wiki	Magic	Sorceries	"This is the page for the sorcery: Thop's Barrier. Click here for the Ash of War: Thops's Barrier.
The lifelong pursuit of Thops the Bluntstone.
Creates a magic forcefield that deflects sorceries and incantations.Hold to continuously create barriers.
Future generations will learn. They will know the foolishness ofthe sneering sorcerers who ridiculed this theory, little realizingthat it was in fact a discovery worthy of a new conspectus of the academy.
"
Cure Poison	Elden Ring Wiki	Incantations	+	"Incantation of the Two Fingers' faithful.
Alleviates poison buildup and cures poison.
This incantation can be cast while in motion.
The Two Fingers has high hopes for the Tarnished; that even if they should be wounded, even should they fall, they will continue to fight for their duty.
"
Freezing Mist	Elden Ring Wiki	Magic	Sorceries	"Sorcery said to have been used by the old snow witch.
Releases a cold mist before the caster.This sorcery can be cast while in motion. Charging enhances 
range of the mist.
The snowy crone taught the young Ranni to fear the dark moon 
as she imparted her cold sorcery.
"
Placidusax's Ruin	Elden Ring Wiki	Magic	Incantations	"Power gleaned form the remembrance of Dragonlord Placidusax.  
Transforms caster into the Dragonlord to spew golden breath from above. This incantation can be cast while jumping.
These are the dying wails of the Dragonlord who once dwelled eternal beyond time.
"
Urgent Heal	Elden Ring Wiki	Magic	Incantations	"Incantation of the Two Fingers' faithful.
Heals a small amount of HP.
This incantation can be cast while in motion.
The Two Fingers has high hopes for the Tarnished; that even if they should be wounded, even should they fall, they will continue to fight for their duty.
"
Lord's Aid	Elden Ring Wiki	Magic	Incantations	"Incantation bestowed by the Two Fingers upon the Tarnished
deemed worthy of becoming a lord.
Alleviates buildup of poison, blood loss, and sleep for the caster
and nearby allies. Additionally, cures poison.
Hold to continue praying and delay activation.
"
Glintstone Pebble	Elden Ring Wiki	Magic	Sorceries	"The most basic glintstone sorcery of the Academy of Raya Lucaria.
The glintstone serves as a conduit, launching magical projectiles at foes.This sorcery can be cast repeatedly and while in motion.
This is a universal first step on the journey to true knowledge of sorcery.
"
Ancient Dragons' Lightning Spear	Elden Ring Wiki	Magic	Incantations	"A secret incantation of the capital's ancient dragon cult.
Creates a spear of red lightning and stabs it into the ground from
above. On impact, the spear will burst into trails of lightning
covering the area.
Spoken of in legend, red lightning is the weapon wielded by the
ancient dragons.
"
Blessing's Boon	Elden Ring Wiki	Magic	Incantations	"One of the ancient Erdtree incantations.
Grants a blessing to the caster and nearby allies, gradually restoring HP.Hold to continue praying and delay activation. 
Blessings once fell like tears from the Erdtree, and this incantation is but a lingering remnant of their power.
"
Wrath of Gold	Elden Ring Wiki	Magic	Incantations	"Superior Erdtree Worship incantation.Produces a golden shockwave that knocks back nearby foes.Charging increases the size of the shockwave.This incantation was discovered when the Elden Ring was shattered, and it was feared as a sign of the Erdtree's wrath.
"
Bestial Constitution	Elden Ring Wiki	Magic	Incantations	"Incantation taught by Gurranq, the Beast Clergyman.
Fills the body with bestial vigor, alleviating buildup of frost and blood loss.
Having gained intelligence, the beasts must have felt how their wildness slipped away as civilization took hold.
"
Law of Causality	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the Golden Order fundamentalists.
One of the key fundamentals.
Manifests a small ring of causality within that allows the caster to
automatically retaliate upon receiving a certain number of blows.
The fundamentalists describe the Golden Order through the
powers of regression and causality. Causality is the pull between
meanings; that which links all things in a chain of relation
"
Unseen Form	Elden Ring Wiki	Magic	Sorceries	"One of the night sorceries of Sellia, Town of Sorcery. Makes the caster semi-invisible. While on horseback, effect extends to cover the mount. This sorcery can be cast while in motion.The Sellian assassins considered every option that aided their dirty work.
"
Roiling Magma	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries developed from the magma of Mt. Gelmir.Fires a lump of condensed magma that explodes a short delay after hitting the target.Charging enhances potency and further delays the explosion.After discovering the ancient hexes of Gelmir, Rykard, son of Queen Rennala, brought them back into practical use as new forms of sorcery.
"
Frozen Armament	Elden Ring Wiki	Magic	Sorceries	"Sorcery said to have been used by the old snow witch.Enchants armament held in the right hand with frost.This sorcery can be cast while in motion.The snowy crone taught the young Ranni to fear the dark moon as she imparted her cold sorcery.
"
Darkness	Elden Ring Wiki	Magic	Incantations	"Incantation of the Two Fingers' servants, who once served as the 
assassins of the Roundtable Hold.
Creates a veil of darkness that conceals the caster.This incantation can be cast while in motion or crouching.
The assassins were themselves once Tarnished who had strayed
 from guidance, and they pursued their duty in the darkness that is
 without grace.
"
Magic Fortification	Elden Ring Wiki	Magic	Incantations	"Incantation of the Two Fingers' faithful.
Increases magic damage negation.This incantation can be cast while in motion.
Follow the path that has been set for you, and you will make enemies of all others: the monks, the sorcerers, the ancient dragon knights, and the scions of gold. Heed me – the Lands Between offers no welcome to the Tarnished.
"
Assassin's Approach	Elden Ring Wiki	Magic	Incantations	"Incantation of the Two Fingers' servants, who once served as the assassins of the Roundtable Hold.
Completely silences the footsteps of the caster. Additionally, reduces fall damage and the sound produced by falling.
This incantation can be cast while in motion or crouching.
The assassins were charged with eliminating Tarnished who had strayed from guidance.
"
