item	site	category	subcategory	description
Blossom Kite Shield	Dark Souls 2 Wiki	Shields	Standard Shields	"""A rare shield depicting a blossoming flower,that soothes the weary heart of its bearer.
What makes flowers beautiful, and whyare we comforted when we gaze upon them?Sadly, the flower depicted on this shieldwent extinct long ago.
Effect: stamina recovery""
Blossom Kite Shield is a Standard Shield in Dark Souls 2. Standard Shields can be used not only to block an enemy but to parry their attack as well. This allows a riposte, a free attack by the player for a high amount of damage. Enemy attacks can be interrupted with a parry (pressing the Strong Attack button for the shield) and requires practice to learn the timing. 
"
Vessel Shield	Dark Souls 2 Wiki	Shields	DLC Shields	"Vessel Shield is a standard shield in Dark Souls 2. DLC or Downloadable Content shields cannot be obtained in the original version of the game, Dark Souls 2.  
"
Manikin Shield	Dark Souls 2 Wiki	Shields	Small Shields	"Manikin Shield is a shield used by the manikins of Harvest Valley in DS2. 
"
Dragon Crest Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
A knight's shield engraved with a crest depicting a dragon.One of the enchanted blue shields. The Dragon Crest Shield greatly reduces fire damage.Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Havel's Greatshield	Dark Souls 3 Wiki	Shields	Greatshields	"
A tremendously solid and heavy greatshield, cut straight from a great slab of stone.Said to be a relic of the legendary Havel the Rock, along with the Dragon Tooth. The shield is imbued with a special power reminiscent of Havel himself.
Skill: Stone Flesh
  Raise the shield in silent prayer, turning the user's body into a solid mass of stone.
"
Dragonslayer Greatshield	Dark Souls 3 Wiki	Shields	Greatshields	"
Melted iron shield that once formed part of the Dragonslayer Armour.The shield offers high protection to lightning, which the Dragonslayer commanded as his own, and its Skill has faint echoes of the Dragonslayer's own fighting style.
Skill: Shield BashWithout lowering your guard, strike the enemy with the shield to knock them back or stagger them. Works while equipped in either hand.
"
Large Leather Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
Orthodox round shield covered with leather.
Medium shields are the most average of shields, providing a pratical balance of damage absorpion, stability and weight.
Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Greatshield of Glory	Dark Souls 3 Wiki	Shields	Greatshields	"
""A greatshield adorned with flowing patterns, a celebration of an ancient glory. Boasts the highest stability of such shields, but with reduced stamina regeneration speed. Perhaps it is glory that begets such indolence.""
Skill: Shield BashWithout lowering your guard, strike the enemy with the shield to knock them back or stagger them. Works while equipped in either hand.
"
Black Knight Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
Shield of the Black Knights who roam the lands. A flowing canal is chiseled deeply into its face.Long ago, the black knights faced the chaos demons, and were charred black, but their shields became highly resistant to fire.
 
Skill: Weapon Skill
Equipping this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
Black Iron Greatshield	Dark Souls 3 Wiki	Shields	Greatshields	"
Greatshield made of black iron, deeply feared for its association with Knightslayer Tsorig.Black iron offers high defense, and is particularly effective at warding off fire.Skill: Shield BashWithout lowering your guard, strike the enemy with the shield to knock them back or stagger them. Works while equipped in either hand.
"
Sunlight Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
A large, circular shield made of metal and decorated with a holy symbol depicting the sun.  This shield was used by the old Knight of Sunlight, and the illustration is his own. Regardless, it has no particular divine powers.
"
Pontiff Knight Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
Shield of the Pontiff's knights, frigid spirits that linger in Irithyll.This blue-gray shield, shrouded in a thinly cold air, is light and brittle.Skill: Weapon SkillEquipping this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
Kite Shield	Dark Souls 3 Wiki	Shields	+	"
An orthodox metal shield.Medium shields are the most average of shields, providing a practical balance of damage absorption, stability and weight.Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Blue Wooden Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
A wooden shield painted bright blue, the symbol of clerics who have become undead. Close to a small shield in size.Wooden shields are light, manageable, and offer relatively high magic absorption.Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Twin Dragon Greatshield	Dark Souls 3 Wiki	Shields	Greatshields	"
The lightest of all greatshields, made from wood and decorated with a two-headed dragon.Greatshields are the largest type of shield, and offer both high stability and damage absorption, making it easy to deflect enemy attacks.Skill: Shield BashWithout lowering your guard, strike the enemy with the shield to knock them back or stagger them. Works while equipped in either hand.""
"
Golden Falcon Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
A metal shield fashioned in the form of a falcon with wings outstretched. The golden falcon was the emblem of an ancient band of sellswords, and even to this day, many mercenaries remain who look upon it as a token of good fortune. Skill: Parry Repel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Carthus Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
The tattered remnants of a leather shield used by a Carthus swordsman. The swordsmen of Carthus were particularly agile, and this common shield is surprisingly light for one of medium size.
"
Silver Eagle Kite Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
Orthodox metal shield engraved with a crest depicting a silver eagle.Medium shields are the most average of shields, providing a practical balance of damage absorption, stability and weight.Skill: Weapon SkillEquipping this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
Wargod Wooden Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
Wooden shield reinforced with metal. The largest of the wooden medium shields.The bizarre pattern featured on the shield is the mark of a mad god, revered as a god of war in remote regions.Skill: Weapon SkillEquipping this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
Ancient Dragon Greatshield	Dark Souls 3 Wiki	Shields	Greatshields	"
A wooden shield bearing the image of an ancient dragon. Very slowly regenerates HP.The painting is the result of an exquisite but painstaking technique. Lingering, undying traces of the ancient dragons can still be seen in their descendants, the man-serpents, though they have fallen far from grace.
"
leather shield	Dark Souls 3 Wiki	Shields	Small Shields	"
An orthodox, round small shield covered with leather.
Small shields offer little damage absorption or stability, but they are lightweight and make ideal instruments for parrying.
Skill: ParryRepel an attack at the right time to follow up with a critical hit.Works while equipped in either hand.
"
Spirit Tree Crest Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
A knight's shield engraved with a crest depicting a spirit tree.One of the enchanted blue shields. The Spirit Tree Crest Shield greatly reduces lightning damage.
"
Llewellyn Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
Metal shield crafted by the great smith.Fashioned from rare geisteel, it excels at various types of damage absorption.Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Bonewheel Shield	Dark Souls 3 Wiki	Shields	Greatshields	"
A giant wooden wheel, encircled by spikes and half-melded to a strange skeleton. Can serve as a makeshift greatshield, albeit one with great great gaps. Legend holds that the Lord of the Dead wanted only baby skulls for this shield during the war against dragons, because they were the roundest. Its true value is revealed through use of its Skill.
Skill: Wheel of FateThrust out the wheel and give it a good spin, shredding enemies with the outer lining of spikes.
"
Ghru Rotshield	Dark Souls 3 Wiki	Shields	Small Shields	"
A rotting makeshift shield scavenged by the forest-dwelling Ghrus.  Barely effective as a shield. However, its rotten state has made it poisonous, and resistant to other poisons as a result.  Skill: Shield Bash  Without lowering your guard, strike the enemy with the shield to knock them back or stagger them. Works while equipped in either hand.  
"
Spider Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
A shield bearing a large etching of a spider.Shields of this style are commonly used by savage mountain bandits, and offer high resistance to poison.Skill: Weapon SkillEquipping this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
Yhorm's Greatshield	Dark Souls 3 Wiki	Shields	Greatshields	"
Greatshield used long ago by Yhorm the Giant. Increases the user's poise.As a lord, Yhorm risked everything and fought unflinchingly as a one-man vanguard. Following the loss of the one he wished to protect, he forsook his shield.
Skill: Shield BashWithout lowering your guard, strike the enemy with the shield to knock them back or stagger them. Works while equipped in either hand..
"
Silver Knight Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
Heavy shield carried by the Silver Knights who served the old royal family. A flowing canal is chiseled deeply into its face.The Silver Knights stayed behind to protect the humble manor and ruined cathedral. Though their goddess has long since left, her blessing upon her knights' shields remains.
 
Skill: Parry
Repel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Curse Ward Greatshield	Dark Souls 3 Wiki	Shields	Greatshields	"
Greatshield given to those who resisted the curse long ago.Far too heavy for an ordinary person, perhaps it signifies the foolishness of resisting the curse.And yet, those who bear the weight of this shield will not find its protections against curses wanting.Skill: Weapon SkillEquipped this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
Crimson Parma	Dark Souls 3 Wiki	Shields	Small Shields	"
Standard round wooden shield. It is daubed with a red paint that symbolizes the blood of warriors.
Wooden shields are light, manageable, and offer relatively high magic absorption.
Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Warrior's Round Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
Standard round wooden shield. It bears a double-bladed axe, the mark of a warrior.
Wooden shields are light, manageable, and offer relatively high magic absorption.
Skill: Weapon SkillEquipping this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
Red and White Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
Standard round wooden shield. It features a striking red and white design.  Wooden shields are light, manageable, and offer relatively high magic absorption.  Skill: Parry  Repel an attack at the right time to follow up with a critical hit. Works while equipped in either hand. 
"
Golden Wing Crest Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
A blue knight's shield engraved with a golden wing crest.This shield is exceptional amongst the enchanted blue shields; not only does it boast high magic absorption, but also enables its wielder to parry spells.
"
Round Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
Standard round wooden shield.  Wooden shields are light, manageable, and offer relatively high magic absorption.  Skill: Parry  Repel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.  
"
Porcine Shield	Dark Souls 3 Wiki	Shields	Porcine Shield	"
Shield based on a pig's head, depicted with unsettling authenticity.
Shields such as these were made to shame weak-willed knights, and those who carried these shields were subject to merciless ridicule. No one will defend a craven who abases himself.
Skill: Shield Bash Without lowering your guard, give the enemy a good shove with the shameful pig's snout. Works while equipped in either hand.
"
Hawkwood's Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
Shield that belonged to Hawkwood, a deserter from the Undead Legion. The unique swordsmanship of the Watchers does not normally allow for the use of shields. The unique swordsmanship of the Watchers would not allow such a shield, and Hawkwood's very possession of it was telltale of his defeat.
Skill: ParryRepel an attack at the right time to follow up with a crtitical hit. Works while equipped in either hand.
"
Moaning Shield	Dark Souls 3 Wiki	Shields	Greatshields	"
A deformed greatshield given to Eygon of Carim upon being conferred knighthood.
The giant woman's face that protects Eygon is that of his sister, some years his senior.
Skill: Moan
Offer a gentle prayer to the shield, causing the woman's face to give out a low moan and attract enemies.
"
Elkhorn Round Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
Standard round wooden shield. The blue antlers are reminiscent of designs found in Mirrah. Wooden shields are light, manageable, and offer relatively high magic absorption.
"
Stone Parma	Dark Souls 3 Wiki	Shields	Standard Shields	"
A round, stone shield, once carried by an old knight who turned to stone himself.It has powerful defensive properties for its size, but is extremely heavy.Skill: Weapon SkillEquipping this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
East-West Shield	Dark Souls 3 Wiki	Shields	+	"
A wooden shield decorated with the ancient symbol of the two-headed eagle. Close to a small shield in size. Wooden shields are light, manageable, and offer relatively high magic absorption. Skill: Parry Repel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Spiked Shield	Dark Souls 3 Wiki	Shields	+	"
Shield of Longfinger Kirk, the notorious Knight of Thorns. The surface bristles with thorns. Its vicious design makes it an effective weapon, and its thorns can inflict heavy bleeding on those unfortunate enough to be struck. Skill: Shield Strike Use shield to attack enemies. Works while equipped in either hand.
"
Small Leather Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
A small, leather-covered round shield.It features a large central protrusion designed for parrying attacks.Skill: Parry Repel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.Parry Type: SpecialLonger frames during the parry window and longer recovery time.
"
Target Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
A small, round metal shield.The four distinctive protrusions are designed to brush attacks aside, making it ideal for parrying.Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
Parry Type: SpecialLonger frames during the parry window and longer recovery time.
"
Lothric Knight Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
Shield of the renowned Lothric Knights, decorated with the royal crest.
The Lothric Knights contended with dragons, and their shields have suitably high lightning absorption befitting a dragonslayer's arms.""
Skill: Parry
Repel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Eastern Iron Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
A thick, round metal shield decorated with the unique crest of an eastern land. Heaviest of the small shields, it is impressively weighty and thus able to deflect attacks with ease. Skill: Weapon SkillEquipping this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
Grass Crest Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
Old medium metal shield of unknown origin.The grass crest is lightly imbued with magic, which slightly speeds stamina recovery.Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Knight Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
Orthodox shield of the kind commonly used by low-ranking knights. Medium shields are the most average of shields, providing a practical balance of damage absorption, stability and weight.

Skill: Parry
Repel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Sunset Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
Shield of the Holy Knights of the Sunless Realms.
Engraved with a brilliant flame crest that burns brightly within the order's customary sunset colors. This design symbolizes those who both harbor and oppose the power of flame.
"
Caduceus Round Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
Standard round wooden shield.  It is decorated with twin snakes, an ancient symbol of the Great Swamp. Wooden shields are light, manageable, and offer relatively high magic absorption.Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.
"
Crest Shield	Dark Souls 3 Wiki	Shields	Standard Shields	"
A knight's shield engraved with a crest.One of the enchanted blue shields. The Crest Shield greatly reduces dark damage.Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.Parry Type: Normal The most common parrying speed for shields. 
"
Shield of Want	Dark Souls 3 Wiki	Shields	Standard Shields	"
Shield of an ancient king who was cursed by an all-consuming thirst. In the end, he was no king.The residue of the king's lust still smolders within this shield, increasing the number of souls absorbed when enemies are defeated.Skill: Weapon SkillEquipping this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
Buckler	Dark Souls 3 Wiki	Shields	Small Shields	"
A very small round metal shield.It features a large central protrusion designed for parrying attacks.Skill:  Parry Repel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.Parry Type: SpecialLonger frames during the parry window and longer recovery time.
"
Wolf Knight's Greatshield	Dark Souls 3 Wiki	Shields	Greatshields	"
Greatshield of a knight tainted by the dark of the Abyss, and master of the wolf's blood of Farron.
Boasts consistent defense and divine protection against various status effects.
Skill: Weapon SkillEquipping this shield in the left hand allows one to perform the Skill of the right hand weapon.
"
Iron Round Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
An orthodox, round small shield made from metal. Small shields offer little damage absorption and stability, but they are lightweight and ideal for parrying.Skill: ParryRepel an attack at the right time to follow up with a critical hit. Works while equipped in either hand.Parry Type : Fast Short frames during the parry window and shorts recovery time.
"
Stone Greatshield	Dark Souls 3 Wiki	Shields	Greatshields	"
A mossy stone disc. Though terribly heavy, it can serve as a shield.The disc is a relic of ancient magic, and one can practically feel the power flowing through it.Skill: Shield BashWithout lowering your guard, strike the enemy with the shield to knock them back or stagger them. Works while equipped in either hand.
"
Pierce Shield	Dark Souls 3 Wiki	Shields	+	"
An unusual style of round shield peculiar to the knights of Catarina. The center of the shield features a large, sharpened spike, which is used to skewer opponents. Skill: Shield Bash Without lowering your guard, strike the enemy with the shield to knock them back or stagger them. Works while equipped in either hand.
"
Sacred Bloom Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
A treasured antique of the Way of White, known to some as the Sorcerer's Bane.
The large blossom design that graces the shield is said to be a sacred flame, and the shield is blessed with high magic protection.
Skill: Spell Parry
Repel an attack at the right time to follow up with a critical hit.  Works while equipped in either hand.  Also deflects spells.
"
Plank Shield	Dark Souls 3 Wiki	Shields	Small Shields	"
Makeshift shield cobbled together from wooden planks.Provides minimal protection, and at the cost of moderate humiliation.Skill: Shield BashWithout lowering your guard, strike the enemy with the shield to knock them back or stagger them. Works while equipped in either hand.
"
Lothric Knight Greatshield	Dark Souls 3 Wiki	Shields	Greatshields	"
Greatshield of the renowned Lothric Knights, decorated with a holy symbol.The knights who formed the High Priestess' guard carried greatshields such as these, which were granted high magic absorption through her blessing.Skill: Shield BashWithout lowering your guard, strike the enemy with the shield to knock them back or stagger them. Works while equipped in either hand.
"
Leather Shield	Dark Souls Wiki	Shields	Small Shields	" ""Round leather-covered shield. A standard, widely-used shield.    Small shields are always less stable, but landing critical hits after parry is easier."" 
"
Plank Shield	Dark Souls Wiki	Shields	Small Shields	" ""Makeshift shield built from wood planks. Provides minimal protection, but at a cost of moderate humiliation.""
"
Cracked Round Shield	Dark Souls Wiki	Shields	Small Shields	"""Round wooden shield. Cracked and nearly broken.  Wood shields are lighter than metal shields, but this one has lower physical damage reduction stability, partly due to cracking.""
"
Havel's Greatshield	Dark Souls Wiki	Shields	Greatshields	"""Greatshield of the legendary Havel the Rock. Cut straight from a great slab of stone.""  ""This greatshield is imbued with the magic of Havel, proves a strong defense, and is incredibly heavy. A true divine heirloom on par with the Dragon tooth""
One of the chests behind the ilusionary wall in Anor Londo
 Regular Reinforcement Scales 34% for Strength to increase your AR.
"
Grass Crest Shield	Dark Souls Wiki	Shields	Standard Shields	" ""Old medium metal shield of unknown origin. The grass crest is lightly imbued with magic, which slightly speeds stamina recovery.""
"
Giant Shield	Dark Souls Wiki	Shields	Greatshields	"""Greatshield made of bronze and marcasite. Used by the giant sentinels of Anor Londo.  Marcasite, or white iron, is effective against non-physical damage, but as the shield is designed for the giant sentineles, its weight is unbearable.""
"
Silver Knight Shield	Dark Souls Wiki	Shields	Standard Shields	"""Shield of the Silver Knights of Anor Londo. A flowing canal is carved deep into its face.  The Silver Knights stayed behind in Anor Londo to defend the illusory goddess, and their shields are blessed with her divine protection.""
"
Effigy Shield	Dark Souls Wiki	Shields	Small Shields	"Effigy Shield is a Shield in Dark Souls and Dark Souls Remastered.
"
Heater Shield	Dark Souls Wiki	Shields	Standard Shields	"""Small metal shield. A standard, widely-used shield.""  ""This shield is easy to use, and is one of the smallest shields that offers 100% physical damage reduction.""
"
Dragon Crest Shield	Dark Souls Wiki	Shields	Standard Shields	"""Shield of a nameless knight, likely a high-ranked knight of Astora."" ""One of the enchanted blue shields. The dragon crest shield greatly reduces fire damage.""
"
Sanctus	Dark Souls Wiki	Shields	Standard Shields	" ""A legendary weapon of the Way of the White, granted to an Undead paladin long ago""  ""Once blessed with the protection of a white flame, but its power has all but faded, so that it provides only slight HP recovery.""
Overview table for all Upgrades at regular, max and threshold levels. Click on the tabs to see individual upgrade paths in detail. Use this table to quickly compare performance.
"
Gargoyle's Shield	Dark Souls Wiki	Shields	Standard Shields	" ""Bronze shield of the gargoyle guarding the Bell of Awakening in the Undead Church.""  ""The gargoyle's skin is tough by itself, and perhaps its shield may have been a prop,  for it is a rare example of a metal shield that does not reduce physical damage 100%.""
"
Crystal Ring Shield	Dark Souls Wiki	Shields	Small Shields	"""Weapon born from the mystical creature of the Darkroot Garden, the Moonlight Butterfly.  Imbued with a powerful crystal power, like the butterfly created by Seath the Scaleless. Can emit crystal light rings.""
"
Stone Greatshield	Dark Souls Wiki	Shields	Greatshields	" ""Mossy round greatshield used by the guardian of the Darkroot garden, the Stone Knight.""  ""The Stone Knight is a creation of ancient magic, and this shield is imbued with the same power, but is also extremely heavy.""
"
Large Leather Shield	Dark Souls Wiki	Shields	Standard Shields	" ""Large, leather-covered round shield. Choice shield for hunters.""  ""Wood shields are lighter than metal shields, but with lower physical damage reductions, and reduced shield stability.""  
Overview table for all Upgrades at regular, max and threshold levels. Click on the tabs to see individual upgrade paths in detail. Use this table to quickly compare performance
    
Regular Upgrades are performed by Andre of Astora at the Undead Parish. Regular +6 requires a regular +5 weapon and to hand in the Large Ember. Regular +11 requires a regular +10 weapon and to hand in the Very Large Ember. Regular Reinforcement Scales 31% for Strength to increase your AR.To reach max, you need: 3,000 souls, 9 titanite shards to +5, 9 large titanite shards to +10, 7 titanite chunks to +14 and 1 titanite slab to +15
"
Small Leather Shield	Dark Souls Wiki	Shields	Small Shields	"""Small, leather-covered round shield, reinforced in critical spots with metal.  Small shields are always less stable, but landing critical hits after parry is easier.""    
"
Warrior's Round Shield	Dark Souls Wiki	Shields	Small Shields	"""Round wooden shield crafted in Lordran. Decorated with the ancient Labrys axe.  The giant trees in Lordran are distant offspring of the great stone archtrees. This shield inherits their properties, and the wood reduces magic damage.""
"
Hollow Soldier Shield	Dark Souls Wiki	Shields	Standard Shields	" ""Metal shield wielded by Hollow soldiers. Heavily rusted but sturdy, providing a strong defense""
Overview table for all Upgrades at regular, max and threshold levels. Click on the tabs to see individual upgrade paths in detail. Use this table to quickly compare performance.
     
Regular Upgrades are performed by Andre of Astora at the Undead Parish. Regular +6 requires a regular +5 weapon and to hand in the Large Ember. Regular +11 requires a regular +10 weapon and to hand in the Very Large Ember. Regular Reinforcement Scales 31% for Strength to increase your ARTo reach max, you need: 3,000 souls, 9 titanite shards to +5, 9 large titanite shards to +10, 7 titanite chunks to +14 and 1 titanite slab to +15
"
Tower Shield	Dark Souls Wiki	Shields	Greatshields	"""Metal Greatshield. Used by the Knight Berenike, known for his heavy armour.  This plate of iron is heavily defensive but ultra heavy. Greatshields are very stable, and deflect attacks. However, one cannot parry, and instead bashes with the shield.""
Overview table for all Upgrades at regular, max and threshold levels. Click on the tabs to see individual upgrade paths in detail. Use this table to quickly compare performance
      
Regular Upgrades are performed by Andre of Astora at the Undead Parish. Regular +6 requires a regular +5 weapon and to hand in the Large Ember. Regular +11 requires a regular +10 weapon and to hand in the Very Large Ember. Regular Reinforcement Scales 31% for Strength to increase your AR.To reach max, you need: 3,000 souls, 9 titanite shards to +5, 9 large titanite shards to +10, 7 titanite chunks to +14 and 1 titanite slab to +15
"
Bonewheel Shield	Dark Souls Wiki	Shields	Greatshields	"Bonewheel Shield is a shield in Dark Souls and Dark Souls Remastered. 
""Giant wooden wheel encircled by spikes. Half-melded to a strange skeleton""  ""Can be used as a great shield, only for the great gaps. But at least the spikes turn into weapons with a good spin. Strange indeed!""
"
East-West Shield	Dark Souls Wiki	Shields	Standard Shields	"""A wooden kite shaped shield. It is decorated with the ancient symbol of a double-headed eagle, painted yellow.""  ""Wooden shields are lighter than metal shields, but with lower physical damage reduction, and reduced shield stability.""
"
Buckler	Dark Souls Wiki	Shields	Small Shields	" ""Very small round metal shield. Parry attacks with large center protrusion.    Small shields are always less stable, but landing critical hits after parry is easier. This shield is specialized for parrying.""
Overview table for all Upgrades at regular, max and threshold levels. Click on the tabs to see individual upgrade paths in detail. Use this table to quickly compare performance
  
Regular Upgrades are performed by Andre of Astora at the Undead Parish. Regular +6 requires a regular +5 weapon and to hand in the Large Ember. Regular +11 requires a regular +10 weapon and to hand in the Very Large Ember. Regular Reinforcement Scales 31% for Strength to increase your AR.To reach max, you need: 3,000 souls, 9 titanite shards to +5, 9 large titanite shards to +10, 7 titanite chunks to +14 and 1 titanite slab to +15
"
Caduceus Kite Shield	Dark Souls Wiki	Shields	Standard Shields	" ""Medium metal shield. Decorated by an ancient blue Caduceus. A standard, widely-used shield.""
"
Iron Round Shield	Dark Souls Wiki	Shields	Standard Shields	"""Thick iron shield of Shiva of the East. Heaviest of the standard shields. Deflects enemy attacks.  A famous specimen from Shiva's collection, but none who have faced it have lived to tell the tale..""
"
Spider Shield	Dark Souls Wiki	Shields	Standard Shields	"""Shield of the savage mountain bandits. Uniquely-shaped with a large black spider etched upon it.""  ""Has resistance to poison.""
"
Crystal Shield	Dark Souls Wiki	Shields	Standard Shields	" ""A fully crystallized straight shield. How such a weapon was created is entirely unknown.""  ""The crystallization boosts its defense, but makes the shield brittle. The shield cannot be used for long, as it cannot be repaired.""
"
Cleansing Greatshield	Dark Souls Wiki	Shields	Greatshields	"""The steel greatshield used by Knight Artorias, who succumbed to the Abyss. Artorias, deeply scarred by the Abyss, used this to form a barrier to protect his compatriot Sif. Although this drained the shield, its magic defense remains high.""
"
Target Shield	Dark Souls Wiki	Shields	Small Shields	" ""Small round metal shield. Four protrusions used to parry attacks.  Small shields are always less stable, but landing critical hits after parry is easier. This shield is specialized for parrying.""
"
Spiked Shield	Dark Souls Wiki	Shields	Standard Shields	" ""Shield of the infamous Darkwraith Kirk, Knight of Thorns. Covered with spikes.""  ""Can be used as a weapon. Sharp spikes cause heavy bleeding.""
"
Knight Shield	Dark Souls Wiki	Shields	Standard Shields	" ""This medium metal shield is elegantly carved and painted.""  ""Although it is thought to have been used by ancient knights of nobility, its defense and capabilities are similar to other shields.""  
"
Caduceus Round Shield	Dark Souls Wiki	Shields	Small Shields	" ""Round wooden shield crafted in Lordran. Decorated by an ancient blue Caduceus.  The giant trees in Lordran are distant offspring of the great stone archtrees. This shield inherits their properites, and the wood greatly reduces magic damage.""
"
