item	site	category	subcategory	description
Bloodbite Ring	Dark Souls 2 Wiki	Rings	Crown of the Sunken King Rings	"
""One of several ""bite"" rings, known for their peculiar design. Increases bleeding resistance. The similar, oddly disturbing design of these rings suggests a common source. Whoever the master craftsman was, he clearly knew his trade.""
"
Illusory Ring of the Vengeful	Dark Souls 2 Wiki	Items	Unused Items	"
""A ring made of red stone. The stone is misshaped, perhaps imperceptibily. Renders certain equipment invisible. Do not judge your foes by their appearance. He who approaches with no sword carries two on his back.""
"
Fire Clutch Ring	Dark Souls 2 Wiki	Rings	+	"
""Ring depicting a hand grasping a stone. Increases fire attack, but reduces physical defense. The origin of this ring is unknown, but its design suggests one of the darker deities. Effective use of this ring requires skill on the part of the wearer.""
"
Blue Tearstone Ring	Dark Souls 2 Wiki	Rings	+	"
"" A ring set with a rare tearstone. Reacts when the wearer is in danger, temporarily increasing its wearer's physical defense. Caitha, goddess of tears, mourns those who have lost loved ones by shedding pure tears of blue. It is said that the stone set in this ring is one such tear""
"
Ring of Whispers	Dark Souls 2 Wiki	Rings	+	"
Ring worn by Rhoy the Explorer. Hear the inner voices of surrounding foes. Useful for locating hidden enemies, and perhaps for a few other things, as well.""
"
Ring of Blades	Dark Souls 2 Wiki	Rings	+	"
""The Ring of Blades is modeled after the mad knight of Alken's weapon of choice. Increases physical attack. The kingdoms of Alken and Venn long ago flourished on these very grounds. They were both founded by the same man, but were reduced to rivalry and spite.""
"
Ring of the Embedded	Dark Souls 2 Wiki	Rings	+	"
""Ring crafted from the chains of the Embedded. Receive various benefits, but at the cost of increased damage taken. The chains of the Embedded have the power to transform people into slaves of pleasure, setting them on a path of ruin. This ring augments that peculiar quality.""
"
Redeye Ring	Dark Souls 2 Wiki	Rings	+	"
""A cursed ring depicting a demon eye. Becomes easier to be detected by enemies. If it is tranquility that you seek, then you should never have left your home. If you seek strife, then fair enough, but no need to overdo it.""
"
Dark Quartz Ring	Dark Souls 2 Wiki	Rings	Crown of the Sunken King Rings	"
""A ring bestow upon students of a certain standard at the Melfian Magic Academy. It's lightning quartz increases lightning defense. Pyromancer Glocken crafted so many of these replicas that they became widespread, such that his fellow magicians harshly scolded him for undermining lessons gained from harsh training.""
"
Third Dragon Ring	Dark Souls 2 Wiki	Rings	+	"
""A dragon signet ring. Grants its bearer the protection of dragons. Increases HP, stamina, and maximum load, but is easily broken. Raulmond, knight of Drangleic, served the king by guarding the fort until his own demise, and was said to have cherished this ring throughout his life of service.""
"
Delicate String	Dark Souls 2 Wiki	Rings	+	"
""A soft string-like ring tied around the finger. Makes it easier for invaders to find your world. Who would create such a ring, and why? Perhaps the answer is better left unknown.""
"
Covetous Silver Serpent Ring	Dark Souls 2 Wiki	Rings	+	"
""A silver ring depicting the snake, both the servant and manifestation of the god of greed, Zandroe. Greed is traditionally viewed as a vice, but only a fool lets that ruin a good opportunity.""
"
Ring of Knowledge	Dark Souls 2 Wiki	Rings	+	"
""A ring blessed by the High Priest of Volgen. Increases intelligence. The clerics of the great city of Volgen are perennially entrenched in scandalous power struggles, but among them remain a few strong-willed, upstanding noblemen.""
"
Blue Seal	Dark Souls 2 Wiki	Rings	+	"
""Ring of the Way of Blue covenant. Increases HP slightly. The Way of Blue is not a developed religion. It is a humble prayer that spread naturally amongst those seeking help. When apostles of Blue are invaded by dark spirits, they can receive assistance from masters of other worlds.""
"
Sun Seal	Dark Souls 2 Wiki	Rings	+	"
""Ring of the Heirs to the Sun covenant. Slightly increases miracle attack power. Worship of the sun, now a lost belief, was once widespread amongst great warriors. Members of this covenant can leave their golden signs to be more easily summoned to join their brethren in jolly cooperation."" Praise the sun.
"
Abyss Seal	Dark Souls 2 Wiki	Rings	+	"
 
""Ring of the Pilgrims of Dark covenant . Increases the attack strength of hexes, but casting them reduces HP. What is dark? Perhaps we already know. We fear the dark, yet find solace in it. Those who join this covenant can see the hidden Dark Chasm.""
 
"
Thunder Quartz Ring	Dark Souls 2 Wiki	Rings	Crown of the Sunken King Rings	"
""A ring bestow upon students of a certain standard at the Melfian Magic Academy. It's lightning quartz increases lightning defense. Pyromancer Glocken crafted so many of these replicas that they became widespread, such that his fellow magicians harshly scolded him for undermining lessons gained from harsh training.""
"
Stone Ring	Dark Souls 2 Wiki	Rings	+	"
""The beloved ring of the gallant Shieldless Lothian, formerly of Forossa. Hits greatly reduce enemies poise. The effect may seem trivial, but for those who comprehend how critical it is to exploit a hole in enemy defenses, the significance of this ring will be clear.""
"
Ring of Thorns	Dark Souls 2 Wiki	Rings	+	"
""Ring granted protection by Kremmel, god of Struggle. The ring's spikes drive into the wearer's skin, so that each blow fuels spite toward the perpetrator. When damage is taken the ring retaliates and inflicts damage upon enemy.""
"
Gower's Ring of Protection	Dark Souls 2 Wiki	Rings	+	"
""The Ring of the assassin Gower, who has killed a half-dozen kings, and several distinguished clergymen. Reduces damage taken from behind. For an assassin. whose own life is always at stake, the greatest liability is one's exposed back.""
"
Lightning Clutch Ring	Dark Souls 2 Wiki	Rings	+	"
""Ring depicting a hand grasping a stone. Increses lightning attack, but reduces physical defense. The origin of this ring is unknown, but its design suggests one of the darker deities. Effective use of this ring requires skill on the part of the wearer.""
"
Cursebite Ring	Dark Souls 2 Wiki	Rings	+	"
""One of several ""bite"" rings, known for their peculiar design. Increases curse resistance. The similar, oddly disturbing design of these rings suggests a common source. Whoever the master craftsman was, he clearly knew his trade.""
"
Hawk Ring	Dark Souls 2 Wiki	Rings	+	"
A ring graced with the engraving of the hawk. Extends the range of arrows. Blue eyed Durgo, the nomadic bowman, had many valiant victories in battle, half owing to the boon of this ring.
"
Bracing Knuckle Ring	Dark Souls 2 Wiki	Rings	+	"
Knuckle ring worn by Rhoy the Explorer. Slows equipment degradation. Expensive, flashy gear will not always make life easier for you. Sometimes, you just need your tried-and-true equipment to last the long haul.""
"
Ring of Restoration	Dark Souls 2 Wiki	Rings	+	"
""A protective ring passed down in House Osteria. Gradually restores HP. In the sacred land of Lindelt, this ring symbolized prosperity and longevity for the great House of Osteria. But the ring is fragile and breaks easily, as if it hates being taken for granted.""
"
Yorgh's Ring	Dark Souls 2 Wiki	Rings	Crown of the Sunken King Rings	"
""Ring of Sir Yorgh, who sought the blood of a dragon and invaded Shulva. Can deflect spells. When Sir Yorgh faced Sinh, the slumbering dragon, he drew blood with a flash of his steel, but Sinh responded by spewing forth the poison that had long brewed within him, blanketing the city in a miasmic cloud.""
"
Ash Knuckle Ring	Dark Souls 2 Wiki	Rings	+	"
""Knuckle ring worn by Rhoy the Explorer. Increases petrification resistance. Petrification is tantamount to death, and in that sense, this knuckle ring is a charm that may save your life.""
"
Ring of Prayer	Dark Souls 2 Wiki	Rings	+	"
""The clerics of the great city of Volgen are Perennially entrenched in scandalous power struggles, but among them remain a few strong-willed, upstanding noblemen.""
"
Name-engraved Ring	Dark Souls 2 Wiki	Rings	+	"
""A special ring that can be engraved with the name of a god. Becomes easier to connect to worlds of players who chose the same god. There are countless vestiges of long-lost gods in the ruins of Drangleic. Or perhaps they are the very same gods as ours, only known by different names.""
"
King's Ring	Dark Souls 2 Wiki	Rings	+	"
""A soul is much like a curse. And those with strong souls must bear within themselves an even stronger curse. Vendrick, King of Drangleic, used a powerful soul to keep the curse at bay. In the end, he sought the flame that began it all. Wear the ring to open the King's Gate.""
"
Guardian's Seal	Dark Souls 2 Wiki	Rings	+	"
""Ring of the Blue Sentinel covenant. Join this covenant and wear this ring to be automatically summoned to the worlds of blue apostles who have been invaded by dark spirits. The ring is engraved with the crest of the Way of Blue, symbolizing the dignified oath to protect each world's master from dark spirits.""
"
Bell Keeper's Seal	Dark Souls 2 Wiki	Rings	+	"
""Ring of the Bell Keeper covenant. Join this covenant and wear this ring to be automatically summoned to the world of an invader of the bell keepers domain. The twin bells symbolize the love between two lovers who could never be united. The bell keepers are their eternal guardians. For that is their love, that is their curse.""
"
Dispelling Ring	Dark Souls 2 Wiki	Rings	+	"
""A protective ring set with gemstones of four different colors. Increases the wearer's resistance to magic, lightning, fire and dark. The artistry required to attune the varying powers of four different stones within one ring could only be described as transcendental. There is only one sorcerer who could have done this; a man from the lost land of Olaphis""
"
Life Ring	Dark Souls 2 Wiki	Rings	+	"
""An old ring set with a red jewel. Raises maximum HP. Each ring has a different power, and even very modest rings can be a great boon on a perilous journey.""
"
Agape Ring	Dark Souls 2 Wiki	Rings	+	"
""A ring affixed with an open vessel. The vessel insatiably absorbs souls in place of its wearer, who is left unaware even of their collection. All things are rooted in souls, but what drives our thirst for them? Abstinence from this elixir may be the truest homage to an enduring self""
"
Southern Ritual Band	Dark Souls 2 Wiki	Rings	+	"
""One of the secret treasures restored in Aldia. Raises the number of spells you may attune. This modest-looking ring contains very powerful magic. To imagine what unspeakable deeds were performed to create such rings, one need only recall the cruel fate of the resident of Aldia.""
"
Sorcery Clutch Ring	Dark Souls 2 Wiki	Rings	+	"
""Ring depicting a hand grasping a stone. Increases magic attack, but reduces physical defense. The origin of this ring is unknown, but its design suggests one of the darker deities. Effective use of this ring requires skill on the part of the wearer.""
"
Lingering Dragoncrest Ring	Dark Souls 2 Wiki	Rings	+	"

""A ring used long, long ago in a land that existed where Drangleic is now. Extends the length of spell effects. Presumably, this ring was used by a high sorcerer, but no proof of such remains.""
Scholar of the First Sin changed to: A ring used long, long ago in a land that existed where Drangleic is now. Extends the length of spell effects. The ancient dragons were once worshipped in several nations, and rumors concerning objects of similar enchantments to this uncommon ring abound in many lands, though their origins are no longer verifiable.""

"
Northern Ritual Band	Dark Souls 2 Wiki	Rings	+	"
""One of the secret treasures restored in Aldia. Increases spell uses, but at the cost of HP. This modest-looking ring contains very powerful magic. To imagine what unspeakable deeds were performed to create such rings, one need only recall the cruel fate of the residents of Aldia.""
"
Silvercat Ring	Dark Souls 2 Wiki	Rings	+	"
""Silver ring depicting a leaping feline. Reduces damage from falling. Legend has it that when cats grow old, a force brews within them, and they are reborn as something new.""
"
Chloranthy Ring	Dark Souls 2 Wiki	Rings	+	"
""The ring is named for its decorative green blossom, but its luster is long since faded. Raises stamina recovery speed.""
"
Flame Quartz Ring	Dark Souls 2 Wiki	Rings	+	"
""A ring bestowed upon students of a certain standard of the Melfian Magic Academy. It's fire-based quartz increases fire defense. There are rumors that Pyromancer Glocken has made a hefty profit selling these replicas.""
"
Vanquisher's Seal	Dark Souls 2 Wiki	Rings	+	"
""Ring of the Company of Champions covenant. Greatly increases attack power of bare hands. The souls of fallen heroes found along the way salute those whose scoff at danger and bravely seek the harder path. Joining the covenant strengthens the enemies within your world.""
"
Poisonbite Ring	Dark Souls 2 Wiki	Rings	Crown of the Sunken King Rings	"
""One of the several ""bite"" rings, known for their peculiar design. Increases poison resistance. The similar, oddly disturbing design of these rings suggests a common source. Whoever the master craftsman was, he clearly knew his trade.""
"
Second Dragon Ring	Dark Souls 2 Wiki	Rings	+	"
""A dragon signet ring. Grants its bearer the protection of dragons. Increases HP, stamina, and maximum load, but is easily broken. Raulmond, knight of Drangleic, served the king by guarding the fort until his own demise, and was said to have cherished this ring throughout his life of service.""
"
Illusory Ring of a Conqueror	Dark Souls 2 Wiki	Rings	+	"
A ring of blue stone. The stone is misshaped, however imperceptibly. renders certain equipment invisible. Do not judge your foes by their appearance. He who approaches without a sword carries two behind his back.
"
Simpleton's Ring	Dark Souls 2 Wiki	Rings	Crown of the Old Iron King Rings	"
Ring depicting a simpleton's flower. Wearer becomes invisible while rolling. This ring was worn by the soldiers of the Old Iron King, said to be blessed with divine protection. This ring only does one thing, but with ingenuity it can be fearsomely effective.
"
First Dragon Ring	Dark Souls 2 Wiki	Rings	+	"
""A dragon signet ring. Grants its bearer the protection of dragons. Increases HP, stamina, and maximum load, but is easily broken. Raulmond, knight of Drangleic, served the king by guarding the fort until his own demise, and was said to have cherished this ring throughout his life of service.""
"
Crest of Blood	Dark Souls 2 Wiki	Rings	+	"
""Ring of the Brotherhood of Blood Covenant. This is nothing special. Perhaps, in the end, an oath is but a window into the ambitions of the oath taker. If you have taken this oath, then you know what you want. To be soaked in the blood of your kind.""
"
Ring of Life Protection	Dark Souls 2 Wiki	Rings	+	"
""Divine ring that watches over one's life. Created by the students of Ivory Rhones, sage of Lindelt It's great protective power will protect you from any loss upon death, but after its power is spent, the ring will break.""
"
White Ring	Dark Souls 2 Wiki	Rings	+	"
""White Ring"" A precious ring which grants the protection of Quella, god of dreams. Makes its wearer appear as a white phantom, misleading invaders. He who sets the trap must be wary. For traps are known to spring upon their owners.""
"
Old Sun Ring	Dark Souls 2 Wiki	Rings	+	"
""An odd stone ring containing a fiery heat. Accumulates power as the user is harmed, then explodes damaging surrounding enemies while leaving it's wearer unscathed. Our deeds will come back to us in some form or another, both good and bad""
"
Covetous Gold Serpent Ring	Dark Souls 2 Wiki	Rings	+	"
""A gold ring depicting the snake, both the servant and manifestation of the god of desire, Zinder Greed is traditionally viewed as a vice, but only a coward sees every chance as something to fear""
"
Poisonbite Ring	Dark Souls 3 Wiki	Rings	+	"
One of the bite rings native to Carim.Increases poison resistance.
The crafting of these rings is forbidden, perhaps owing to a fear of malleable stone.Clerics, however, dabble freely in the art.
"
Ring of Sacrifice	Dark Souls 3 Wiki	Rings	+	"
This mystical ring was created in a sacrificial rite of Velka, the Goddess of Sin.
Its wearer will lose nothing upon death, but the ring itself breaks.
A sacrifice is only worth as much as the life it spares.
"
Scholar Ring	Dark Souls 3 Wiki	Rings	+	"
A ring engraved with a potrait of a scholar. Increases intelligence.
In Lothric, the Scholar has long been considered one of the Three Pillars of the king's rule, and is therefore master of the Grand Archives.
"
Dragonscale Ring	Dark Souls 3 Wiki	Rings	+	"
Ring of Oceiros, former king of Lothric. Reduces damage from backstabs.
In his later years, Oceiros became fascinated with dragons. After going mad, he was more commonly known as the Consumed King. Many assassins were dispatched to his domain, but none returned.
The Consumed King ascribed his resilience to the divine protection of the dragon scale.""
"
Wolf Ring	Dark Souls 3 Wiki	Rings	+	"
Ring associated with Abysswalker Artorias,one of the Four Knights of Gwyn, the First Lord.
Increases poise.
Artorias had an unbendable will of steel,and was unmatched with a greatsword.
"
Red Tearstone Ring	Dark Souls 3 Wiki	Rings	+	"
A ring set with a large rare tearstone jewel. Temporarily boosts attack when HP is low.This stone is said to be a tear of mourning of the goddess Caitha, and of course, tears are always more beautiful near death.
"
Pontiff's Left Eye	Dark Souls 3 Wiki	Rings	+	"
Bewitched ring that Pontiff Sulyvahn bestowed upon his knights.Recovers HP with successive attacks.Knights who peer into the black orb are lured into battles of death, transformed into frenzied beasts. No wonder the Pontiff only provides these rings to those dispatched to foreign lands.
"
Aldrich's Sapphire	Dark Souls 3 Wiki	Rings	+	"
A malformed ring left by Aldrich, Saint of the Deep. Recovers FP from critical attacks. Aldrich, infamous for his appetite for flesh, apparently had the desire to share with others his joy of imbibing the final shudders of life while luxuriating in his victim's screams.
"
Thunder Stoneplate Ring	Dark Souls 3 Wiki	Rings	+	"
Stoneplates are symbols of true knights, and yellow stoneplates are granted to those who would become dragons.
Increases lightning damage absorption.""
"
Great Swamp Ring	Dark Souls 3 Wiki	Rings	+	"
Ring said to be chiseled from the bone of a flame salamander by blighted Pyromancers living in the Great Swamp.Boosts pyromancies.It is believed that salamanders are the descendants of demons, born of the Chaos Flame, from which Pyromancy is also said to have originated.
"
Magic Stoneplate Ring	Dark Souls 3 Wiki	Rings	+	"
Stoneplates are symbols of true knights, and blue stoneplates are granted to royal palace guards.
Increases magic damage absorption.
"
Aldrich's Ruby	Dark Souls 3 Wiki	Rings	+	"
A malformed ring left by Aldrich, Saint of the Deep. Recovers HP from critical attacks.Aldrich, infamous for his appetite for flesh apparently had the desire to share with others his joy of imbibing the final shudders of life while luxuriating in his victim's screams.
"
Ashen Estus Ring	Dark Souls 3 Wiki	Rings	+	"
Gray crystalline ring crafted from shards. Increases FP restored by Ashen Estus Flask.Once a treasure brought before Lothric's Queen, she had it enshrined in the Cemetery of Untended Graves, so that one day an Unkindled might profit from its use.
"
Dark Stoneplate Ring	Dark Souls 3 Wiki	Rings	+	"
Stoneplates are symbols of true knights, and dark purple stoneplates are granted to Undead Knights.Increases dark damage absorption.
"
Hawk Ring	Dark Souls 3 Wiki	Rings	+	"
Ring associated with Hawkeye Gough, one of the Four Knights of Gwyn, the First Lord.Extends the range of arrows.In his later years, the giant Gough was blinded, but this did not prevent him from striking down a calamitous dragon with his Greatbow.
"
Untrue Dark Ring	Dark Souls 3 Wiki	Rings	+	"
One of the illusory rings worn by the Hollows of Londor.
Retain human appearance while hollow.
The Hollows of Londor are wretchedly aged, fraught with deceit and dubiously secretive. It is no wonder that they are deeply detested.""
"
Covetous Gold Serpent Ring	Dark Souls 3 Wiki	Rings	+	"
A gold ring depicting a snake that could have been, but never was, a dragon. Fallen foes are more likely to drop items.
Snakes are known as creatures of great avarice, devouring prey even larger than themselves by swallowing them whole.
If one's shackles are cause for discontent, perhaps it is time for some good old fashioned greed.
"
Knight Slayer's Ring	Dark Souls 3 Wiki	Rings	+	"
Ring of the savage Tsorig, more commonly known as the Knight Slayer.
Long ago, Tsorig engaged the guardians of an ancient city in a bloody confrontation, and returned with their rings as his prize, still frozen on their dismembered fingers.
"
Ring of Favor	Dark Souls 3 Wiki	Rings	+	"
 A ring symbolizing the favor of the Goddess Fina, whose ""fateful beauty"" is mentioned in legend.
True to the fickle nature of Fina's favor, her ring increases max HP, stamina, and maximum equip load.""
"
Calamity Ring	Dark Souls 3 Wiki	Rings	+	"
A ring made from the orange eye of a calamitous dragon. Receive double damage.
This ring has no useful powers, and is merely a symbol of dragon worship, a thing quietly passed down amongst its most fervent adherents, some of whom become convinced the task has been bestowed upon them as a sacred duty.
"
Sun Princess Ring	Dark Souls 3 Wiki	Rings	+	"
Ring associated with Gwynevere, princess of sunlight and eldest daughter of Gwyn, the First Lord.  The ring is vaguely warm, like a beam of sunlight, and gradually restores HP.  Gwynevere left her home with a great many other deities, and became a wife and mother, raising several heavenly children.
"
Saint's Ring	Dark Souls 3 Wiki	Rings	+	"
A ring bestowed upon a Carim Saint.Allows attunement of additional spells.
In Carim, the saints give voice to the ancient tales. They memorize countless cumbersome sacred books and read them in sonorous tones, a function for which they are widely renowned.
"
Magic Clutch Ring	Dark Souls 3 Wiki	Rings	+	"
Ring depicting a hand grasping a blue stone. Increases magic attack, but compromises damage absorption.An old fable in Londor claims that the lure of the clutch ring reaches out to the crestfallen, who might otherwise be overcome by despair.
"
Hunter's Ring	Dark Souls 3 Wiki	Rings	+	"
Ring engraved with a portrait of a hunter. Increases dexterity.
Increases dexterity 5 points.
The hunters serve Lothric on the fringes and in the shadows. For generations, rulers of Lothric have relied especially upon the Black Hand hunters to punish enemies in ways that the king's Three Pillars cannot.
"
Knight's Ring	Dark Souls 3 Wiki	Rings	+	"
Ring engraved with a portrait of a knight. Increases strength.In Lothric, the Knight has long been considered one of the Three Pillars of the king's rule, and were thus allowed to rear dragons.
"
Lingering Dragoncrest Ring	Dark Souls 3 Wiki	Rings	+	"
A special ring given to those who are deemed fit to undertake the journey of discovery in Vinheim, home of sorcery.Extends length of spell effect.Apropos to the Dragon School, the seal depicts an everlasting dragon. A lingering dragon symbolizes the true nature of the consummate sorcerer.
"
Havel's Ring	Dark Souls 3 Wiki	Rings	+	"
A ring for warriors keen on heavy acoutrements. Increases maximum equip load.This ring was named after Havel the Rock, the battlefield compatriot of Gwyn, the First Lord.The art of war has been a constant since ages past, and those who would follow in Havel's footsteps are no fewer now than in his own day.
"
Morne's Ring	Dark Souls 3 Wiki	Rings	+	"
A malformed ring given to knights of Carim.
Boosts miracles.
Morne served the goddess Caitha and later became an apostle of the Archbishop.They labored together to provide comfort to the suffering.
"
Chillbite Ring	Dark Souls 3 Wiki	Rings	+	"
One of the bite rings native to Carim.  Increases frost resistance.
This ring would never grace Friede's hand, for the painting and its frost became her home.
"
Ring of the Evil Eye	Dark Souls 3 Wiki	Rings	+	"
This ring captured the foul spirit of an evil eye, a creature that ravaged Astora.Absorb HP from each defeated foe.The horrid spirit nearly destroyed Astora, but was eventually defeated by ""the sword of one most noble.""
"
Lloyd's Sword Ring	Dark Souls 3 Wiki	Rings	+	"
Ring given to knights of the Way of White. Depicts Allfather Lloyd's Sword of Law. Boosts attack power when HP is full. Much time has passed since the worship of Lloyd was common in the Way of White. The clerics of Carim had always strongly asserted that Lloyd was a derivative fraud, and that the Allfather title was self-proclaimed.
"
Lightning Clutch Ring	Dark Souls 3 Wiki	Rings	+	"
Ring depicting a hand grasping a yellow stone. Increases lightning attack, but compromises damage absorption.An old fable in Londor claims that the lure of the clutch ring reaches out to the crestfallen, who might otherwise be overcome by despair.
"
Wood Grain Ring	Dark Souls 3 Wiki	Rings	+	"
This special ring crafted in an Eastern land is made of metal, but with a wood grain crest on its surface. Slows equipment degradation.Wielders of swords originating in the same region follow a practice of inscribing special words on the blades of their swords, and are naturally drawn to this ring.
"
Hornet Ring	Dark Souls 3 Wiki	Rings	+	"
Ring associated with the Lord's Blade Ciaran, one of the Four Knights of Gwyn, the First Lord.Boosts critical attacks.The masked Ciaran was the only woman to serve in Gwyn's Four Knights, and her curved sword granted a swift death to any and all enemies of the throne.
"
Silvercat Ring	Dark Souls 3 Wiki	Rings	+	"
Silver ring depicting a leaping feline.Prevents damage from falling.In the Age of Gods, or possibily following it, an old cat was said to speak a human tongue, with the voice of an old woman, and the form of a fanciful immortal.
"
Ring of Steel Protection	Dark Souls 3 Wiki	Rings	+	"
Ring of the Knight King of ancient legend. Increases physical damage absorption.
The Knight King was said to be lined with steel on the inside, such that even the talons of mighty dragons did him little harm.
"
Covetous Silver Serpent Ring	Dark Souls 3 Wiki	Rings	+	"
A silver ring depicting a snake that could have been, but never was, a dragon. Fallen foes yield more souls.Snakes are known as creatures of great avarice, devouring prey even larger than themselves by swallowing them whole.If one's shackles are cause for discontent, perhaps it is time for some old-fashioned greed.
"
Witch's ring	Dark Souls 3 Wiki	Rings	+	"
The Witch of Izalith and her daughters, scorched by the flame of chaos, thaught humans the art of pyromancy and offered them this ring.
Greatly boosts pyromancies.
Every pyromancer is familiar with the parable that tells of the witches espousing the need to fear the flame, and teaching the art of pyromancy to men in hopes that they might learn to control it.
"
Darkmoon Ring	Dark Souls 3 Wiki	Rings	+	"
Ring of the moon deity Gwyndolin, youngest son of Gwyn, the First Lord.
Adds many slots for attunement.
Gwyndolin, also known as the Dark Sun, commands the Darkmoon Knights, and bestows this ring upon the best of them.
"
Fleshbite Ring	Dark Souls 3 Wiki	Rings	+	"
One of the bite rings native to Carim. Raises poison, bleed, frost and curse resist.The crafting of these rings is forbidden, perhaps owing to a fear of malleable stone. Clerics, however, dabble freely in the art.
"
Pontiff's Right Eye	Dark Souls 3 Wiki	Rings	+	"
Bewitched ring that Pontiff Sulyvahn bestowed upon his knights.Boosts attacks, as long as attacking persists.Knights who peer into the black orb are lured into battles of death, transformed into frenzied beasts. No wonder the Pontiff only provides these rings to those dispatched to foreign lands.
"
