item	site	category	subcategory	description
Page Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of a page.
Spirit of a page who traveled at the side of the noble he served.
Uses a piercing sword and crossbow to defend his master.One becomes a page merely by accident of being born into 
obscurity; nothing is asked of ability, talent, or volition.
"
Black Knife Tiche Ashes	Elden Ring Wiki	Spirit Ashes	+	"Legendary ashen remains.Use to summon the spirit of Black Knife Tiche.
Tiche was one of the assassins who, on the night of the plot,
imbued her black knife with the Rune of Death and slew Godwyn
the Golden. She was the daughter of the Black Knife Ringleader,
Alecto, and was killed protecting her mother during their flight
from the royal capital.
"
Albinauric Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirits of two Albinaurics.
A strapping duo of cartwheeling spirits who wield ripple swords
 and spew freezing breath.Both are second-generation Albinaurics, with dumpy heads that
 resemble those of frogs.
"
Ancestral Follower Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of an ancestral follower.
A spirit of the horned folk who eschew letters and metalworking.
Brawny, and versed in distinctive spiritual arts, this particular
 tribesman wields a heavy bow.
"
Nomad Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.
Use to summon the spirit of a nomad.
A member of a tribe that was entombed in the earth so as to bury 
the maddening disease that followed them. Able to emit the
terrible flame of frenzy from his eyes, but has low HP and is frail, 
unable to take much in the way of punishment.
"
Rotten Stray Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of a rotten stray.Spirit of a stray dog corrupted by the scarlet rot. Though it is only a small creature, it is as violent as it is nimble, and its fangs fester with poisonous rot. 
"
Battlemage Hugues Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.
 Use to summon the spirit of Battlemage Hugues.
 Hugues came from Sellia to study the Haima Conspectus at the academy, where he became a battlemage.
 Haima scholars seek to quell conflict with cannon fire and the gavel, but Hugues developed a longing for it.
"
Putrid Corpse Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.Use to summon the spirits of four putrid corpses.
These spirits appear some distance from the summoner. Though their movements are dull and confused, their low moans make them effective at drawing the attention of enemies.  True death does not come easily for them.
"
Ancient Dragon Knight Kristoff Ashes	Elden Ring Wiki	Spirit Ashes	+	"Legendary ashen remains.
 Use to summon the spirit of Kristoff, the Ancient Dragon Knight.
 Spirit of Kristoff, an honorable knight of Leyndell who was also a devout worshipper of the ancient dragons.
 His skills strike down foes with thunderbolts, the dragons' weapon of choice.
 After the First Defense of Leyndell, Kristoff earned the hero's honor of Erdtree Burial for the feat of capturing Godefroy the Grafted.
"
Twinsage Sorcerer Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of a Twinsage sorcerer.
Spirit of a Raya Lucaria sorcerer wearing a stone crown. Those who study the Twinsage Conspectus are the academy's
 elite, capable of mastering the Glintstone Cometshard and Crystal
 Burst sorceries.
"
Lone Wolf Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirits of three lone wolves.
Spirits of wolves chased from their pack. They later encountered a nameless Tarnished, who welcomed them as hunting companions. The wolf spirits overwhelm enemies with their agility, aiding the summoner in combat.
"
Latenna The Albinauric	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell. Use to summon the spirit of Latenna the Albinauric. 
A rare case of one who chose to become a spirit voluntarily.
Latenna was renowned as a deft magic archer. But having lost her beloved wolf companion, Lobo, she cannot move from the place where she was summoned.
"
Spirit Jellyfish Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell. Use to summon a spirit jellyfish.
A floating spirit that illuminates its surroundings. Prone to tears, the jellyfish girl searches for her distant home. Will 
bravely spew poison at foes on her summoner's behalf.
It seems her name is Aurelia.
"
Jarwight Puppet	Elden Ring Wiki	Spirit Ashes	+	"One of Seluvis' puppets.
Use to summon the spirit of a jarwight.
Spirit of a man who wished to become the innards of a livingjar. A 
jar-hurling specialist who throws all manner of pots and jars.
The warrior jar once told the nameless man this:
""You are not yet ready to join the warriors inside. No, you must
apply yourself! Better yourself, and one day I will return for you.""
"
Banished Knight Engvall Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.
 Use to summon the spirit of Engvall, the Banished Knight.
 One of the two knights dubbed the Wings of the Storm. Despite his banishment, he rejected the invitation of the Grace-Given Lord, instead keeping watch over a masterless castle for many years, gaining renown as a hero of the fringes.
"
Winged Misbegotten Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of a winged misbegotten.
A spirit with the aspect of wings which takes flight to loose arrows
 from its bow. The misbegotten are held to be a punishment for
 making contact with the Crucible, and from birth they are treated
 as slaves, or worse.
"
Warhawk Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.
 Use to summon the spirit of a warhawk.
 Spirit of a Stormveil warhawk, the talons of which have been sliced off so that razor-fine swords could be grafted in their place.
 With its lord vanquished, and its wings wounded, the hawk perished as it solemnly gazed at its former home.
 The storm is a warhawk's cradle.
"
Nepheli Loux Puppet	Elden Ring Wiki	Spirit Ashes	+	"One of Seluvis's favorite puppets. Use to summon the spirit of Nepheli Loux.  Puppet of a warrior who was betrayed by her pure heart. Wields a Stormhawk Axe in both hands and uses the Thunderstorm skill.  A diamond in the rough, deserving of special care lest its potential be squandered. Nepheli Loux truly was a warrior.
"
Vulgar Militia Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell. Use to summon the spirits of three vulgar militiamen.  Spirits of the vulgar militia who wield long-hafted, serrated hatchets. These brutal weapons are particularly effective at causing blood loss to opponents. In the Lands Between, the small were scorned, and so they formed their vulgar militia as a means to make a living, albeit in ignominy.
"
Avionette Soldier Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell. Use to summon the spirits of two avionette soldiers. Spirits of marionette soldiers with avian features that were created to serve a sorcerer.Equipped with long-hafted scythes, they also attack from the skies by lobbing fire pots. Can sometimes malfunction when damaged. 
"
Archer Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.
Use to summon three archer spirits.
Spirits of archers who belonged to the Fallen Hawks, a band of
soldiers that once explored the Eternal City. Their arrows are
imbued with cold ghostflame.
Though their methods are somewhat crude, they work well as a
squadron, firing a hail of arrows in unison at the sound of a war
"
Cleanrot Knight Finlay Ashes	Elden Ring Wiki	Spirit Ashes	+	"Legendary ashen remains.
 Use to summon the spirit of the Cleanrot Knight Finlay.
 Finlay was one of the few survivors of the Battle of Aeonia, who in an unimaginable act of heroism carried the slumbering demigod Malenia all the way back to the Haligtree. She managed the feat alone, fending off all manner of foes along the way.
"
Land Squirt Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell. Use to summon the spirits of three land squirts Summoning consumes HP rather than FP.  These spirits appear some distance from the summoner. The firm, fleshy tubes of the creatures remain rooted to the spot, spraying poisonous liquid over their surroundings.
"
Kaiden Sellsword Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of a Kaiden sellsword.
Spirit of a mercenary belonging to a horse-riding folk. Skillfully 
uses a massive blade made for dismounting other riders, and 
enhances his already considerable strength with war cries.The sellswords of Kaiden made their prowess known on countless 
battlefields.
"
Noble Sorcerer Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of a noble sorcerer.Spirit of a nobleman who once asked to be given a place at Raya
 Lucaria to learn glintstone sorceries.His talents were insufficient to be worthy of donning the stone 
crown, however, and he is only capable of using the most
 rudimentary sorcery.
"
Stormhawk Deenh	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Deenh the Stormhawk.
Spirit of a fierce hawk that faithfully rendered lifelong service to the old king of Stormveil long ago, when the true storm raged. Its
cries embolden its fellows in battle, and the tempestuous winds that encircle it shred through foes.
"
Fire Monk Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell. Use to summon the spirit of a Fire Monk.  Spirit of a stout monk who monitored the Giants' Flame. Versed in fire incantations, and himself steeled against fire. Though he was charged with keeping watch over the Flame, after many years of solemn duty, he has succumbed to its allure.
"
Finger Maiden Therolina Puppet	Elden Ring Wiki	Spirit Ashes	+	"One of Seluvis's puppets.
Use to summon the spirit of the Finger Maiden Therolina.
Spirit of Finger Maiden who never met the Tarnished she was
meant to guide. Uses healing incantations and Holy Water Pots,
but she is not a fighter by nature and is ill-suited to battle.
A Maiden without a Tarnished. A Tarnished without a Maiden.
And yet no guide to bring them together.
"
Bloodhound Knight Floh	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of Floh, the Bloodhound Knight.
Spirit of a Bloodhound Knight they called the Rabid Stray. Will attack without pause immediately after being summoned.Floh vowed that there was only one lord he would ever serve: a true king. And so, the Rabid Stray never found a master.
"
Nightmaiden & Swordstress Puppets	Elden Ring Wiki	Spirit Ashes	+	"An old puppet crafted in the Eternal City.
Use to summon the spirits of a nightmaiden and a swordstress.
These sisters, members of a cold-blooded race who wield flowing
weapons, became puppets of their own volition.
"
Omenkiller Rollo	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of Omenkiller Rollo.
Spirit of Rollo, known as the first Omenkiller. Once a famous perfumer, Rollo imbibed a physick to rid himself of emotion, thus enabling him to enact his nightmarish labor, hunting the Omen.
"
Kindred of Rot Ashes	Elden Ring Wiki	Spirit Ashes	+	"Kindred of Rot
Kindred of Rot
Ashen remains in which spirits yet dwell. Use to summon a spirit of the Kindred of Rot.  This spirit takes the form of a crawling pest, its chitinous body making a dry rustling sound. Attacks enemies by secreting sticky threads. The Kindred of Rot are the servants of the Goddess of Rot—servants that have been forsaken.
"
Dung Eater Puppet	Elden Ring Wiki	Spirit Ashes	+	"One of Seluvis's puppets. Use to summon the spirit of the Dung Eater.  Spirit of a man who murdered thousands and defiled their corpses with the Seedbed Curse. Wields a spine greatsword and hurls curses.  The Dung Eater despaired at how he met his end. How hideous and sinister this puppet is, and yet, its utter despair invites one to care for it.
"
Dolores the Sleeping Arrow Puppet	Elden Ring Wiki	Spirit Ashes	+	"One of Seluvis's favorite puppets. Use to summon the spirit of Dolores the Sleeping Arrow  Spirit of a handsome archer who dressed in the style of a man. Called the Silent Hunter by some, she fires St. Trina's arrows from her shortbow.  Dolores once belonged to the Roundtable Hold, where she was both a critic and a friend of Gideon the All-Knowing. It was because of her that he and Seluvis went their separate ways.
"
Clayman Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.
 Use to summon the spirits of two claymen.
 Bowed with age, these spirits are sluggish but hard to stagger.
 The warped remains of priests who searched for revelation in service of the ancient dynasty, they employ two sorceries that produce smaller and larger bubbles.
"
Demi-Human Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirits of five demi-humans.
Spirits of demi-humans that are small in stature, but have a
 Violent, brutish disposition. Though they seem somewhat 
intelligent, when night falls, their blood boils and they become 
feral.
"
Glintstone Sorcerer Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of a glintstone sorcerer.
Spirit of a Raya Lucaria sorcerer wearing a stone crown.A scholar of the Olivinus Conspectus, who has mastered the use of 
the Glintstone Stars sorcery.
"
Azula Beastman Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.
 Use to summon the spirits of two Azula beastmen.
 Spirits of beastmen from doomed Farum Azula, the slowly crumbling ruins in the skies. These ruins are said to be the remains of a giant mausoleum enshrining an ancient dragon, guarded by chosen beastmen who wield weapons clad in lightning.
"
Depraved Perfumer Carmaan Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.
 Use to summon the spirit of Carmaan, the depraved perfumer.
 Depraved perfumers practice their art for themselves alone. Carmaan was a notably formidable perfumer whose strength rivaled that of heroes, and it is said that he was in search of a secret physick of revivification.
"
Mad Pumpkin Head Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell. Use to summon the spirit of a mad pumpkin head. Spirit of a mad soldier with a large, brawny physique. Though he has stifled his panic within the dark confines of his helmet, he rampages as if driven mad when agitated by bloodshed or the humming of insects. This mad soldier is all that is left of a broken gladiator. 
"
Perfumer Tricia Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.Use to summon the spirit of Tricia, the perfumer.
Tricia was once known as a healer who dedicated her efforts to treating Misbegotten, Omen, and all those seen as impure. When her efforts failed, she was their companion as they died, watching over them to ensure that they could pass peacefully, free of pain.
A tale akin to the origins of the deathbed companions.
"
Mausoleum Soldier Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell. Use to summon the spirits of five mausoleum soldiers. Spirits of five headless soldiers who confound foes by disappearing and reappearing at will. The mausoleum is where the bodies of soulless demigods are lain to rest, and these soldiers followed their masters into Death by severing their own heads from their bodies. 
"
Blackflame Monk Amon Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.
 Use to summon the spirit of Amon, the Blackflame Monk.
 Amon swore fealty to the god-slaying black flame, and so became the first fire monk to turn traitor.
 Or perhaps it is better said that he fled from the Giants' Flame—out of cowardice.
"
Radahn Soldier Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell. Use to summon the spirits of two of Radahn's soldiers.
Both spirits wield fiery weapons to perform powerful skills. Such is their valor that they will immediately attack after being summoned.
General Radahn's soldiers were all reputed to be masterful warriors, and it was popularly said that the Redmanes knew no weakness.
"
Leyndell Soldier Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell. Use to summon the spirits of two Leyndell soldiers.  Spirits of soldiers each equipped with a spear and greatshield. The soldiers of Leyndell fight their battles defensively. During the Shattering, they were the ramparts that fortified the royal capital.
"
Haligtree Soldier Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell. Use to summon the spirits of four Haligtree soldiers.  Spirits of common soldiers who carry the sacred light. When weakened, they explode to deliver a last-ditch attack. This was the bitter revelation discovered by the desperate soldiers who awaited the return of their lord to the rotted Haligtree.  May the flash of our deaths guide Miquella's return.
"
Skeletal Bandit Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirits of a skeletal bandit.
These are the spirits of bandits who live in Death, and will 
continue to rise again until properly finished off.After the night of the plot, Deathroot appeared in the Lands 
Between, and Those Who Live in Death soon followed.
"
Soldjars of Fortune Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell. Use to summon the spirits of three little living jars. Summoning consumes HP rather than FP.  These reckless spirits sacrifice themselves to vanquish their summoner's foes, and explode upon death. Though their bravery is admirable, their explosions can harm friend as well as foe, and they will also immediately explode on contact with fire.  ""Tell the others—tell them how brightly a fire jar burns.""
"
Man-Serpent Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell. Use to summon the spirit of a man-serpent.  Spirit of a deformed man-serpent that wields a whip of magma. It is said that long ago, the elder serpent that dwelled on Mt. Gelmir devoured a demigod, and the birth of the man-serpents followed.
"
Wandering Noble Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirits of five wandering nobles.
The spirits of nobles who, after death, now wander the Lands
Between. Surely they were in search of something once - but 
whatever it was has long been forgotten.
"
Mimic Tear Ashes	Elden Ring Wiki	Spirit Ashes	+	"Legendary ashen remains.
Use to summon the spirit of a mimic tear.
Summoning consumes HP rather than FP.
This spirit takes the form of the summoner to fight alongside
them, but its mimicry does not extend to imitating the
summoner's will.
Mimic tears are the result of an attempt by the Eternal City to
forge a lord.
"
Banished Knight Oleg Ashes	Elden Ring Wiki	Spirit Ashes	+	"Ashen remains in which spirits yet dwell.
Use to summon the spirit of Oleg, the Banished Knight.
One of the two knights known as the Wings of the Storm. After his banishment, he attracted the notice of the Grace-Given Lord
and later, having slain a hundred traitors as the Lord's hand, Oleg earned the hero's honor of Erdtree Burial.
"
Raya Lucaria Soldier Ashes	Elden Ring Wiki	Spirits	+	"Ashen remains in which spirits yet dwell.Use to summon the spirits of three Raya Lucaria soldiers.
A trio of spirits, consisting of two disposable foot soldiers and 
their superior.The soldiers of Raya Lucaria were also known as the Cuckoos.
They were given free rein by the academy to wage war as they
 pleased, and they were infamous for their rapacious ways.
"
