item	site	category	subcategory	description
Greatsword of The Forlorn	Dark Souls 2 Wiki	Weapons	Greatswords	Greatsword of the Forlorn, who wander the land of the Undead. <br><br> The King's elder brother Aldia sought to overcome the curse through means unalike his sibling's. <br><br> The Forlorn were born of Aldia's sinful infatuation.&nbsp;
Yellow Quartz Longsword	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>A straight sword affixed with yellow quartz.</em> <br><br> <em>This longsword was found in the Iron Keep.</em> <br><br> <em>Breaks easily due to corrosion, but is light and still inflicts very significant damage.</em> <br><br> <em>In the Old Iron King's great iron keep was a vast collection of weapons,erected as a display of strength to the world.</em> <br><br> <em>But they were lost when the king's conceit doomed the castle to sink into a lake of fire.</em>
Old Mirrah Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>Greatsword issued to the proud knights of Mirrah's official order.</em> <br><br> <em>This greatsword demands advanced skill in a rare and unique sword technique.</em> <br><br> <em>A tiny message is inscribed in the blade, a promise to someone special.</em>
Silverblack Spear	Dark Souls 2 Wiki	Weapons	Spears	<em>A silver-black spear imbued with the power of dark.<br></em> <br> <em>The grave wardens vowed to ensure the tranquility of those who slumber in the Undead Crypt.</em> <br><br> <em>If one dares disturb them, the grave wardens make no allowance for stature or riches, and will readily bury them along with the others.</em>&nbsp;
Bastard Sword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>A standard greatsword. Heavy greatswords are designed to be wielded two-handed.<br></em><br><em>Normally swung in large arcs and effective against multiple foes, be wary that such attacks leave the wielder wide open.</em>
Light Crossbow	Dark Souls 2 Wiki	Weapons	Crossbows	<em>A standard crossbow.</em> <br><br> <em>Equip bolts to use. Unlike bows, a crossbow can be held in one hand.</em> <br> <em>Equip up to two types of bolts to give yourself immediate options in battle.</em>&nbsp;
Archdrake Chime	Dark Souls 2 Wiki	Weapons	Chimes	<em>Sacred chime used by members of the Archdrake Sect of Lindelt. A catalyst for miracles and hexes.</em> <br><br> <em>The land of Lindelt is governed by stringent laws, and those who dare defy them are punished without mercy.<br></em>&nbsp;<br> <em>Scholar of the First Sin added:</em> <br><br><em>It is often the sinful who seek piety, spurred only by a selfish desire for salvation.</em>&nbsp;
Black Knight Halberd	Dark Souls 2 Wiki	Weapons	Halberds	"<em>""Halberd wielded by knights who served the lord of light in a long-forgotten age.""</em><br><em>""Even after their flesh was charred by flame, they remained as strong as ever, and stood watch, challenging visitors to their land.""</em>"
Mace	Dark Souls 2 Wiki	Weapons	Hammers	<em>A club fitted with a head crafted for battle.</em> <br><br> <em>The mace is the archetypal blunt weapon. It has a primitive appearance, but also many advantages, including the ability to break the guard of a shield. <br><br>Keep the proper distance from your foe, and this can be a very effective weapon.</em>&nbsp;
Mastodon Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>&nbsp;Greatsword of the Primal Knights that defend Drangleic Castle.</em> <br> <em>The brutish and mighty Primal Knights wield this sword like a feather-light twig, but to the</em> <em>ordinary warrior it is a chore to even hold up, owing to its great weight.</em> <br><br> <em>Terrible experiments were said to have taken place in a hidden manor in Drangleic. The</em> <em>mastermind presiding over the deeds was known as Lord Aldia.</em>
Ricard's Rapier	Dark Souls 2 Wiki	Weapons	Piercing Swords	<em>An e</em><em>xquisitely decorated rapier.</em> <br> <em>Said to belong to a prince who appears in an ancient tale.</em> <br><br> <em>There are numerous variations of the story of the prince who wandered the lands and eventually became Undead.</em> <br><br> <em>The majority of these tales end in tragedy. but there are some exceptions.</em>&nbsp;
Sacred Chime Hammer	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>Great hammer of the Royal Aegis.</em>
Winged Spear	Dark Souls 2 Wiki	Weapons	Spears	A spear with winged lugs. Longer than standard spears, allowing for attacks from further away. <br><br> Thrusting attacks are effective even against opponents with high defense, but they have a narrow point of contact and won't effectively break through a shielded defense.
Reinforced Club	Dark Souls 2 Wiki	Weapons	Hammers	<em>A wooden club headed with nails.<br></em><br><em>Designed as a deadlier club, and certainly offers a stronger attack, but this club also seems quick to fall apart, perhaps due to its shoddy craftsmanship.</em>&nbsp;
Crescent Sickle	Dark Souls 2 Wiki	Weapons	Reapers	<em>A sickle with a crescent-shaped blade. <br><br>This sickle, enchanted by magic, is not intended as a weapon,</em> <em>but rather a ceremonial instrument.</em>&nbsp;
Homunculus Mace	Dark Souls 2 Wiki	Weapons	Hammers	<em>A pole with lumps attached to it. Found in the manor in Aldia. Heavier than a standard mace, but with more effective striking owing to its hard lumps.</em> <br><br> <em>In the far eastern outskirts of Drangleic lies an old manor that is now long forgotten. As it should be, for the things that lurk there are better left unknown.</em>&nbsp;
Melu Scimitar	Dark Souls 2 Wiki	Weapons	Curved Swords	<em>Scimitar of Laddersmith Gilligan.</em> <br><br> <em>Nothing notable about this weapon, except perhaps the luxurious jewels embedded in the hilt. If your aim is to appear dazzling on the battlefield, this might just do the trick.</em>
Royal Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>Greatsword of the royal swordsmen.</em><br><br>Its undulating blade draws blood from its foes. Despite the magnificence of this weapon, it was terribly inadequate in the war against the mighty Giants.&nbsp;
Chime of Screams	Dark Souls 2 Wiki	Weapons	Chimes	<em>Sacred chime forged from the soul of Nadalia, Bride of Ash.</em>
Shortsword	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>A small straight sword.</em> <em>Longer than a dagger, but still lightweight.</em> <br><br><em>Widely used, as it requires no particular strength.</em>&nbsp;<br><br><em>A reasonable choice that will suffice in many situations, but not the thing to take along if you expect to face any serious challenge.</em>
Caestus	Dark Souls 2 Wiki	Weapons	Fist Weapons	<em>Weapon used to strike with one's fists. <br><br>The thick leather covering bears iron studs, and protects the hands while augmenting their striking power.</em> <br><br> <em>Attacks with the fists are solely dependent on one's strength. With this weapon, any encounter becomes a brawl.</em>&nbsp;
Scythe of Nahr Alma	Dark Souls 2 Wiki	Weapons	Spears	<em>The scythe used by Titchy Gren, and by believers in Nahr Alma, god of blood.</em> <br><br> <em>Normally used only in ceremonies. Imbued with the power of dark.</em> <br><br> <em>This is no place for talk of such things, however.</em>&nbsp;
Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>A straight sword with a very long blade. One of few ultra greatswords. No human was intended to wield a sword of this weight or destructivenes.<br></em> <br><em>Only a few famed warriors have ever wielded this great blade, for it challenges the very limits of human ability.</em>&nbsp;
Drakeblood Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>Greatsword wielded by the Drakeblood Knights, led by the honorable Sir Yorgh. The insignia chiseled upon its hilt symbolizes dragon's blood.</em> <br><br> <em>To the Drakeblood Knights, fresh dragon blood was sacrosanct. They believed that by obtaining it, they could achieve a true understanding of life, transcending their own banal existence.</em>
Uchigatana	Dark Souls 2 Wiki	Weapons	Katanas	<em>A katana of unknown origin. Crafted with a peculiar yet refined technique.</em> <br><br> <em>The finely-sharpened blade of a katana slices with unmistakable smoothness, but should be wielded with caution, as its delicate constitution means it's easily worn.</em>
Pike	Dark Souls 2 Wiki	Weapons	Spears	"""A spear with an extended pole. Offers a very long reach, even for a spear, allowing for attacks from safer distances.<br>Traditionally a weapon of regimental rather than single combat due to its unwieldiness. However, if you can manage to effectively step around an opponent, they will hardly have a chance to hit back. """
Malformed Skull	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>The skull of some unidentified creature. Swing as a great hammer to use as a weapon.</em> <br><br> <em>Possibly the skull of a dragon. A good choice, likely too rare to be swung about willy-nilly.</em>&nbsp;
Black Witch's Staff	Dark Souls 2 Wiki	Weapons	Staves	<em>Staff used by Leydia Witches. Imbued with a special magic, making it a catalyst for sorceries, miracles, and hexes.</em> <br><br> <em>Leydia apostles are adept at magic, and wielded unique weapons, but were deemed blasphemous and slaughtered.</em> <br><br> <em>Effect: Use Sorceries, Miracles, and Hexes.</em>&nbsp;
Warped Sword	Dark Souls 2 Wiki	Weapons	Curved Swords	<em>A curved sword forged from the soul of the Flexile Sentry. Once straight, but later twisted to reflect its warped owner.</em> <br><br> <em>Long ago, the dungeons overflowed with the accursed, and the King commanded a contorted sentry to deliver those who had no cells to a faraway land, and to make certain they were never heard from again.</em> <br> <br> <em>Scholar of the First Sin changed to:</em> <br><br> <em>A curved sword forged from the soul of the Flexile Sentry. Once straight, but later twisted to reflect its warped owner.</em> <br><br> <em>The sentry crammed inmates of the overflowing Bastille onto a rickety ship, and cast them out to the open sea.</em> <br><br> <em>The majority of them drowned or starved but a few hardy survivors made land to the south, and imparted their knowledge of sorcery to the people there.</em> 
King's Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>An ultra greatsword forged from the soul of King Vendrick.</em>
Drakekeeper's Greataxe	Dark Souls 2 Wiki	Weapons	Great Axes	"<em>An extremely <span class=""jzlo6ib"">sturdy</span> pitch-black greataxe.</em> <br><br> <em>Colossal warriors staunchly watch over the shrine, ready to defend its resident, or allow one worthy enough to be granted audience.</em>&nbsp;"
Broadsword	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>Standard straight sword. This straight sword is sufficient in most respects. and effective in most situations if wielded properly. Those who aspire to master the sword are certain to wield this at some point during their journey.</em>
Blue Flame	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>Straight sword wielded by Leydia apostles.</em> <br><br> <em>Imbued with a special magic that makes the Blue Flame both a sword and magic catalyst. Execute a strong attack to emit magic.</em> <br><br> <em>The Leydia apostles, adept at magic, wielded unique weapons but were hunted down as traitors.</em>&nbsp;
Sea Bow	Dark Souls 2 Wiki	Weapons	Bows	<em>A bow built for sea-faring marine warriors.</em> <br><br> <em>Has an extended range for hunting down sea monsters from afar.</em> <br><br> <em>A great sea lies to the north of Drangleic, and beyond that is an explored continent that is home to things inhuman.</em>&nbsp;<br> 
Yorgh's Spear	Dark Souls 2 Wiki	Weapons	Spears	<em>Spear wielded by Sir Yorgh during his invasion of the Sanctum city.</em>
Drakekeeper's Warpick	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>An extremely sturdy pitch-black war hammer.</em> <br><br> <em>Colossal warriors staunchly watch over the shrine, ready to defend its resident, or allow one worthy enough to be granted audience.</em>&nbsp;<br> 
Dragonrider Bow	Dark Souls 2 Wiki	Weapons	Bows	<em>Bow wielded by Dragonrider, King Vendrick's royal guard. <br><br>Merely drawing this bow requires inhuman strength, but each shot has deadly potential.<br></em> <br> <em>Demands great skill of its wielder, and thus served to test the worthiness of those who aspired to join Dragonriders.</em>&nbsp;<br> <br> 
BlueMoon Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>The Blade of this greatsword shines like the brilliant rays of the moon. In the oldest legends, rarely spoken of today, it is said that the sword was born of a great white being.</em> <br><br> <em>Then, what explains this lifeless weapon? Perhaps there has been some mistake...</em>&nbsp;
Broken Straight Sword	Dark Souls 2 Wiki	Weapons	Straight Swords	"<em>Straight Sword with its blade broken near in half. Nearly useless in battle, but ""nearly useless"" trumps ""empty-handed.</em>&nbsp;"
Heide Greatlance	Dark Souls 2 Wiki	Weapons	Lances	"<em><span class=""gti-match gti-match-paragraph gti-match-paragraph-0"">""A lance originating in Heide. A special alloy makes it very durable. The tip of the lance has been extended.</span></em><br><em><span class=""gti-match gti-match-paragraph gti-match-paragraph-1"">The composition of the alloy of these lances remains a mystery, but in Drangleic the attempt to imitate it resulted in the similar bradden steel.</span></em><br><em><span class=""gti-match gti-match-paragraph gti-match-paragraph-2"">Lances are normally wielded by mounted knights and it takes considerable training to handle one on the ground.""</span></em>"
Black Dragon Greataxe	Dark Souls 2 Wiki	Weapons	Great Axes	<em>In legend, this oddly-shaped greataxe is said to be forged from the Black dragon's tail.</em> <br><br> <em>As it is told, the Black dragon lost its tail to a brave warrior in a magnificent battle, and the tail was later used to forge several legendary weapons.</em>&nbsp;
Grand Lance	Dark Souls 2 Wiki	Weapons	Lances	"<br><em>""A Lance fashioned from rare geisteel, Designed for high-.ranking Drangleic Knights, hence the design</em><br><em>''Geisteel equipment is of the finest make, but geisteel is so rare that very few of these weapons were actually used in combat.'''</em>"
Chariot Lance	Dark Souls 2 Wiki	Weapons	Lances	"<em>""Lance forged from the soul of the Executioner's Chariot. Its cross-shaped blade causes bleeding.</em><br><em>The perverse design of this spear mirrors the chariot from which it came, a merciless creation that endlessly tortured the Undead.""</em>"
Bandit Axe	Dark Souls 2 Wiki	Weapons	Axes	<em>An axe of bandits of the Forossan outskirts Very sturdily built for the armament of a bandit.</em> <br><br> <em>When Forossa fell to war, its citizens were left landless, and entirely to their own devices. Many were reduced to thievery, while Forossan knights scattered to other lands as sellswords.</em>&nbsp;
Claymore	Dark Souls 2 Wiki	Weapons	Greatswords	<em>A very large greatsword. Very heavy, and designed for use with both hands.</em> <br><br> <em>Allows for broad attacks that are effective against multiple foes. Requires great strength and experience to handle effectively.</em>&nbsp;
Bone Fist	Dark Souls 2 Wiki	Weapons	Fist Weapons	<em>Bone that is bound to the fist. Used to enhance hand-to-hand combat. <br><br>Salvaged from a malformed creature.</em> <br> <em>Enables one to fight with inhuman strength, as if the very spirit of the bone's malicious owner had taken control.</em>&nbsp;
Ivory King Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>Ultra Greatsword of the Ivory King of Eleum Loyce.</em>
Composite Bow	Dark Souls 2 Wiki	Weapons	Bows	<em>A bow crafted from various materials.<br></em> <br> <em>Inflicts more damage than ordinary bows, but has a shorter range, making it unfit for sniping.</em>
Curved Nil Greatsword	Dark Souls 2 Wiki	Weapons	Curved Greatswords	<em>A great curved sword with an Ominous blade. One of the forbidden weapons sealed away by the Ivory King.</em> <br><br> <em>Formed by Rock, Tree, and the remnants of a most peculiar soul.</em> <br> <em>It is said the farther the wielder travels, the deadlier the blade becomes.</em>&nbsp;
Handmaid's Ladle	Dark Souls 2 Wiki	Weapons	Hammers	<em>An ordinary kitchen ladle.</em> <br><br> <em>He who chooses this as a weapon either faces extenuating circumstances or has an odd sense of humor. If you care for your life, leave this one in the kitchen.</em>&nbsp;
Curved Dragon Greatsword	Dark Souls 2 Wiki	Weapons	Curved Greatswords	<em>A curved greatsword forged from the soul of the Ancient Dragon.</em>
Staff of Amana	Dark Souls 2 Wiki	Weapons	Staves	<em>Staff held by a priestess of Amana. A ritual staff that was not intended for use in battle, but nevertheless it functions as a catalyst for sorceries and hexes.</em> <br><br> <em>The Demon was contained within the shrine by sacred rituals. but over time the tradition was lost, and the Demon set free. It gained knowledge, and learned to lure humans into its lair using song.</em> <br><br> <strong><em>Effect: spell damage modifier while human</em></strong> <br> 
Pickaxe	Dark Souls 2 Wiki	Weapons	Great Hammers	"<span style=""color: #b4b2b0; display: block; font-family: 'Helvetica Neue',Helvetica,Arial,sans-serif; font-size: 13px; text-align: left;"">A Pickaxe used for mining. Not intended as a weapon, but packs a powerful punch.<br><br></span> <span style=""color: #b4b2b0; display: block; font-family: 'Helvetica Neue',Helvetica,Arial,sans-serif; font-size: 13px; text-align: left;"">This tool, designed to crush hard rock, can easily puncture weaker forms of armor.</span>"
Heide Lance	Dark Souls 2 Wiki	Weapons	Lances	"<em>""A lance originating in Heide. A special alloy makes it very durable.</em><br><em>The composition of the alloy of these lances remains a mystery, but in Drangleic the attempt to imitate it resulted in the similar bradden steel.</em><br><em>Lances are normally wielded by mounted knights, and it takes considerable training to handle one on the ground.</em><em>""</em>"
Bell Keeper Bow	Dark Souls 2 Wiki	Weapons	Bows	<em>Wooden bow used by bell keepers.</em> <br><br><em>Very light, and requiring hardly any strength.<br></em>&nbsp;<br><em>The bells symbolize forbidden love; the bell keepers, their faithful guardians, ever-ready to annihilate trespassers.<br></em><br><em>They will stand watch for ever and ever, these determined, if ill-fated, marionettes.</em>&nbsp;
Azal's Staff	Dark Souls 2 Wiki	Weapons	Staves	<em>Staff of Azal, sage of Forossa.</em> <br><br> <em>Rather roughly crafted, but imbued with the magic of Azal. Greatly intensifies spells, but also drastically reduces spell usage.</em> <br><br> <em>This staff, unfit for the inexperienced, is evidence of sage Azal's prowess.</em>&nbsp;
Aldia Hammer	Dark Souls 2 Wiki	Weapons	Hammers	<em>Hammer used by Aldian acolytes. Not used as a weapon, but as an instrument to dissect the bodies of the victims of their experimentation.<br><br>They say that Lord Aldia was the King's elder brother and helped found Drangleic, but he later lost interest in the land's fortunes.</em>&nbsp;
Claws	Dark Souls 2 Wiki	Weapons	Fist Weapons	<em>A weapon that attaches to the hands.</em> <br><br> <em>The wearer attacks in a scratching motion with these three-pronged claws. Claws inflict deep wounds and cause bleeding.</em>&nbsp;
Manikin Knife	Dark Souls 2 Wiki	Weapons	Daggers	<em>Knife of the manikins of Harvest Valley.</em> <br> <em>The peculiar art of puppetry is a vestige of the two lost lands. The Queen, entranced by poison, used it to beckon unknowing souls to the defiled valley.</em>
Eleum Loyce	Dark Souls 2 Wiki	Weapons	Curved Swords	<em>Curved sword forged from the Soul of Alsanna.</em>
Umbral Dagger	Dark Souls 2 Wiki	Weapons	Daggers	"<em>A sharp dagger.</em> <br><br> <em>Crafted to facilitate assassinations with a focused backstab.</em> <br><br> <em>One true strike with this blade, and your work will be done.""</em>"
Lion Greataxe	Dark Souls 2 Wiki	Weapons	Great Axes	<em>Greataxe wielded by Lion Clan warriors.<br></em>&nbsp;<br><em>The finely-crafted blade cuts smoothly, evidence that the lion clansmen are much more than vulgar beasts.</em>&nbsp;
Whip	Dark Souls 2 Wiki	Weapons	Whips	<em>A leather whip. Not normally used on the battlefield.<br></em> <br> <em>Very effective against bare flesh, but not against enemies with armor or like protection.</em>
Iron King Hammer	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>Great hammer forged from the soul of the Old Iron King.</em>
Manslayer	Dark Souls 2 Wiki	Weapons	Katanas	<em>A katana with a terribly worn blade. Appears useless, but is in fact coated with deadly poison.<br></em>&nbsp;<br><em>This sword has claimed countless victims, and the bloodstains upon it's blade have turned to poison.</em>&nbsp;
Old Knight Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	"<em>&nbsp;<span style=""font-size: 12pt;""><strong>""An undated ultra greatsword. Wielded by a warrior from a time so ancient that there exists no record of his endeavors. Has extremely low durability.""</strong></span><br></em>"
Scythe of The Forlorn	Dark Souls 2 Wiki	Weapons	Reapers	<em>Scythe of the Forlorn,</em> <em>who wander the land of the Undead.</em> <br><br> <em>The King's elder brother Aldia sought to overcome the curse through means unalike his sibling's.</em> <br><br> <em>The Forlorn were born of Aldia's sinful infatuation.</em>&nbsp;
Spider Fang	Dark Souls 2 Wiki	Weapons	Curved Swords	<em>Curved sword forged from the soul of the Duke's Dear Freja.</em>
Zweihander	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>An ultra greatsword, the heaviest of weapons.<br></em>&nbsp;<br><em>As the name suggests, the Zweihander is held with two hands, but its weight is such that even wielding it in this manner requires strength worthy of the blade.</em>
Long Bow	Dark Souls 2 Wiki	Weapons	Bows	<em>A standard bow used by hunters.</em> <br><br> <em>Equip Arrows to use. Equip up to two types of arrows to give yourself immediate options in battle.</em> <br><br> <em>Use arrows to hit enemies from afar to gain the upper hand by drawing first blood.</em>&nbsp;
Chime of Want	Dark Souls 2 Wiki	Weapons	Chimes	<em><strong>Original:</strong></em>
Giant Warrior Club	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>Club of the Giants that besieged Drangleic. Nothing more than a boulder bound to a tree, but a very powerful, if primitive weapon.</em> <br><br> <em>A human would require great strength to wield this Giant-sized club.</em>&nbsp;<br> <br> <em>Scholar of the First Sin changed to:</em> <br><br><em>Club of the Giants that besieged Drangleic. Nothing more than a boulder bound to a tree, but a very powerful, if primitive weapon.</em> <br><br> <em>King Vendrick, in adherence to Queen Nashandra's counsel, led his armies north in an effort to subjugate the Giants, and claim their powerful souls for his own.</em>&nbsp;
Espada Ropera	Dark Souls 2 Wiki	Weapons	Piercing Swords	<em>Thrusting sword of Chancellor Wellager. Forged with rare geisteel.</em> <br><br> <em>A masterpiece of the great blacksmith Llewellyn that he brought along as a gift when he left Mirrah for Drangleic.</em>&nbsp;
Berserker Blade	Dark Souls 2 Wiki	Weapons	Katanas	"<em>The katana of a berserker, by its name.<br></em>&nbsp;<br><em>The thick, shiny black <span class=""cf3e70vcm"">blade</span> cuts exquisitely. Its origins and owner are unknown, but at some point the blade became known by this name.</em>&nbsp;"
Smelter Hammer	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>Weapon wielded by the iron warriors that wander Brume Tower.</em> <br><br> <em>Appears to have once been an axe, but in this terribly melted state it is little more than a great lump that crushes its foes by virtue of its sheer weight.</em>&nbsp;
Heide Spear	Dark Souls 2 Wiki	Weapons	Spears	<em>A spear originating in Heide. <br><br>A special alloy makes it very durable.</em> <br><br> <em>The composition of the alloy of these spears remains a mystery, but in Drangleic the attempt to imitate it resulted in the similar bradden steel.</em>&nbsp;
Demon's Great Hammer	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>Great hammer made of unknown materials. Perhaps it is stone, or even wood.</em> <br><br> <em>The origins of its name are unclear. Its tremendous weight suggests that it was never intended for humans. Perhaps it was an offering to the demons that appear in legend.</em>&nbsp;
Lost Sinner's Sword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>An ultra greatsword forged from the soul of the Lost Sinner.</em>
Bat Staff	Dark Souls 2 Wiki	Weapons	Staves	<em>Staff used by hollowed Drangleic sorcerers, A catalyst for sorceries and hexes.</em> <br><br> <em>The bat affixed to its tip is a simple charm. It has no bearing on the staff´s powers, but the germs on the cadaver poison foes upon contact in strike attacks.</em>&nbsp;
Key to the Embedded	Dark Souls 2 Wiki	Items	keys	Sword that opens the Embedded's door.<br>Shaped like a weapon, but is in fact a key.<br>Plunge the key into the Embedded<br>to bring a rhapsodic end to his fate.<br>The once-human Embedded, realizing that he<br>could never resist the temptation of the flesh,<br>bound himself eternally with chains. Since then,<br>he has awaited the day that somebody will<br>find this key, and bury it within his bosom.
Channeler's Trident	Dark Souls 2 Wiki	Weapons	Spears	<em>A trident wielded by an old sorcerer. <br><br>The tip is sharpened so smoothly that it suggests a degree of madness.</em> <br><br> <em>Use two-handed strong attack to perform a power-channeling dance, the madness of which boosts the morale of nearby allies.</em> <br><br> <em>Effect: attack boost (Two-handed strong attack)</em>&nbsp;
Hunter's Blackbow	Dark Souls 2 Wiki	Weapons	Bows	<em>A black bow designed for long distances. Difficult to handle at first, and requiring some amount of practice to master.</em> <br><br> <em>The hunting Goddess Evlana was no goddess at all, but rather a brave and highly skilled bow huntress. Long after her demise, the passing of lore transformed her into a deity.</em> 
Great Machete	Dark Souls 2 Wiki	Weapons	Reapers	<em>Created by strapping a large blade to a hilt. A crude makeshift weapon with low durability.</em> <br> <br> <em>Primitive weapons can be more effective at evoking fear than more advanced efforts. Perhaps this is why the wielder chose this fearsome creation.</em>&nbsp;
Twin-Headed Greatbow	Dark Souls 2 Wiki	Weapons	Greatbows	<em>A greatbow made of animal bone. The fine craftmanship suggests that it originates in Lanafir.</em> <br><br> <em>The unusual design appears to have ceremonial implications, but may simply be intended to intimidate foes.</em>&nbsp;
Avelyn	Dark Souls 2 Wiki	Weapons	Crossbows	<br> <br> <br><em>An extremely rare rapid-firing crossbow.</em> <br><br> <em>Fire three successive bolts. Inflict heavy damage by making all three shots count.</em> <br><br> <em>Fiorenza, the richest merchant in all of Volgen recreated this lost weapon after reading of it in an old book.</em> <br> 
Lizard Staff	Dark Souls 2 Wiki	Weapons	Staves	<em>Staff used by the fallen sorcerers who wander this land. A catalyst for both sorceries and hexes. <br><br>Particularly well-attuned for sorceries.</em> <br><br> <em>The lizard bound to its tip is a simple charm, and has no bearing on the staff's powers.</em>
Crypt Blacksword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>Ultra greatsword symbolizing guardianship over the Undead Crypt. The sword has never seen the light of day, and is steeped in dark.</em>
Malformed Shell	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>One of the malformed weapons developed in Aldia.</em> <br><br> <em>Swung like a great hammer. Appears to be a fragment</em> <br> <em>of a giant shell, but its precise origins are unknown.</em> <br><br> <em>The peculiar figure known as Lord Aldia attempted to</em> <br> <em>uncover the secrets of life itself, and viewed the Undead</em> <br> <em>as a key to this mystery.</em>
Retainer Staff	Dark Souls 2 Wiki	Weapons	Staves	<em>Staff wielded by the retainers in the cathedral city.</em> <br><br> <em>Long ago, the retainers attended to the priestesses, but with them gone, the retainers were left to wander frigid Eleum Loyce without purpose.</em>&nbsp;
