item	site	category	subcategory	description
Winged Knight Halberd	Dark Souls 3 Wiki	Weapons	Halberds	"
Halberd wielded by the Winged Knights, who swore themselves to the Angels.The thick, heavy, bloodstained blade can only be swung by one with inhuman strength.Skill: Chain SpinSweep foes in a large spinning motion and use strong attack to continue the motion until stamina is exhausted.
"
Rose of Ariandel	Dark Souls 3 Wiki	Soul Transposition	Boss Soul Weapons	"
A flail used by the bulbous Father of the Painted World to shred his own skin, producing blood to appease the flame. Both a weapon and a miracle catalyst.
Ariandel, being the restorer of the Painted World, knew that it was painted with blood, and only blood could protect the secret.
Skill: Awakening
Violently flail oneself to trigger an awakening that temporarily boosts the strength of miracles, just as the good Father used the rose himself.
"
Smough's Great Hammer	Dark Souls 3 Wiki	Weapons	Great Hammers	"
Twisted great Hammer associated with Smough, the last knight to remain at his post, guarding the ruined cathedral.Restore HP while attacking, a carryover from Smough's past as an executioner.Skill: PerseveranceAnchor weapon in earth to temporarily boost poise. Damage reduced while activated.
"
Great Club	Dark Souls 3 Wiki	Weapons	Great Hammers	"
Wood club fashioned from the branch of a giant tree. Requires considerable strength to wield.A hard, durable weapon. Its weight makes it easier to break the guard of shields.Skill: WarcryLet out a spirited warcry that temporarily boosts attack, and enables special consecutive strong attack.
"
Murakumo	Dark Souls 3 Wiki	Weapons	Curved Greatswords	"
The curved greatsword of Alva, Seeker of the Spurned, specially forged in an eastern land. Sharp but heavy, this sword requires extreme strength and dexterity to wield.The search for the spurned had no end, and so the wayfaring knight warmed to a most deformed weapon.Skill: Spin SlashSlice into foes with a large spinning motion, and continue spinning to transition into a strong attack.
"
Spotted Whip	Dark Souls 3 Wiki	Weapons	Whips	"
Whip mottled with venomous-looking spots. Favored by some female pyromancers of the Great Swamp.As its noxious appearance would suggest, damage from this whip poisons its victims, slowly but surely guiding them to their deaths.Skill: ImpactStrike from the left to evade shields and deal a stinging blow that temporarily slows stamina recovery. The shackles of bondage lie deep in the hearts of all humankind.
"
Battle Axe	Dark Souls 3 Wiki	Weapons	Axes	"
Easily-wielded axe crafted for battle and inflicting standard damage.It's weight can be used to inflict high damage, but must be used carefully as it leaves its wielder open to retaliation.Skill: WarcryLet out a spirited warcry that temporarily boosts attack.
"
Anri's Straight Sword	Dark Souls 3 Wiki	Weapons	Straight Swords	"
Sword precious to Anri, another Unkindled. The dullest type of blade found in the ruined land of Astora.Only, it was once the sword of an earnest noble figure, and its attacks are boosted by that elusive, essential property unique to humans: luck.Skill: StanceWhile in stance, use normal attack to break a foe's guard from below, and strong attack to slash upwards with a forward lunge.
"
Storm Ruler	Dark Souls 3 Wiki	Weapons	Greatswords	"
Greatsword with a broken blade, also known as the Giantslayer for the residual strength of storm that brings giants to their knees.Yhorm the Giant once held two of these, but gave one to the humans that doubted him, and left the other to a dear friend before facing his fate as a Lord of Cinder.Skill: Storm KingAssume stance to imbue sword with storm. Most effective when facing giants.
"
Warpick	Dark Souls 3 Wiki	Weapons	Hammers	"
A war hammer with a long prolonged head.Was originally a pickaxe, but was refitted for battle. This simple but deadly weapon hits heavily with thrust damage,easily puncturing metal armor.Skill: GalvanizeTemporarily boost stamina recovery speed by sheer force of will, perhaps as a channeling of the original owners industrious efforts.
"
Moonlight Greatsword	Dark Souls 3 Wiki	Weapons	Greatswords	"
Legendary dragon weapon associated with Seath the paledrake.Charge strong attack to its limit to unleash moonlight wave.Oceiros, the Consumed King, was infatuated with the search for moonlight, but in the end, it never revealed itself to him.Skill: Moonlight VortexDraw sword back and thrust to unleash torrential moonlight. 
"
Corvian Greatknife	Dark Souls 3 Wiki	Weapons	Daggers	"
Dagger of the unwanted, those guided by heretical storytellers. A rather large dagger with a powerful attack, but this transparent attempt to intimidate foes reveals much about its owner's fears.Skill: Blind SpotUse against shielded foes to break through their guard by attacking from the side.
"
Black Knight Glaive	Dark Souls 3 Wiki	Weapons	Halberds	"
Glaive of the black knights who wander the lands. Used to face chaos demons.The unique attack of this glaive greatly reduces enemy poise, reflecting the tremendous size of the enemies that the knights have fearlessly faced.Skill: Spin SweepSweep foes in a large spinning motion, and utilize momentum to transition into an overhanded strong attack. 
 
"
Mendicant's Staff	Dark Souls 3 Wiki	Weapons	Staves	"
A staff with a small bowl attached to the tip, similar to a mendicant's crook. Absorb additional souls from fallen foes.The staff's history is unclear. It may be a relic of an ancient serpent's greed, or a ritual artifact used to summon souls.Skill: Steady ChantBoost the strength of sorceries for a very short period. Works while equipped in either hand.
"
Dragonslayer Greatbow	Dark Souls 3 Wiki	Weapons	Greatbows	"
Greatbow used by the Dragonslayers during the age of gods. Far greater in size than any normal bow, and far more devastating. The bow must be anchored in the ground to be fired, a time consuming operation that leaves the operator vulnerable. Only specialized great arrows can be fired from the bow.Skill: Puncturing ArrowMasterfully fires off a great arrow that pierces through all enemies in its path, inflicting damage.
"
Caitha's Chime	Dark Souls 3 Wiki	Weapons	Chimes	"
Sacred chime blessed by Caitha, goddess of tears. Rare even amongst Carim clerics. Affected by intelligence, a rare thing for miracle catalysts, and also agreeable with miracles that lean towards the Dark. Its existence is concealed in the name of the Archbishop, as it is anathema.Skill: Gentle PrayerRecovers HP for a period of time, albeit extremely slowly. Works while equipped in either hand.
"
Crystal Chime	Dark Souls 3 Wiki	Weapons	Sacred Chimes	"
A sacred chime, once the possession of Gertrude, the Heavenly Daughter, and defiled by the scholars of the Grand Archives.The power of crystals granted the scholars a degree of success. In this case, their work enabled this chime to be suitable for casting both miracles and sorceries.Skill: Gentle PrayerRecovers HP for a period of time, albeit extremely slowly. Works while equipped in either hand.
"
Mail Breaker	Dark Souls 3 Wiki	Weapons	Daggers	"
A small sword made for thrusting attacks.This hard, edgeless sword can pierce through tough armor, and boasts a deadly critical attack.Skill: Shield SplitterAim carefully, and attack in a large forward lunge to pierce through enemy shields and inflict damage directly.
"
Greatsword	Dark Souls 3 Wiki	Weapons	Ultra Greatswords	"
This ultra greatsword, with its thick blade, is one of the heaviest of its kind.Highly destructive if intolerably heavy.There would appear to be some credence to the rumors that this sword tested the true limits of human strength.Skill: StompUse one's weight to lunge forward with a low stance and increased poise, and follow with strong attack for a spinning slash.
 
"
Brigand Axe	Dark Souls 3 Wiki	Weapons	Axes	"
Axe favored by brigands of a distant land. Surprisingly sturdy battle axe that requires more strength to wield than a standard axe.Skill: WarcryLet out a spirited warcry that temporarily boosts attack.
 
"
Old Wolf Curved Sword	Dark Souls 3 Wiki	Weapons	Curved Greatswords	"
Curved sword bearing the soul of the old wolf that stays with the Watchdogs of Farron.This sword, like a wolf on the prowl, boosts attack and restores HP with each consecutive hit.Skill: Wolf LeapSlice into foes with a large spinning motion, then leap out of harm's way and follow through with a strong attack.
"
Short Bow	Dark Souls 3 Wiki	Weapons	Bows	"
Standard small bow. Its size allows for quick shots. Arrows must be equipped in order to use bows. Up to two kinds of arrow can be equipped at a time, and these can be switched between as necessary.Skill: Rapid FireSwiftly nocks arrows with finesse after drawing the bow, allowing for consecutive shots.
 
"
Red Hilted Halberd	Dark Souls 3 Wiki	Weapons	Halberds	"
Long-hilted weapon mixing spear and axe. The red-hilted halberd is associated with clerics.Can be thrust like a spear or swept sideways like an axe, making it a versatile weapon effective against multiple foes.Skill: PerseveranceAssume an unfaltering stance of prayer to temporarily boost poise. Damage reduced while activated.
"
White Birch Bow	Dark Souls 3 Wiki	Weapons	Bows	"
A short bow crafted with white birch. Endowed with light-manipulating magic.
The bow is a relic from an ancient land of sorceries that was swallowed by the Abyss, most known for its folktale of the heroic Abysswalker.
Skill: Unseen ArrowArrows shot by large pulls of the bow are enchanted with a golden spell that turns them nearly invisible.
"
Gotthard Twinswords	Dark Souls 3 Wiki	Weapons	Straight Swords	"
The hunters known as the King's Black Hands wielded paired weapons. These belonged to Gotthard, who fled the castle.
Gotthard rose quickly through the knighthood, no surprise to those who have witnessed his swordsmanship.
Skill: Spin SlashSlice into foes with a large spinning motion, and use strong attack to lengthen attack and end with a double-bladed thrust.
"
Scholar's Candlestick	Dark Souls 3 Wiki	Weapons	Daggers	"
A candlestick covered in ivory scales once used by the Scholars of the Great Archives. This served as their guiding light, as well as a tool of self-restraint. Even today, wielders of this weapon benefit from the resulting sorcery-strengthening properties.Skill: Guiding LightA candle provides a temporary source of light which reveals additional guidance. 
 
"
Heavy Crossbow	Dark Souls 3 Wiki	Weapons	Crossbows	"
A large, powerful crossbow. Must be readied before firing.Bolts must be equipped in order to use crossbows.Up to two kinds of bolts can be equipped at a time, and these can be switched as necessarySkill: TackleLunge into a shoulder tackle, pushing back enemies to create distance.
"
Lothric Knight Greatsword	Dark Souls 3 Wiki	Weapons	Ultra Greatswords	"
Ultra greatsword of the venerable knights of Lothric. Imbued with the strength of lightning, the trademark of dragon hunting.
Very few have demonstrated the extreme strength and dexterity required for this weapon, even in the long history of the Lothric Knights.
Skill: Stomp
Use one's weight to lunge forward with a low stance and increased poise, and follows with strong attack for an upward slash.
"
Morion Blade	Dark Souls 3 Wiki	Weapons	Straight Swords	"
A twisted sword resembling the towers of Londor's Sable Church. Eight branching blades and thorns induce bleeding.The church's blessing makes the weapon revel in the agony of its owner. Heavy losses of HP boost attack, a curse most befitting its deformed appearance.Skill: StanceWhile in stance, use normal attack to break a foe's guard from below, and a strong attack to slash upwards with a forward lunge.
"
Dark Sword	Dark Souls 3 Wiki	Weapons	Straight Swords	"
Pitch-black straight sword of the Darkwraith, survivor of the land swallowed by darkness.The Darkwraiths were the first red orb invaders, and originators of a unique sword technique inspired by their thick, broad blades.Skill: StompUse one's weight to lunge forward with a low stance and increased poise, and follow with strong attack for an upward slash.
"
Greatsword of Judgment	Dark Souls 3 Wiki	Weapons	Greatswords	"
A ceremonial sword, held in Pontiff Sulyvahn's left hand, respresenting the judgement of the moon, but with magic far closer to sorcery than any existing lunar power. Its dark blue hues, deeper than the darkest moon, reflect sorcerer Sulyvahn's true nature.Skill: Stance of JudgmentAssume stance to unleash dark magic. Use normal attack for a lunging thrust, and strong attack to emit side-sweeping wave. 
"
Washing Pole	Dark Souls 3 Wiki	Weapons	Katanas	"
A stunning, unusually long katana forged in an eastern land. The extreme length of this blade provides immense range, but also renders the blade extremely fragile.Skill: HoldAssume a holding stance to rapidly execute a lunging slash with normal attack, or a deflective parry with strong attack.
"
Dragonrider Bow	Dark Souls 3 Wiki	Weapons	Bows	"
Longbow of the Dragonriders, who served the Old King of Want. The Dragonriders were the Old King's royal guard, and great strength was demanded of them. Merely drawing this bow calls for inhuman strength. The worthy few who can master this bow, however, use it to devastating effect.Skill: PuncturePull the arrow even further back for a more powerful shot that can also pierce shields.
"
