item	site	category	subcategory	description
Light Crossbow	Dark Souls 2 Wiki	Weapons	Crossbows	"
A standard crossbow.  Equip bolts to use. Unlike bows, a crossbow can be held in one hand.  Equip up to two types of bolts to give yourself immediate options in battle. 
"
Archdrake Chime	Dark Souls 2 Wiki	Weapons	Chimes	"
Sacred chime used by members of the Archdrake Sect of Lindelt. A catalyst for miracles and hexes.  The land of Lindelt is governed by stringent laws, and those who dare defy them are punished without mercy.  Scholar of the First Sin added: It is often the sinful who seek piety, spurred only by a selfish desire for salvation. 
"
Black Knight Halberd	Dark Souls 2 Wiki	Weapons	Halberds	"
""Halberd wielded by knights who served the lord of light in a long-forgotten age.""""Even after their flesh was charred by flame, they remained as strong as ever, and stood watch, challenging visitors to their land.""
"
Mace	Dark Souls 2 Wiki	Weapons	Hammers	"
A club fitted with a head crafted for battle.  The mace is the archetypal blunt weapon. It has a primitive appearance, but also many advantages, including the ability to break the guard of a shield. Keep the proper distance from your foe, and this can be a very effective weapon. 
"
Mastodon Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	"
 Greatsword of the Primal Knights that defend Drangleic Castle.  The brutish and mighty Primal Knights wield this sword like a feather-light twig, but to the ordinary warrior it is a chore to even hold up, owing to its great weight.  Terrible experiments were said to have taken place in a hidden manor in Drangleic. The mastermind presiding over the deeds was known as Lord Aldia.
"
Ricard's Rapier	Dark Souls 2 Wiki	Weapons	Piercing Swords	"
An exquisitely decorated rapier.  Said to belong to a prince who appears in an ancient tale.  There are numerous variations of the story of the prince who wandered the lands and eventually became Undead.  The majority of these tales end in tragedy. but there are some exceptions. 
"
Sacred Chime Hammer	Dark Souls 2 Wiki	Weapons	Great Hammers	"
Great hammer of the Royal Aegis.
The power of the hammer's blessing has not faded completely, despite being exposed to the dark of the Undead Crypt.
Unleash its latent power with a strong attack.
Sir Velstadt, known as the Royal Aegis, gave himself to the King both in life and death. 
"
Winged Spear	Dark Souls 2 Wiki	Weapons	Spears	"
A spear with winged lugs. Longer than standard spears, allowing for attacks from further away.  Thrusting attacks are effective even against opponents with high defense, but they have a narrow point of contact and won't effectively break through a shielded defense.
"
Reinforced Club	Dark Souls 2 Wiki	Weapons	Hammers	"
A wooden club headed with nails.Designed as a deadlier club, and certainly offers a stronger attack, but this club also seems quick to fall apart, perhaps due to its shoddy craftsmanship. 
"
Crescent Sickle	Dark Souls 2 Wiki	Weapons	Reapers	"
A sickle with a crescent-shaped blade. This sickle, enchanted by magic, is not intended as a weapon, but rather a ceremonial instrument. 
"
Homunculus Mace	Dark Souls 2 Wiki	Weapons	Hammers	"
A pole with lumps attached to it. Found in the manor in Aldia. Heavier than a standard mace, but with more effective striking owing to its hard lumps.  In the far eastern outskirts of Drangleic lies an old manor that is now long forgotten. As it should be, for the things that lurk there are better left unknown. 
"
Melu Scimitar	Dark Souls 2 Wiki	Weapons	Curved Swords	"
Scimitar of Laddersmith Gilligan.  Nothing notable about this weapon, except perhaps the luxurious jewels embedded in the hilt. If your aim is to appear dazzling on the battlefield, this might just do the trick.
"
Royal Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	"
Greatsword of the royal swordsmen.Its undulating blade draws blood from its foes. Despite the magnificence of this weapon, it was terribly inadequate in the war against the mighty Giants. 
"
Chime of Screams	Dark Souls 2 Wiki	Weapons	Chimes	"
Sacred chime forged from the soul of Nadalia, Bride of Ash.
Nothing appears sacred about the frightful design of this chime, but it does have the benefit of raising one's faith.
The oozing, frozen iron forming the bell seems to anticipate a scream.
"
Shortsword	Dark Souls 2 Wiki	Weapons	Straight Swords	"
A small straight sword. Longer than a dagger, but still lightweight. Widely used, as it requires no particular strength. A reasonable choice that will suffice in many situations, but not the thing to take along if you expect to face any serious challenge.
"
Caestus	Dark Souls 2 Wiki	Weapons	Fist Weapons	"
Weapon used to strike with one's fists. The thick leather covering bears iron studs, and protects the hands while augmenting their striking power.  Attacks with the fists are solely dependent on one's strength. With this weapon, any encounter becomes a brawl. 
"
Scythe of Nahr Alma	Dark Souls 2 Wiki	Weapons	Spears	"
The scythe used by Titchy Gren, and by believers in Nahr Alma, god of blood.  Normally used only in ceremonies. Imbued with the power of dark.  This is no place for talk of such things, however. 
"
Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	"
A straight sword with a very long blade. One of few ultra greatswords. No human was intended to wield a sword of this weight or destructivenes. Only a few famed warriors have ever wielded this great blade, for it challenges the very limits of human ability. 
"
Drakeblood Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	"
Greatsword wielded by the Drakeblood Knights, led by the honorable Sir Yorgh. The insignia chiseled upon its hilt symbolizes dragon's blood.  To the Drakeblood Knights, fresh dragon blood was sacrosanct. They believed that by obtaining it, they could achieve a true understanding of life, transcending their own banal existence.
"
Uchigatana	Dark Souls 2 Wiki	Weapons	Katanas	"
A katana of unknown origin. Crafted with a peculiar yet refined technique.  The finely-sharpened blade of a katana slices with unmistakable smoothness, but should be wielded with caution, as its delicate constitution means it's easily worn.
"
Pike	Dark Souls 2 Wiki	Weapons	Spears	"
""A spear with an extended pole. Offers a very long reach, even for a spear, allowing for attacks from safer distances.Traditionally a weapon of regimental rather than single combat due to its unwieldiness. However, if you can manage to effectively step around an opponent, they will hardly have a chance to hit back. ""
"
Malformed Skull	Dark Souls 2 Wiki	Weapons	Great Hammers	"
The skull of some unidentified creature. Swing as a great hammer to use as a weapon.  Possibly the skull of a dragon. A good choice, likely too rare to be swung about willy-nilly. 
"
Black Witch's Staff	Dark Souls 2 Wiki	Weapons	Staves	"
Staff used by Leydia Witches. Imbued with a special magic, making it a catalyst for sorceries, miracles, and hexes.  Leydia apostles are adept at magic, and wielded unique weapons, but were deemed blasphemous and slaughtered.  Effect: Use Sorceries, Miracles, and Hexes. 
"
Warped Sword	Dark Souls 2 Wiki	Weapons	Curved Swords	"
A curved sword forged from the soul of the Flexile Sentry. Once straight, but later twisted to reflect its warped owner.  Long ago, the dungeons overflowed with the accursed, and the King commanded a contorted sentry to deliver those who had no cells to a faraway land, and to make certain they were never heard from again.   Scholar of the First Sin changed to:  A curved sword forged from the soul of the Flexile Sentry. Once straight, but later twisted to reflect its warped owner.  The sentry crammed inmates of the overflowing Bastille onto a rickety ship, and cast them out to the open sea.  The majority of them drowned or starved but a few hardy survivors made land to the south, and imparted their knowledge of sorcery to the people there. 
"
King's Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	"
An ultra greatsword forged from the soul of King Vendrick.
Inflicts heavy damage on enemy armor.
Only the king knows whether the depiction of the Queen is a resentful mockery, or an affectionate exaltation. 
"
Drakekeeper's Greataxe	Dark Souls 2 Wiki	Weapons	Great Axes	"
An extremely sturdy pitch-black greataxe.  Colossal warriors staunchly watch over the shrine, ready to defend its resident, or allow one worthy enough to be granted audience. 
"
Broadsword	Dark Souls 2 Wiki	Weapons	Straight Swords	"
Standard straight sword. This straight sword is sufficient in most respects. and effective in most situations if wielded properly. Those who aspire to master the sword are certain to wield this at some point during their journey.
"
Blue Flame	Dark Souls 2 Wiki	Weapons	Straight Swords	"
Straight sword wielded by Leydia apostles.  Imbued with a special magic that makes the Blue Flame both a sword and magic catalyst. Execute a strong attack to emit magic.  The Leydia apostles, adept at magic, wielded unique weapons but were hunted down as traitors. 
"
Sea Bow	Dark Souls 2 Wiki	Weapons	Bows	"
A bow built for sea-faring marine warriors.  Has an extended range for hunting down sea monsters from afar.  A great sea lies to the north of Drangleic, and beyond that is an explored continent that is home to things inhuman.  
"
Yorgh's Spear	Dark Souls 2 Wiki	Weapons	Spears	"
Spear wielded by Sir Yorgh during his invasion of the Sanctum city.
After his defeat of the Sunken King, Sir Yorgh pierced Sinh, the sleeping dragon, with this spear to claim its blood.
But Sinh immediately awoke, spewing a poisonous fog that blanketed the city in death, and Sir Yorgh disappeared in to the Eternal Sanctum. 
"
Drakekeeper's Warpick	Dark Souls 2 Wiki	Weapons	Great Hammers	"
An extremely sturdy pitch-black war hammer.  Colossal warriors staunchly watch over the shrine, ready to defend its resident, or allow one worthy enough to be granted audience.  
"
Dragonrider Bow	Dark Souls 2 Wiki	Weapons	Bows	"
Bow wielded by Dragonrider, King Vendrick's royal guard. Merely drawing this bow requires inhuman strength, but each shot has deadly potential.  Demands great skill of its wielder, and thus served to test the worthiness of those who aspired to join Dragonriders.   
"
BlueMoon Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	"
The Blade of this greatsword shines like the brilliant rays of the moon. In the oldest legends, rarely spoken of today, it is said that the sword was born of a great white being.  Then, what explains this lifeless weapon? Perhaps there has been some mistake... 
"
Broken Straight Sword	Dark Souls 2 Wiki	Weapons	Straight Swords	"
Straight Sword with its blade broken near in half. Nearly useless in battle, but ""nearly useless"" trumps ""empty-handed. 
"
Heide Greatlance	Dark Souls 2 Wiki	Weapons	Lances	"
""A lance originating in Heide. A special alloy makes it very durable. The tip of the lance has been extended.The composition of the alloy of these lances remains a mystery, but in Drangleic the attempt to imitate it resulted in the similar bradden steel.Lances are normally wielded by mounted knights and it takes considerable training to handle one on the ground.""
"
Black Dragon Greataxe	Dark Souls 2 Wiki	Weapons	Great Axes	"
In legend, this oddly-shaped greataxe is said to be forged from the Black dragon's tail.  As it is told, the Black dragon lost its tail to a brave warrior in a magnificent battle, and the tail was later used to forge several legendary weapons. 
"
Grand Lance	Dark Souls 2 Wiki	Weapons	Lances	"
""A Lance fashioned from rare geisteel, Designed for high-.ranking Drangleic Knights, hence the design''Geisteel equipment is of the finest make, but geisteel is so rare that very few of these weapons were actually used in combat.'''
"
Chariot Lance	Dark Souls 2 Wiki	Weapons	Lances	"
""Lance forged from the soul of the Executioner's Chariot. Its cross-shaped blade causes bleeding.The perverse design of this spear mirrors the chariot from which it came, a merciless creation that endlessly tortured the Undead.""
"
Bandit Axe	Dark Souls 2 Wiki	Weapons	Axes	"
An axe of bandits of the Forossan outskirts Very sturdily built for the armament of a bandit.  When Forossa fell to war, its citizens were left landless, and entirely to their own devices. Many were reduced to thievery, while Forossan knights scattered to other lands as sellswords. 
"
Claymore	Dark Souls 2 Wiki	Weapons	Greatswords	"
A very large greatsword. Very heavy, and designed for use with both hands.  Allows for broad attacks that are effective against multiple foes. Requires great strength and experience to handle effectively. 
"
Bone Fist	Dark Souls 2 Wiki	Weapons	Fist Weapons	"
Bone that is bound to the fist. Used to enhance hand-to-hand combat. Salvaged from a malformed creature.  Enables one to fight with inhuman strength, as if the very spirit of the bone's malicious owner had taken control. 
"
Ivory King Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	"
Ultra Greatsword of the Ivory King of Eleum Loyce.
Wield with both hands to realize its full strength.
It is said that the Ivory King was once the highest ranking knight in his home of Forossa, famed for its god of war.
After taking his crown, they say he was the first to swing his sword in times of need, be it for his homeland or his people.
Special Attack: Wield Two Handed
"
Composite Bow	Dark Souls 2 Wiki	Weapons	Bows	"
A bow crafted from various materials.  Inflicts more damage than ordinary bows, but has a shorter range, making it unfit for sniping.
"
Curved Nil Greatsword	Dark Souls 2 Wiki	Weapons	Curved Greatswords	"
A great curved sword with an Ominous blade. One of the forbidden weapons sealed away by the Ivory King.  Formed by Rock, Tree, and the remnants of a most peculiar soul.  It is said the farther the wielder travels, the deadlier the blade becomes. 
"
Handmaid's Ladle	Dark Souls 2 Wiki	Weapons	Hammers	"
An ordinary kitchen ladle.  He who chooses this as a weapon either faces extenuating circumstances or has an odd sense of humor. If you care for your life, leave this one in the kitchen. 
"
Curved Dragon Greatsword	Dark Souls 2 Wiki	Weapons	Curved Greatswords	"
A curved greatsword forged from the soul of the Ancient Dragon.
In the Age of the Ancients, the world was unformed, shrouded by fog.
A land of grey crags, archtrees, and everlasting dragons.
Effect: special attack (strong attack consumes 10 durability per use)
"
Staff of Amana	Dark Souls 2 Wiki	Weapons	Staves	"
Staff held by a priestess of Amana. A ritual staff that was not intended for use in battle, but nevertheless it functions as a catalyst for sorceries and hexes.  The Demon was contained within the shrine by sacred rituals. but over time the tradition was lost, and the Demon set free. It gained knowledge, and learned to lure humans into its lair using song.  Effect: spell damage modifier while human  
"
Pickaxe	Dark Souls 2 Wiki	Weapons	Great Hammers	"
A Pickaxe used for mining. Not intended as a weapon, but packs a powerful punch. This tool, designed to crush hard rock, can easily puncture weaker forms of armor.
"
Heide Lance	Dark Souls 2 Wiki	Weapons	Lances	"
""A lance originating in Heide. A special alloy makes it very durable.The composition of the alloy of these lances remains a mystery, but in Drangleic the attempt to imitate it resulted in the similar bradden steel.Lances are normally wielded by mounted knights, and it takes considerable training to handle one on the ground.""
"
Bell Keeper Bow	Dark Souls 2 Wiki	Weapons	Bows	"
Wooden bow used by bell keepers. Very light, and requiring hardly any strength. The bells symbolize forbidden love; the bell keepers, their faithful guardians, ever-ready to annihilate trespassers.They will stand watch for ever and ever, these determined, if ill-fated, marionettes. 
"
Azal's Staff	Dark Souls 2 Wiki	Weapons	Staves	"
Staff of Azal, sage of Forossa.  Rather roughly crafted, but imbued with the magic of Azal. Greatly intensifies spells, but also drastically reduces spell usage.  This staff, unfit for the inexperienced, is evidence of sage Azal's prowess. 
"
Aldia Hammer	Dark Souls 2 Wiki	Weapons	Hammers	"
Hammer used by Aldian acolytes. Not used as a weapon, but as an instrument to dissect the bodies of the victims of their experimentation.They say that Lord Aldia was the King's elder brother and helped found Drangleic, but he later lost interest in the land's fortunes. 
"
Claws	Dark Souls 2 Wiki	Weapons	Fist Weapons	"
A weapon that attaches to the hands.  The wearer attacks in a scratching motion with these three-pronged claws. Claws inflict deep wounds and cause bleeding. 
"
Manikin Knife	Dark Souls 2 Wiki	Weapons	Daggers	"
Knife of the manikins of Harvest Valley.  The peculiar art of puppetry is a vestige of the two lost lands. The Queen, entranced by poison, used it to beckon unknowing souls to the defiled valley.
"
Eleum Loyce	Dark Souls 2 Wiki	Weapons	Curved Swords	"
Curved sword forged from the Soul of Alsanna.
Formed by two curious blades, this sword can restore an ally's HP with a hit from its strong attack.
The enigmatic Alsanna quietly found a place at the Ivory King's side, and when his strength was fully drained, he conferred this sword inscribed with the name of the land, to her.
"
Umbral Dagger	Dark Souls 2 Wiki	Weapons	Daggers	"
A sharp dagger.  Crafted to facilitate assassinations with a focused backstab.  One true strike with this blade, and your work will be done.""
"
Lion Greataxe	Dark Souls 2 Wiki	Weapons	Great Axes	"
Greataxe wielded by Lion Clan warriors. The finely-crafted blade cuts smoothly, evidence that the lion clansmen are much more than vulgar beasts. 
"
Whip	Dark Souls 2 Wiki	Weapons	Whips	"
A leather whip. Not normally used on the battlefield.  Very effective against bare flesh, but not against enemies with armor or like protection.
"
Iron King Hammer	Dark Souls 2 Wiki	Weapons	Great Hammers	"
Great hammer forged from the soul of the Old Iron King.
The tip is formed of molten rock.
The corpse of the Old Iron King became the vessel that bred Ichorous Earth.
The heavy rock tip is formed of cooled magma, with a still-smoldering core.
Strong attack releases its inner power.
Effect: special attack (strong attack)
"
Manslayer	Dark Souls 2 Wiki	Weapons	Katanas	"
A katana with a terribly worn blade. Appears useless, but is in fact coated with deadly poison. This sword has claimed countless victims, and the bloodstains upon it's blade have turned to poison. 
"
Old Knight Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	"
 ""An undated ultra greatsword. Wielded by a warrior from a time so ancient that there exists no record of his endeavors. Has extremely low durability.""
"
Scythe of The Forlorn	Dark Souls 2 Wiki	Weapons	Reapers	"
Scythe of the Forlorn, who wander the land of the Undead.  The King's elder brother Aldia sought to overcome the curse through means unalike his sibling's.  The Forlorn were born of Aldia's sinful infatuation. 
"
Spider Fang	Dark Souls 2 Wiki	Weapons	Curved Swords	"
Curved sword forged from the soul of the Duke's Dear Freja.
Its blade is coated with a sticky silk that is cast with each strong attack, slowing enemy movement.
Supposedly, the duke himself, an eccentric soul fascinated with spiders, went on to take a form that was far from human.
Effect: movement slowdown (strong attack launches spider web, 10 durability per use)
"
Zweihander	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	"
An ultra greatsword, the heaviest of weapons. As the name suggests, the Zweihander is held with two hands, but its weight is such that even wielding it in this manner requires strength worthy of the blade.
"
Long Bow	Dark Souls 2 Wiki	Weapons	Bows	"
A standard bow used by hunters.  Equip Arrows to use. Equip up to two types of arrows to give yourself immediate options in battle.  Use arrows to hit enemies from afar to gain the upper hand by drawing first blood. 
"
Chime of Want	Dark Souls 2 Wiki	Weapons	Chimes	"
Original:
Sacred chime created from the soul of Nashandra.
Greatly amplifies spells.
The old one of the Abyss was reborn in death, split into miniscule fragments, and spread across the land. 
The tiniest of these pieces, precisely due to its size, was the first to restore its form.
 
Scholar of the First Sin changed to:
Sacred chime created from the soul of Nashandra.
The old one of the Abyss was reborn in death, split into miniscule fragments, and spread across the land.
After taking their shapes, they courted monarchs of considerable power, which they desired to make their own. 
"
Giant Warrior Club	Dark Souls 2 Wiki	Weapons	Great Hammers	"
Club of the Giants that besieged Drangleic. Nothing more than a boulder bound to a tree, but a very powerful, if primitive weapon.  A human would require great strength to wield this Giant-sized club.   Scholar of the First Sin changed to: Club of the Giants that besieged Drangleic. Nothing more than a boulder bound to a tree, but a very powerful, if primitive weapon.  King Vendrick, in adherence to Queen Nashandra's counsel, led his armies north in an effort to subjugate the Giants, and claim their powerful souls for his own. 
"
Espada Ropera	Dark Souls 2 Wiki	Weapons	Piercing Swords	"
Thrusting sword of Chancellor Wellager. Forged with rare geisteel.  A masterpiece of the great blacksmith Llewellyn that he brought along as a gift when he left Mirrah for Drangleic. 
"
Berserker Blade	Dark Souls 2 Wiki	Weapons	Katanas	"
The katana of a berserker, by its name. The thick, shiny black blade cuts exquisitely. Its origins and owner are unknown, but at some point the blade became known by this name. 
"
Smelter Hammer	Dark Souls 2 Wiki	Weapons	Great Hammers	"
Weapon wielded by the iron warriors that wander Brume Tower.  Appears to have once been an axe, but in this terribly melted state it is little more than a great lump that crushes its foes by virtue of its sheer weight. 
"
Heide Spear	Dark Souls 2 Wiki	Weapons	Spears	"
A spear originating in Heide. A special alloy makes it very durable.  The composition of the alloy of these spears remains a mystery, but in Drangleic the attempt to imitate it resulted in the similar bradden steel. 
"
Demon's Great Hammer	Dark Souls 2 Wiki	Weapons	Great Hammers	"
Great hammer made of unknown materials. Perhaps it is stone, or even wood.  The origins of its name are unclear. Its tremendous weight suggests that it was never intended for humans. Perhaps it was an offering to the demons that appear in legend. 
"
Lost Sinner's Sword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	"
An ultra greatsword forged from the soul of the Lost Sinner.
Its blade saps the life of its wielder.
The true nature of this sword is unknown, even to the Lost Sinner herself.
Those who choose this sword will share the burden of the Lost Sinner's misdeeds.
Effect: attacks damage wielder
"
Bat Staff	Dark Souls 2 Wiki	Weapons	Staves	"
Staff used by hollowed Drangleic sorcerers, A catalyst for sorceries and hexes.  The bat affixed to its tip is a simple charm. It has no bearing on the staff´s powers, but the germs on the cadaver poison foes upon contact in strike attacks. 
"
Key to the Embedded	Dark Souls 2 Wiki	Items	keys	"
Sword that opens the Embedded's door.Shaped like a weapon, but is in fact a key.Plunge the key into the Embeddedto bring a rhapsodic end to his fate.The once-human Embedded, realizing that hecould never resist the temptation of the flesh,bound himself eternally with chains. Since then,he has awaited the day that somebody willfind this key, and bury it within his bosom.
"
Channeler's Trident	Dark Souls 2 Wiki	Weapons	Spears	"
A trident wielded by an old sorcerer. The tip is sharpened so smoothly that it suggests a degree of madness.  Use two-handed strong attack to perform a power-channeling dance, the madness of which boosts the morale of nearby allies.  Effect: attack boost (Two-handed strong attack) 
"
Hunter's Blackbow	Dark Souls 2 Wiki	Weapons	Bows	"
A black bow designed for long distances. Difficult to handle at first, and requiring some amount of practice to master.  The hunting Goddess Evlana was no goddess at all, but rather a brave and highly skilled bow huntress. Long after her demise, the passing of lore transformed her into a deity. 
"
Great Machete	Dark Souls 2 Wiki	Weapons	Reapers	"
Created by strapping a large blade to a hilt. A crude makeshift weapon with low durability.   Primitive weapons can be more effective at evoking fear than more advanced efforts. Perhaps this is why the wielder chose this fearsome creation. 
"
Twin-Headed Greatbow	Dark Souls 2 Wiki	Weapons	Greatbows	"
A greatbow made of animal bone. The fine craftmanship suggests that it originates in Lanafir.  The unusual design appears to have ceremonial implications, but may simply be intended to intimidate foes. 
"
Avelyn	Dark Souls 2 Wiki	Weapons	Crossbows	"
  An extremely rare rapid-firing crossbow.  Fire three successive bolts. Inflict heavy damage by making all three shots count.  Fiorenza, the richest merchant in all of Volgen recreated this lost weapon after reading of it in an old book.  
"
Lizard Staff	Dark Souls 2 Wiki	Weapons	Staves	"
Staff used by the fallen sorcerers who wander this land. A catalyst for both sorceries and hexes. Particularly well-attuned for sorceries.  The lizard bound to its tip is a simple charm, and has no bearing on the staff's powers.
"
Crypt Blacksword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	"
Ultra greatsword symbolizing guardianship over the Undead Crypt. The sword has never seen the light of day, and is steeped in dark.
"
Malformed Shell	Dark Souls 2 Wiki	Weapons	Great Hammers	"
One of the malformed weapons developed in Aldia.  Swung like a great hammer. Appears to be a fragment  of a giant shell, but its precise origins are unknown.  The peculiar figure known as Lord Aldia attempted to  uncover the secrets of life itself, and viewed the Undead  as a key to this mystery.
"
Retainer Staff	Dark Souls 2 Wiki	Weapons	Staves	"
Staff wielded by the retainers in the cathedral city.  Long ago, the retainers attended to the priestesses, but with them gone, the retainers were left to wander frigid Eleum Loyce without purpose. 
"
Crescent Axe	Dark Souls 2 Wiki	Weapons	Great Axes	"
A bronze greataxe with a crescent shaped blade.  Its long handle gives the weapon great reach. One senses that this axe was once imbued with a sacred power, but only traces of it remain.  Perhaps those who blessed this axe are no longer with us. 
"
Full Moon Sickle	Dark Souls 2 Wiki	Weapons	Reapers	"
A large sickle with a round blade   The thin blade, fortified with bradden steel, slices with a fine smoothness. Hooks into flesh, then rips it apart to cause bleeding.
"
Gyrm Axe	Dark Souls 2 Wiki	Weapons	Axes	"
An axe used by the nomadic Gyrm.  At first glance this axe appears crude, but with further examination one sees the fine craftsmanship of Gyrm blacksmiths. Quite heavy for a human, but flung about with reckless abandon by the Gyrm. 
"
Bandit Greataxe	Dark Souls 2 Wiki	Weapons	Great Axes	"
A greataxe of bandits of the Forossan outskirts. Very sturdily built for the armament of a bandit.  When Forossa fell to war, its citizens were left landless, and entirely to their own devices. Many were reduced to thievery, while Forossan knights scattered to other lands as sellswords.
"
Majestic Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	"
An ancient greatsword of unknown origin.  This sword was passed down through generations, until it reached Gordin, wandering knight of Forossa, and was lost upon his death.  Uncannily, every last one of the prominent swordsmen who inherited this weapon was left-handed.
"
Old Whip	Dark Souls 2 Wiki	Weapons	Whips	"
A leather whip that has seen plenty of use. It appears no different than an ordinary whip, but is charmed by an ancient blessing that boosts damage inflicted on Hollows.  The blessing is likely the work of a cleric, but whether the spell is good or evil is unclear.  Effect: attack boost against Hollows. 
"
Pursuer's Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	"
Ultra Greatsword of the Pursuer.  Known as the mightiest of the straight swords, it demands great strength and dexterity of its wielder.  The Pursuer hunts down those branded by the curse, as if each Undead soul that he claims will atone one of his sins.
"
Red Rust Scimitar	Dark Souls 2 Wiki	Weapons	Curved Swords	"
Curved sword of warrior Vengarl of Forossa.  This sword is battle-worn and terribly rusted,but remains a deadly weapon owing to its incredible weight.  Legend has it that it was built to test the limits of the strength of Forossa knights, until Vengarl swung it about like a wooden plaything, claiming ownership by demonstration. 
"
