item	site	category	subcategory	description
Gargoyle's Halberd	Dark Souls Wiki	Weapons	Halberds	"
Halberd of the gargoyle guarding the Bell of Awakening in the Undead Church.""  ""Perfectly standard bronze halberd without any special power.""
"
Jagged Ghost Blade	Dark Souls Wiki	Weapons	Curved Swords	"
Jagged blade wielded by New Londo ghosts. Violent thrust attack."" ""One of the cursed weapons. Inflicts damage to ghosts.""
"
Washing Pole	Dark Souls Wiki	Weapons	Katanas	"
Katana forged in an Eastern land. Very unusual specimen with a long blade. Has a different move set than the Uchigatana. The blade is extremely long, but as a result, quite easily broken.""
"
Grant	Dark Souls Wiki	Weapons	Great Hammers	"
A legendary weapon of the Way of White, granted to an Undead paladin long ago. This mass of iron can only be lifted by those with inhuman strength, but it is blessed, and very effective against agents of Dark.""
"
Partizan	Dark Souls Wiki	Weapons	Spears	"
Spear with blade attached to a broad point. Boasts long reach, can slice."" ""The wide range of this spear makes it adaptable to many situations. Its strength lies in its length, but in cramped quarters, this backfires, and slices ricochet off walls.""
"
Notched Whip	Dark Souls Wiki	Weapons	Whips	"
Notched Whip with sharp spikes.""  ""Only slightly effective against armor and tough scales, but quite formidable against enemies with exposed skin. Also causes heavy bleeding.""
"
Bandit's Knife	Dark Souls Wiki	Weapons	Daggers	"
""This wide single-edged shortsword is the favorite of lowly thieves and bandits.""""Primarily a slicing weapon, but highly effective when used for critical hits, such as after parrying or from behind.""
 
"
Demon's Greataxe	Dark Souls Wiki	Weapons	Great Axes	"
Carved from the bones of fellow demons. Wielded by the lesser Taurus demons."" ""This axe is imbued with no special power, but can merrily beat foes to a pulp, providing you have the strength to wield it.""
"
Estoc	Dark Souls Wiki	Weapons	Piercing Swords	"
The largest of the thrusting swords. Can pierce an armored knight in one thrust.""""The blade is also sharp, allowing slicing as well.""
"
Drake Sword	Dark Souls Wiki	Weapons	Straight Swords	"
This sword, one of the rare dragon weapons, is formed by a drake's tail. Drakes are seen as undeveloped imitators of the dragons, but they are likely their distant kin."" ""The sword is imbued with a mystical power, to be released when held with both hands.""
 
"
Straight Sword Hilt	Dark Souls Wiki	Weapons	Straight Swords	"
The hilt of this lost sword was found discarded in the Undead Asylum."" ""Only slightly better than one's bare hands, and not recommended for extensive use. Be certain to find a replacement quickly.""
 
"
Barbed Straight Sword	Dark Souls Wiki	Weapons	Straight Swords	"
""The choice weapon of the infamous Darkwraith Kirk, also known as the Knight of Thorns for the gnarly spikes on his favorite weapon.""""This frightful sword deals only thrust attacks, and causes heavy bleeding.""
 
"
Pickaxe	Dark Souls Wiki	Weapons	Hammers	"
Traditionally a mining tool, but the hard cone on the pommel is effective in battle."" ""A downward swing of the Pickaxe can crush stone; a human head would be an afterthought""
"
Great Club	Dark Souls Wiki	Weapons	Great Hammers	"
Giant tree branch serves as a wooden club. Smashes enemies from upside the head.""  ""The leaping attack is a trademark of clubs, and this giant club is no exception.""
"
Claws	Dark Souls Wiki	Weapons	Fist Weapons	"
A weapon formed by three sharped claws.  Attacks cause bleeding, and the wounds inflicted are not easily mended. Preferred weapon of the spooks of an Eastern land.
"
Giant's Halberd	Dark Souls Wiki	Weapons	Halberds	"
Large halberd made of old brass, used by the giant sentinels of Anor Londo.""  ""Brass contains traces of lightning, but as the halberd is designed for the giant sentinels, its weight is unbearable.""
"
Stone Greatsword	Dark Souls Wiki	Weapons	Greatswords	"
The Stone Knights who guard the Darkroot Garden wield this moss-covered greatsword."" ""The same magic which created the Stone Knights is imbued in the sword. Unleash this power by wielding the sword with two hands.""
 
"
Balder Side Sword	Dark Souls Wiki	Weapons	Straight Swords	"
The knights of the ancient kingdom of Balder wielded these rock-solid, long swords which are excellent for thrust attacks."" ""Balder was the home of Knight King Rendal, but the kingdom was reduced to ruins after a widespread outbreak of Undead.""
 
"
Demon Great Machete	Dark Souls Wiki	Weapons	Ultra Greatswords	"
The lesser Capra demons use these greatswords in pairs. The blade is cast iron and hooked."" ""The sword is imbued with no particular magic, but for those who have the strength, its great weight will smash foes mercilessly.""
"
Dragon Greatsword	Dark Souls Wiki	Weapons	Ultra Greatswords	"
This sword, one of the rare dragon weapons, came from the tail of the stone dragon of Ash Lake, descendant of the ancient dragons."" ""Its great mystical power will be unleashed when wielded with two hands.""
"
Lucerne	Dark Souls Wiki	Weapons	Halberds	"
Halberd with a large, hard beak-like protrusion. Inflicts thrust damage. Instead of thrusting like a spear, the wielder of the Lucerne aims to club the head with its hard beak.""
"
Painting Guardian Sword	Dark Souls Wiki	Weapons	Curved Swords	"
Curved sword of Anor Londo painting guards. Unique shape with flat tip.""""The guardians, who strike down those who dare threaten the paintings, attack in a continuous, circular dancing motion, a technique passed down through generations.""
 
"
Black Bow of Pharis	Dark Souls Wiki	Weapons	Bows	"
The preferred black bow of the heroic archer Pharis.  Has a longer range than standard bows, but is more difficult to use. Without proper abilities, results will be underwhelming.""
"
Greatsword of Artorias	Dark Souls Wiki	Weapons	Greatswords	"
Sword born from the soul of the great grey wolf Sif, guardian of the grave of the Abysswalker Knight Artorias."" ""Sir Artorias hunted the Darkwraiths, and his sword strikes harder against dark servants.""
 
"
Black Knight Greataxe	Dark Souls Wiki	Weapons	Great Axes	"
Greataxe of the Black Knights who wander Lordran. Used to face Chaos demons.""  ""The large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago.""
"
Logan's Catalyst	Dark Souls Wiki	Weapons	Catalysts	"
Catalyst of Big Hat Logan, the great sorcerer and seeker of knowledge. Originally the same catalyst employed by the Vinheim sorcerers, only terribly strengthened over time due to Logan's use. Very powerful when used by one of superior intelligence.""
"
Silver Knight Spear	Dark Souls Wiki	Weapons	Spears	"
The silver knights of Anor Londo guard the city using this beautifully slender weapon.  The spear can be wielded by both hands in a focused thrust that uses one's body weight, or swung in a large sweeping motion.""
 
 
"
Chaos Blade	Dark Souls Wiki	Weapons	Katanas	"
A curved sword born from the soul of Quelaag, daughter of the Witch of Izalith, who was transformed into a chaos demon. This blade inherits only the chaotic nature of Quelaag, and has a unique speckled design. Blade wielder erodes along with opponents.""
"
Ricard's Rapier	Dark Souls Wiki	Weapons	Piercing Swords	"
A rapier with intricate decorations. Chosen weapon of the famous Undead Prince Ricard. Ricard's exploits are told in a monomyth."" ""He was born into royalty, but wandered the lands in a fateful ill-conceived journey. He became Undead and disappeared up North.""
"
Velka's Rapier	Dark Souls Wiki	Weapons	Piercing Swords	"
A symbolic, powerful thrusting sword used by the Pardoner serving Velka, Goddess of Sin."" ""It is no mere symbol to be sure; the Pardoner is an inhuman swordsman, and wields this enchanted blade with special sword technique.""
"
Obsidian Greatsword	Dark Souls Wiki	Weapons	Greatswords	"
This greataxe, one of the rare dragon weapons, is formed by the tail of the one-eyed black dragon Kalameet, the last of the ancient dragons. The mystical power of its obsidian blade will be released when held with both hands.""
 
"
Guardian Tail	Dark Souls Wiki	Weapons	Whips	"
Sliced tail of the Sanctuary Guardian.""  ""This flexible, spiked and highly poisonous tail would make a rather obnoxious weapon.""
"
Darksword	Dark Souls Wiki	Weapons	Straight Swords	"
The sword of the knights of the Four Kings of New Londo. Its blade is wide and thick and it is wielded in an unusual manner.""""When the Four Kings were seduced by evil, their knights became Darkwraiths, servants of the Dark who wielded these darkswords.""
 
"
Zweihander	Dark Souls Wiki	Weapons	Ultra Greatswords	"
One of the gigantic straight greatswords. As the name suggests, the Zweihander is held with two hands, but its wielder must still be inhumanly strong."" ""It is this great weight that sends foes flying when hit solidly.""
"
Crescent Axe	Dark Souls Wiki	Weapons	Axes	"
Well-used old bronze battle axe with a long hilt and a crescent-shaped blade.""  ""One of the blessed weapons of the Way of White. The Crescent Axe is bequeathed to cleric warriors who have proven their faith.""
"
Ivory Talisman	Dark Souls Wiki	Weapons	Talismans	"
Medium for casting miracles of the Gods.  Ivory Talismans are granted only to female clerics and their value is affected dramatically by their owner's faith.""
"
Crystal Straight Sword	Dark Souls Wiki	Weapons	Straight Swords	"
A fully crystallized straight sword. How such a weapon was created is entirely unknown."" ""The crystallization boosts its attack, but makes the blade brittle. The sword cannot be used for long, as it cannot be repaired.""
 
"
Winged Spear	Dark Souls Wiki	Weapons	Spears	"
A long-hilted spear with a barbed point. Long reach, and can be used with shield up. Effective against hard exteriors, and hits for high damage at the right moment of an enemy's swing. But the hit radius is small, and it is easily blocked by shields.""
"
Dark Hand	Dark Souls Wiki	Weapons	Fist Weapons	"
The Darkwraiths, incited by Kaathe, use the power of the dark soul to absorb humanity, an art shared by this weapon, which also acts as a special shield. The ancients, particularly, could sap the humanity of even a replete saint in the blink of an eye.""
"
Dagger	Dark Souls Wiki	Weapons	Daggers	"
This standard small dagger has only a modest attack but can be jabbed in rapid succession, and is effective in critical hits such as after a parry or when stabbing in the back."" ""With both slash and thrust attacks this dagger is useful in various situations.""
 
"
Broken Straight Sword	Dark Souls Wiki	Weapons	Straight Swords	"
Half of the blade of this straight sword is broken off.Only the completely Hollowed would even consider using this as a weapon.""
 
"
Butcher Knife	Dark Souls Wiki	Weapons	Axes	"
Giant butcher knife wielded by the Undead man-eating cook lurking in the Depths. More of a tool for subduing and preparing live catches than an actual weapon. Those who have faced this deadly blade have a deeper sense of how helpless prey must feel.""
"
Beatrice's Catalyst	Dark Souls Wiki	Weapons	Catalysts	"
Catalyst belonging to Beatrice, the rogue witch. Contrasts with Vinheim catalysts. This ancient catalyst shows signs of being used for age-old sorceries. It has passed the hands of many generations to get here.""
"
Gold Tracer	Dark Souls Wiki	Weapons	Curved Swords	"
Curved sword used by the Lord's Blade Ciaran, one of Gwyn's Four Knights. Ciaran brandishes her sword in a mesmerizing dance, etching the darkness with dire streaks of gold.""
"
Uchigatana	Dark Souls Wiki	Weapons	Katanas	"
Katana forged in an Eastern land. Known for its brisk slashing motions."" ""The Uchigatana cuts beautifully and causes bleeding, but its blade is easily nicked.""
"
Server	Dark Souls Wiki	Weapons	Curved Greatswords	"
A curved greatsword used in a mysterious ancient rite. Imbued with a frightful occult energy which restores HP with each hit."" 
"
Butcher Knife	Dark Souls Wiki	Weapons	Axes	"
Giant butcher knife wielded by the Undead man-eating cook lurking in the Depths. More of a tool for subduing and preparing live catches than an actual weapon. Those who have faced this deadly blade have a deeper sense of how helpless prey must feel.""
"
Velka's Rapier	Dark Souls Wiki	Weapons	Piercing Swords	"
A symbolic, powerful thrusting sword used by the Pardoner serving Velka, Goddess of Sin."" ""It is no mere symbol to be sure; the Pardoner is an inhuman swordsman, and wields this enchanted blade with special sword technique.""
"
Shotel	Dark Souls Wiki	Weapons	Curved Swords	"
Curved sword with sharply curved blade.""""Created by Arstor, Earl of Carim. Requires great skill to wield, but evades shield defense to sneak in damage.""
"
Thorolund Talisman	Dark Souls Wiki	Weapons	Talismans	"
Medium for casting miracles of the Gods. This talisman is only granted to high-ranking Thorolund clerics.  Has high miracle adjustment which, thanks to divine protection, is not dependent upon faith.
"
Demon's Great Hammer	Dark Souls Wiki	Weapons	Great Hammers	"
Demon weapon built from the stone archtrees. Used by lesser demons at North Undead Asylum. This hammer is imbued with no special power, but will merrily beat foes to a pulp, provided you have the strength to wield it.""
"
Lifehunt Scythe	Dark Souls Wiki	Weapons	Halberds	"
 Scythe born from the soul of Priscilla, the stark white crossbreed trapped inside the painted world of Ariamis.  Even the Gods feared Priscilla's lifehunt ability, and in the hands of a mortal, its power will turn upon its wielder.""
"
Murakumo	Dark Souls Wiki	Weapons	Curved Greatswords	"
Giant curved sword forged using special methods in an Eastern Land. This unparalleled weapon cuts like a Katana but is heavier than a Nata machete. Requires extreme strength, dexterity, and stamina to wield."" 
"
Talisman	Dark Souls Wiki	Weapons	Talismans	"
Medium for casting miracles of the Gods. Standard talisman issued to common believers.  Equip talisman to cast miracles. Attune miracles from a scroll at a bonfire. Most miracles have limited number of uses.""
"
Dragon King Greataxe	Dark Souls Wiki	Weapons	Great Axes	"
This axe, one of the rare dragon weapons, is formed by the tail of the Gaping Dragon, a distant, deformed descendant of the everlasting dragons."" ""The axe is imbued with a mystical power, to be released when held with both hands.""
"
Falchion	Dark Souls Wiki	Weapons	Curved Swords	"
Small, curved sword. Each hit inflicts little damage, but fluid chain attacks are deadly.The falchion's sharp slashing attacks are effective against cloth and flesh, but not against metal armor or tough scales.""
"
Light Crossbow	Dark Souls Wiki	Weapons	Crossbows	"
Standard crossbow issued to soldiers. While bows require both hands, a crossbow is held in one, but arming each bolt takes time. ""
"
Blacksmith Hammer	Dark Souls Wiki	Weapons	Hammers	"
Metal hammer of Andre of Astora, blacksmith at the Old Church.  Can be used as a strike weapon, but better left in the hands of its talented owner.""
"
Sniper Crossbow	Dark Souls Wiki	Weapons	Crossbows	"
Large crossbow with long distance used by Carim snipers. Often used with sniper bolts. But while crossbows are normally easy to use, the Sniper Crossbow requires dexterity.""
"
Smough's Hammer	Dark Souls Wiki	Weapons	Great Hammers	"
Great Hammer from the soul of executioner Smough, who guards the cathedral in the forsaken city of Anor Londo.  Smough loved his work, and ground the bones of his victims into his own feed, ruining his hopes of being ranked with the Four Knights.""
"
Greatsword of Artorias (Cursed)	Dark Souls Wiki	Weapons	Greatswords	"
Sword born from the souls of the great grey wolf Sif, guardian of the grave of the Abysswalker Knight Artorias.""""The sword can damage ghosts, as it was cursed when Artorias joined a covenant with the creatures of the Abyss.""
 
"
Dragon Tooth	Dark Souls Wiki	Weapons	Great Hammers	"
Created from an everlasting dragon tooth. Legendary great hammer of Havel the Rock."" ""The dragon tooth will never break as it is harder than stone, and it grants its wielder resistance to magic and flame.""
"
Sunlight Talisman	Dark Souls Wiki	Weapons	Talismans	"
Medium for casting miracles of the Gods. The talisman of Solaire of Astora, the Knight of Sunlight, is decorated with a holy symbol, illustrated by Solaire himself. This talisman is a projection of Solaire's upstanding, unwavering faith.""
"
Longbow	Dark Souls Wiki	Weapons	Bows	"
Large bow. Projectile weapon for experienced hunters. Equip arrows to use. Hold bow and press L1 or LB to aim. Aim for heads of humanoid foes. Press L2/R2 or LT/RT to change type of arrows.""
"
Gravelord Sword	Dark Souls Wiki	Weapons	Curved Greatswords	"
Sword wielded only by servants of Gravelord Nito, the first of the dead. Crafted from the bones of the fallen.""""The miasma of death exudes from the sword, a veritable toxin to any living being.""
"
Darkmoon Bow	Dark Souls Wiki	Weapons	Bows	"
Bow born from the soul of the Dark Sun Gwyndolin, Darkmoon deity who watches over the abandoned city of the Gods, Anor Londo.  This golden bow is imbued with powerful magic and is most impressive with Moonlight Arrows.""
"
Channeler's Trident	Dark Souls Wiki	Weapons	Spears	"
Trident of the Six-eyed Channelers, sorcerers who serve Seath the Scaleless in collecting human specimens. Thrusted in circular motions in a unique martial arts dance that stirs nearby allies into a bloodthirsty frenzy.
"
Izalith Catalyst	Dark Souls Wiki	Weapons	Catalysts	"
Catalyst of the Witch of Izalith of long ago, when her daughters were still flame witches, before they were engulfed by the Chaos Flame. Before the birth of pyromancy, their wands were mediums for sorcery, but knowledge of this flame sorcery has long since vanished.""
"
Velka's Talisman	Dark Souls Wiki	Weapons	Talismans	"
Medium for casting miracles of the Gods. This black tuft of hair that serves as a talisman belongs to Velka, Goddess of Sin. It casts miracles not by drawing upon faith, but intelligence.""
"
Whip	Dark Souls Wiki	Weapons	Whips	"
Leather whip. Not intended for battle.  Virtually ineffective against armor and tough scales, but quite formidable against enemies with exposed skin.""
"
Blacksmith Giant Hammer	Dark Souls Wiki	Weapons	Hammers	"
Wooden hammer of the giant blacksmith in Anor Londo who handles lightning weapons.  The giant blacksmith forges with this wooden hammer, as it would be hazardous to handle lightning weapons with metals.
"
Darkmoon Talisman	Dark Souls Wiki	Weapons	Talismans	"
Medium for casting miracles of the Gods. Granted to Darkmoon Blade knights, adherents to the Covenant of the Dark Sun Gwyndolin. This talisman demands dutiful faith from its owner, but has very high miracle adjustment"".
"
Iaito	Dark Souls Wiki	Weapons	Katanas	"
Katana forged in an Eastern land. The Katana is drawn from the scabbard at lightning speed, using an Iaijutsu technique. Iaijutsu allows the wielder to charge forward to swiftly cut down distant foes.""
"
Battle Axe	Dark Souls Wiki	Weapons	Axes	"
Standard battle axe. Inflicts regular damage, making it effective in various situations.""  ""Powerful attack due to its weight, but one wrong swing leaves the wielder wide open, so timing and proximity to the enemy must be judged carefully.""   
"
Flamberge	Dark Souls Wiki	Weapons	Greatswords	"
This greatsword with an undulating blade is the choice weapon of the slithering serpent men of Sen's Fortress."" ""This weapon is designed to flay the skin and causes heavy bleeding.""
 
"
Large Club	Dark Souls Wiki	Weapons	Great Hammers	"
 Large wooden club.""  ""The giant Undead of Blighttown wield these clubs, which became poisonous from the influence of their surroundings.""
"
Longsword	Dark Souls Wiki	Weapons	Straight Swords	"
Widely-used standard straight sword, only matched in ubiquity by the shortsword."" ""An accessible sword which inflicts consistent regular damage and high slash damage, making it applicable to a variety of situations.""
 
"
Crystal Greatsword	Dark Souls Wiki	Weapons	Greatswords	"
A fully crystallized straight sword. How such a weapon was created is entirely unknown."" ""The crystallization boosts its attack, but makes the blade brittle. The sword cannot be used for long, as it cannot be repaired.""
 
"
Short Bow	Dark Souls Wiki	Weapons	Bows	"
 Small bow. Standard projectile weapon.""  Equip arrows to use. Hold bow and press L1 or LB to aim. Aim. for heads of humanoid foes. Press L2/R2 or LT/R/T to change type of arrows.  The Short Bow is the standard bow and very useful for luring things. This bow has both a lighter weight and a faster shooting speed than a longbow.
"
Priscilla's Dagger	Dark Souls Wiki	Weapons	Daggers	"
""This sword, one of the rare dragon weapons, came from the tail of Priscilla, the Dragon Crossbreed in the painted world of Ariamis."" ""Possessing the power of lifehunt, it dances about when wielded, in a fashion reminiscent of the white-robed painting guardians.""
 
"
Composite Bow	Dark Souls Wiki	Weapons	Bows	"
Composite bow emphasizing power. Requires more strength than standard bows.  However, its range is shorter, making it unfit for sniping.
"
Tin Crystallization Catalyst	Dark Souls Wiki	Weapons	Catalysts	"
Catalyst imbued in terrifying crystal magic. Used by Logan after his fixation on Seath. Makes all sorceries incredibly powerful, but demands extremely high intelligence from its wielder, and halves sorcery usages. ""
"
Moonlight Greatsword	Dark Souls Wiki	Weapons	Greatswords	"
This sword, one of the rare dragon weapons, came from the tail of Seath the Scaleless, the pale white dragon who betrayed his own.""""Seath is the grandfather of sorcery, and this sword is imbued with his magic, which shall be unleashed as a wave of moonlight.""
 
"
Dragonslayer Spear	Dark Souls Wiki	Weapons	Spears	"
Cross spear born from the soul of Ornstein, a Dragonslayer guarding Anor Londo cathedral.Inflicts lightning damage; effective against dragons.Two-handed thrust relies on cross and buries deep within a dragon's hide, and sends human foes flying.""
"
Demon's Catalyst	Dark Souls Wiki	Weapons	Catalysts	"
Demon catalyst formed from Izalith molten rock. Can be used as fire weapon. The Demon Firesage was the first demon, and the last master of the original fire arts, before the Witch of Izalith was engulfed by Chaos, creating pyromancy.""
"
Demon's Spear	Dark Souls Wiki	Weapons	Spears	"
Carved from the bones of fellow demons. Wielded by the slim lesser Batwing demons. The weapon of these chaos demons wandering Anor Londo are different from those of other chaos demons, and are imbued with lightning.""
"
Claymore	Dark Souls Wiki	Weapons	Greatswords	"
This larger type of greatsword is normally wielded with two hands due to its weight."" ""This highly flexible greatsword can be used to attack in swings or thrusts.""
 
"
Black Knight Greatsword	Dark Souls Wiki	Weapons	Ultra Greatswords	"
Greatsword of the black knights who wander Lordran. Used to face chaos demons."" ""The large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago."" 
"
Golem Axe	Dark Souls Wiki	Weapons	Axes	"
An axe born from the soul of the Iron Golem, guardian of Sen's Fortress who repelled countless heroes who sought Anor Londo."" ""Its powerful one-handed attack imitates the Golem's blade of wind, but the heavy iron blade makes it quite unwieldy.""
"
Pike	Dark Souls Wiki	Weapons	Spears	"
Long spear with a very long red hilt. Traditionally used by groups of soldiers. Specially designed for distance thrusting. Has the longest range of the non-projectile weapons, but its very length makes it somewhat difficult to handle.""
"
Reinforced Club	Dark Souls Wiki	Weapons	Hammers	"
A club with leather nailed to the pommel. The burg Undead merchant proudly peddles this club, but its reinforcement is shoddy. Indeed, its attack is stronger, but the club is no longer dependably sturdy.""
"
Gargoyle Tail Axe	Dark Souls Wiki	Weapons	Axes	"
Sliced tail of the gargoyle guarding the Bell of Awakening in the Undead Church or patrolling in Anor Londo.  Can be used as a bronze battle axe. Bends dramatically during large attacks, owing to its nature as a tail."" 
"
Crescent Axe	Dark Souls Wiki	Weapons	Axes	"
Well-used old bronze battle axe with a long hilt and a crescent-shaped blade.""  ""One of the blessed weapons of the Way of White. The Crescent Axe is bequeathed to cleric warriors who have proven their faith.""
"
Scythe	Dark Souls Wiki	Weapons	Halberds	"
Halberd with a large blade.  Scythe adjusted for battle.  Designed especially for slicing. However, one false swing leaves one wide open.
"
Silver Knight Straight Sword	Dark Souls Wiki	Weapons	Straight Swords	"
The silver knights of Anor Londo guard the city using this beautifully slender weapon. ""Its chain attacks, in which the wielder takes great advancing steps and makes use of his bodyweight, are deadly even in single hits.""
 
"
Gough's Greatbow	Dark Souls Wiki	Weapons	Greatbows	"
Greatbow used by Hawkeye Gough, of Lord Gwyn's Four Knights, for dragon slaying. This bow is larger than even those used by the famed Dragonslayers. Only their leader, Gough, had the strength to handle it.""
"
Astora's Straight Sword	Dark Souls Wiki	Weapons	Straight Swords	"
Straight sword of an unknown knight, likely one of Astora's superiors."" ""High-quality weapon with a powerful blessing.""
 
"
Four-Pronged Plow	Dark Souls Wiki	Weapons	Spears	"
Four-pronged Plow wielded by the wooden scarecrows, serfs of the forest Sanctuary. The scarecrow serfs would not normally use these four-pronged plows as weapons, but their sharpness makes them very deadly.""
"
Greatsword	Dark Souls Wiki	Weapons	Ultra Greatswords	"
One of the gigantic straight greatswords. Very few have what it takes to wield this incredibly heavy, damage-dealing monster.""""A favorite of the Knights Berenike, known for their heavy armor, and Black iron Tarkus.""
"
Mail Breaker	Dark Souls Wiki	Weapons	Piercing Swords	"
Standard small thrusting sword. Unsharpened but pointed solid shaft can pierce tough armour"" ""Can be thrust using the weight of one's body, and is very effective for critical attacks.""
"
Moonlight Butterfly Horn	Dark Souls Wiki	Weapons	Spears	"
Weapon born from the mystical creature of the Darkroot Garden, the Moonlight Butterfly. The horns of the butterfly, a being created by Seath, are imbued with a pure magic power.""
"
Halberd	Dark Souls Wiki	Weapons	Halberds	"
Long-hilted weapon mixing spear and axe is difficult to handle, requiring both strength and dexterity.  The Halberd has two elementary attacks: Spear-like thrusting and large sweeping swings. However, one false swing and the wielder is left wide open.""
"
Quelaag's Furysword	Dark Souls Wiki	Weapons	Curved Swords	"
A curved sword born from the soul of Quelaag, daughter of the Witch of Izalith, who was transformed into a chaos demon. Like Quelaag's body, the sword features shells, spikes, humanity and a coating of chaos fire. Power affected by wielder's humanity.""
"
Scimitar	Dark Souls Wiki	Weapons	Curved Swords	"
Small, curved sword. Each hit inflicts little damage, but fluid chain attacks are deadly."" ""The scimitar's sharp slashing attacks are effective against cloth and flesh, but not against metal armor or tough scales.""
"
Morning Star	Dark Souls Wiki	Weapons	Hammers	"
Hammer with a sharp spike on its pommel. One of the more barbaric cleric weapons.  Uniquely, this hammer inflicts thrust damage, and causes bleeding.""
"
Tin Darkmoon Catalyst	Dark Souls Wiki	Weapons	Catalysts	"
Catalyst born from the soul of the Dark Sun Gwyndolin, Darkmoon deity who watches over the abandoned city of the Gods, Anor Londo. Gwyndolin is Gwyn's lastborn and a legitimate god, but he is also a Moon sorcerer, and this wand is boosted by faith, not intelligence.""
"
Broadsword	Dark Souls Wiki	Weapons	Straight Swords	"
The wide blade of this straight sword emphasizes slicing and has no thrust attack.""""The horizontal sweeping motion makes this sword effective against multiple enemies.""
 
"
Dragon Bone Fist	Dark Souls Wiki	Weapons	Fist Weapons	"
A weapon from the soul of the Iron Golem, guardian of Sen's Fortress who repelled countless heroes who sought Anor Londo."" ""The Gods fused the power of the soul with the great bones of the dragons, forming an appropriate core for the giant golem'""
"
Avelyn	Dark Souls Wiki	Weapons	Crossbows	"
Repeating crossbow cherished by the weapon craftsman Eidas. Its elaborate design makes it closer to a work of art than a weapon. Intricate mechanism makes heavy damage possible through triple-shot firing of bolts. but in fact each bolt inflicts less damage.""
"
Great Scythe	Dark Souls Wiki	Weapons	Halberds	"
Weapon with a long curved blade. Converted from a wheat-harvesting tool.  The magnificent sharp curved blade instills fear in opponents. Perhaps it is their survival instinct at work.""
"
Warpick	Dark Souls Wiki	Weapons	Hammers	"
Hammer with a large beak-shaped pommel. Originally a pickaxe; redesigned for battle."" ""This simple but deadly weapon hits heavily with thrust damage, such that it easily cracks metal armor.""
"
Shortsword	Dark Souls Wiki	Weapons	Straight Swords	"
This small straight sword is widely used, to an extent only matched by the longsword."" ""An accessible sword which inflicts consistent regular damage and high slash damage, making it applicable to a variety of situations.""
 
"
Club	Dark Souls Wiki	Weapons	Hammers	"
A simple wooden club. This simple bladeless strike weapon is effective against most foes, is easily handled, and can break the guard of a shield."" ""However, a single miss makes one wide open, so timing and proximities are crucial.
"
Ricard's Rapier	Dark Souls Wiki	Weapons	Piercing Swords	"
A rapier with intricate decorations. Chosen weapon of the famous Undead Prince Ricard. Ricard's exploits are told in a monomyth."" ""He was born into royalty, but wandered the lands in a fateful ill-conceived journey. He became Undead and disappeared up North.""
"
